combo_group_id,dish_id,display_order
3575,58258,3
3575,58259,4
3575,58260,5
3575,58261,6
3575,58263,7
3575,58264,8
3575,58265,9
3575,58266,10
3575,58267,11
3575,58268,12
3575,58269,13
3575,58270,14
3575,58271,15
3575,58272,16
3575,58273,17
3575,58274,18
3575,58275,19
3575,58276,20
3575,58277,21
3575,58278,22
3575,58279,23
3575,58280,24
3575,58281,25
3575,58282,26
3575,58283,27
3575,58284,28
3575,58285,29
3575,58286,30
3575,58287,31
3575,58288,32
3575,58289,33
3575,58290,34
3575,58291,35
3575,58292,36
3576,58255,0
3576,58256,1
3576,58257,2
3576,58258,3
3576,58259,4
3576,58260,5
3576,58261,6
3576,58263,7
3576,58264,8
3576,58265,9
3576,58266,10
3576,58267,11
3576,58268,12
3576,58269,13
3576,58270,14
3576,58271,15
3576,58272,16
3576,58273,17
3576,58274,18
3576,58275,19
3576,58276,20
3576,58277,21
3576,58278,22
3576,58279,23
3576,58280,24
3576,58281,25
3576,58282,26
3576,58283,27
3576,58284,28
3576,58285,29
3576,58286,30
3576,58287,31
3576,58288,32
3576,58289,33
3576,58290,34
3576,58291,35
3576,58292,36
3693,58619,0
3693,58620,1
3693,58621,2
3697,59264,0
3697,59265,1
3697,59266,2
3698,59264,0
3698,59265,1
3698,59266,2
3699,59264,0
3699,59265,1
3699,59266,2
3711,59297,0
3711,59298,1
3711,59299,2
3712,59264,0
3712,59265,1
3712,59266,2
3713,59264,0
3713,59265,1
3713,59266,2
3714,59264,0
3714,59265,1
3714,59266,2
3733,59671,0
3733,59672,1
3733,59673,2
3733,59674,3
3767,59810,0
3767,59811,1
3767,59812,2
3767,59813,3
3767,59814,4
3768,59816,0
3768,59817,1
3768,59818,2
3768,59819,3
3768,59820,4
3795,58619,0
3795,58620,1
3795,58621,2
3796,59264,0
3796,59265,1
3796,59266,2
3797,59264,0
3797,59265,1
3797,59266,2
3798,59264,0
3798,59265,1
3798,59266,2
3807,58619,0
3807,58620,1
3807,58621,2
3808,59264,0
3808,59265,1
3808,59266,2
3809,59264,0
3809,59265,1
3809,59266,2
3810,59264,0
3810,59265,1
3810,59266,2
3819,58619,0
3819,58620,1
3819,58621,2
3820,59264,0
3820,59265,1
3820,59266,2
3821,59264,0
3821,59265,1
3821,59266,2
3822,59264,0
3822,59265,1
3822,59266,2
3831,58619,0
3831,58620,1
3831,58621,2
3832,59264,0
3832,59265,1
3832,59266,2
3833,59264,0
3833,59265,1
3833,59266,2
3834,59264,0
3834,59265,1
3834,59266,2
3843,58619,0
3843,58620,1
3843,58621,2
3844,59264,0
3844,59265,1
3844,59266,2
3845,59264,0
3845,59265,1
3845,59266,2
3846,59264,0
3846,59265,1
3846,59266,2
3955,61397,0
3955,61399,1
3956,61404,0
3956,61405,1
3963,61782,0
3963,61783,1
3963,61784,2
3963,61785,3
3963,61786,4
3963,61787,5
3963,61788,6
3963,61789,7
3963,61790,8
3963,61791,9
3963,61792,10
3963,61793,11
3963,61794,12
3963,61795,13
3963,61796,14
3963,61797,15
3963,61798,16
3963,61799,17
3963,61800,18
3963,61801,19
3963,61802,20
4033,61929,1
4033,61930,2
4033,62080,4
4116,59810,0
4116,59811,1
4116,59812,2
4116,59813,3
4116,59814,4
4117,59816,0
4117,59817,1
4117,59818,2
4117,59819,3
4117,59820,4
4784,8767,0
4784,8768,1
4813,8767,0
4813,8768,1
4842,8767,0
4842,8768,1
4871,67492,0
4871,67493,1
4910,42362,0
5320,73364,0
5320,73365,1
5387,73715,0
5387,73716,1
5387,73717,2
5387,73718,3
5387,73719,4
5387,73720,5
5387,73721,6
5387,73722,7
5388,9473,0
5388,9474,1
5388,9475,2
5388,9476,3
5390,9502,8
5390,9503,9
5390,9504,10
5391,9502,8
5391,9503,9
5391,9504,10
5410,74059,0
5410,74060,1
5410,74061,2
5412,57313,0
5412,57314,1
5412,57322,2
5459,58619,0
5459,58620,1
5459,58621,2
5460,59264,0
5460,59265,1
5460,59266,2
5461,59264,0
5461,59265,1
5461,59266,2
5462,59264,0
5462,59265,1
5462,59266,2
5486,110322,0
5486,110323,1
5486,110324,2
5486,110327,3
5486,110328,4
5486,110329,5
5486,110330,6
5486,110331,7
5486,110332,8
5486,110333,9
5486,110334,10
5487,110322,0
5487,110323,1
5487,110324,2
5487,110327,3
5487,110328,4
5487,110329,5
5487,110330,6
5487,110331,7
5487,110332,8
5487,110333,9
5487,110334,10
5498,110322,0
5498,110323,1
5498,110324,2
5498,110327,3
5498,110328,4
5498,110329,5
5498,110330,6
5498,110331,7
5498,110332,8
5498,110333,9
5498,110334,10
5499,110322,0
5499,110323,1
5499,110324,2
5499,110327,3
5499,110328,4
5499,110329,5
5499,110330,6
5499,110331,7
5499,110332,8
5499,110333,9
5499,110334,10
5500,110322,0
5500,110323,1
5500,110324,2
5500,110327,3
5500,110328,4
5500,110329,5
5500,110330,6
5500,110331,7
5500,110332,8
5500,110333,9
5500,110334,10
5501,110335,0
5501,110336,1
5501,110337,2
5501,110338,3
5501,110339,4
5501,110340,5
5501,110341,6
5501,110343,7
5501,110344,8
5501,110346,9
5501,110347,10
5502,110335,0
5502,110336,1
5502,110337,2
5502,110338,3
5502,110339,4
5502,110340,5
5502,110341,6
5502,110343,7
5502,110344,8
5502,110346,9
5502,110347,10
5503,110335,0
5503,110336,1
5503,110337,2
5503,110338,3
5503,110339,4
5503,110340,5
5503,110341,6
5503,110343,7
5503,110344,8
5503,110346,9
5503,110347,10
5504,110348,0
5504,110349,1
5504,110350,2
5504,110351,3
5504,110353,4
5504,110354,5
5504,110355,6
5504,110356,7
5504,110357,8
5504,110358,9
5504,110359,10
5504,110360,11
5504,110361,12
5504,110362,13
5505,110348,0
5505,110349,1
5505,110350,2
5505,110351,3
5505,110353,4
5505,110354,5
5505,110355,6
5505,110356,7
5505,110357,8
5505,110358,9
5505,110359,10
5505,110360,11
5505,110361,12
5505,110362,13
5506,110348,0
5506,110349,1
5506,110350,2
5506,110351,3
5506,110353,4
5506,110354,5
5506,110355,6
5506,110356,7
5506,110357,8
5506,110358,9
5506,110359,10
5506,110360,11
5506,110361,12
5506,110362,13
5507,110224,0
5507,110225,1
5507,110226,2
5507,110229,3
5507,110230,4
5507,110231,5
5507,110232,6
5507,110233,7
5507,110234,8
5507,110235,9
5507,110236,10
5508,110224,0
5508,110225,1
5508,110226,2
5508,110229,3
5508,110230,4
5508,110231,5
5508,110232,6
5508,110233,7
5508,110234,8
5508,110235,9
5508,110236,10
5519,110224,0
5519,110225,1
5519,110226,2
5519,110229,3
5519,110230,4
5519,110231,5
5519,110232,6
5519,110233,7
5519,110234,8
5519,110235,9
5519,110236,10
5520,110224,0
5520,110225,1
5520,110226,2
5520,110229,3
5520,110230,4
5520,110231,5
5520,110232,6
5520,110233,7
5520,110234,8
5520,110235,9
5520,110236,10
5521,110224,0
5521,110225,1
5521,110226,2
5521,110229,3
5521,110230,4
5521,110231,5
5521,110232,6
5521,110233,7
5521,110234,8
5521,110235,9
5521,110236,10
5522,110237,0
5522,110238,1
5522,110239,2
5522,110240,3
5522,110241,4
5522,110242,5
5522,110243,6
5522,110245,7
5522,110246,8
5522,110247,9
5522,110248,10
5523,110237,0
5523,110238,1
5523,110239,2
5523,110240,3
5523,110241,4
5523,110242,5
5523,110243,6
5523,110245,7
5523,110246,8
5523,110247,9
5523,110248,10
5524,110237,0
5524,110238,1
5524,110239,2
5524,110240,3
5524,110241,4
5524,110242,5
5524,110243,6
5524,110245,7
5524,110246,8
5524,110247,9
5524,110248,10
5525,110249,0
5525,110250,1
5525,110251,2
5525,110252,3
5525,110254,4
5525,110255,5
5525,110256,6
5525,110257,7
5525,110258,8
5525,110259,9
5525,110260,10
5525,110261,11
5525,110262,12
5525,110263,13
5526,110249,0
5526,110250,1
5526,110251,2
5526,110252,3
5526,110254,4
5526,110255,5
5526,110256,6
5526,110257,7
5526,110258,8
5526,110259,9
5526,110260,10
5526,110261,11
5526,110262,12
5526,110263,13
5527,110249,0
5527,110250,1
5527,110251,2
5527,110252,3
5527,110254,4
5527,110255,5
5527,110256,6
5527,110257,7
5527,110258,8
5527,110259,9
5527,110260,10
5527,110261,11
5527,110262,12
5527,110263,13
5532,75690,0
5532,75691,1
5532,75692,2
5533,75690,0
5533,75691,1
5533,75704,2
5533,75705,3
5533,75706,4
5533,75707,5
5533,75708,6
5534,75691,0
5534,75702,1
5534,75704,2
5534,75705,3
5534,75706,4
5534,75707,5
5534,75708,6
5536,75690,0
5536,75691,1
5536,75692,2
5536,75704,3
5536,75706,4
5536,75707,5
5536,75708,6
5553,58619,0
5553,58620,1
5553,58621,2
5554,59264,0
5554,59265,1
5554,59266,2
5555,59264,0
5555,59265,1
5555,59266,2
5556,59264,0
5556,59265,1
5556,59266,2
5590,76359,0
5590,76360,1
5590,76361,2
5590,76362,3
5590,76363,4
5590,76364,5
5590,76365,6
5590,76366,7
5590,76367,8
5590,76368,9
5591,76372,4
5591,76373,5
5591,76374,6
5591,76375,7
5591,76376,8
5591,76377,9
5591,76378,10
5592,76372,4
5592,76373,5
5592,76374,6
5592,76375,7
5592,76376,8
5592,76377,9
5592,76378,10
5782,5793,0
5782,5795,1
5791,77215,0
5791,77216,1
5974,79037,4
5974,79038,5
5974,79056,6
5977,79267,0
5977,79263,1
5977,79264,2
5977,79268,3
5977,79265,4
5977,79269,5
5977,79270,6
5977,79271,7
5977,79272,8
5977,79273,9
6187,82397,0
6187,82398,1
6187,82399,2
6187,82400,3
6187,82401,4
6202,83127,0
6202,83128,1
6202,83129,2
6202,83130,3
6202,83131,4
6202,83132,5
6202,83133,6
6203,83127,0
6203,83128,1
6203,83129,2
6203,83130,3
6203,83131,4
6203,83132,5
6203,83133,6
6289,83790,0
6289,83791,1
6289,83792,2
6289,83793,3
6289,83794,4
6289,83795,5
6289,83796,6
6289,83797,7
6289,83798,8
6289,83799,9
6289,83800,10
6289,83801,11
6289,83802,12
6289,83803,13
6602,6110,2
6602,6111,3
6602,6112,4
6603,6185,0
6603,6186,1
6604,6275,2
6604,6281,3
6728,11808,0
6728,11809,1
6728,11810,2
6728,11811,3
6728,11813,7
6728,27335,8
6825,89811,0
6825,89812,1
6825,89813,2
6961,3772,0
6961,3773,1
6961,3774,2
6961,3775,3
6961,3776,4
6961,3777,5
6961,3778,6
6961,3779,7
6963,3680,0
6963,3681,1
6963,3682,2
6963,3683,3
6963,3684,4
6963,3685,5
6963,3686,6
6963,3687,7
6963,3688,8
6963,3689,9
6963,3690,10
6968,3824,0
6968,3825,1
6968,3826,2
6968,3827,3
6968,3828,4
6968,3829,5
6968,3830,6
6968,3831,7
6968,3832,8
6969,3834,0
6969,3835,1
6969,3836,2
6969,3837,3
6969,3838,4
6969,3839,5
6969,3840,6
6969,3841,7
6969,3842,8
6969,3843,9
6969,3844,10
6970,3845,0
6970,3846,1
6970,3847,2
6970,3848,3
6970,3849,4
6970,3850,5
6970,3851,6
6970,3852,7
6970,3853,8
6970,3854,9
6970,3855,10
6970,3856,11
6970,3857,12
6970,3858,13
6970,3859,14
6970,3860,15
6970,3861,16
6970,3862,17
6970,3863,18
6970,3864,19
6971,3865,0
6971,3866,1
6971,3867,2
6971,3868,3
6971,3869,4
6971,3870,5
6971,3871,6
6971,3872,7
6971,3873,8
6971,3874,9
6971,3875,10
6986,91437,0
6986,91438,1
6986,91439,2
7254,91437,0
7254,91438,1
7254,91439,2
7661,97158,0
7661,97159,1
7661,97160,2
7661,97161,3
7661,97162,4
7661,97163,5
7661,97164,6
7661,97165,7
7661,97166,8
7662,29758,0
7662,29760,1
7662,29761,2
7662,29762,3
7662,29763,4
7675,97370,0
7675,97416,1
7675,97417,2
7675,97418,3
7675,97419,4
7675,97420,5
7675,97421,6
7675,97422,7
7675,97423,8
7675,97424,9
7675,97425,10
7675,97426,11
7675,97427,12
7675,97428,13
7675,97429,14
7675,97430,15
7675,97431,16
7675,97432,17
7678,97370,0
7678,97416,1
7678,97417,2
7678,97418,3
7678,97419,4
7678,97420,5
7678,97421,6
7678,97422,7
7678,97423,8
7678,97424,9
7678,97425,10
7678,97426,11
7678,97427,12
7678,97428,13
7678,97429,14
7678,97430,15
7678,97431,16
7678,97432,17
8022,8771,0
8022,8772,1
8022,8773,2
8022,8774,3
8022,8775,4
8022,8776,5
8022,97951,6
8022,97953,7
8022,97955,8
8023,8771,0
8023,8772,1
8023,8773,2
8023,8774,3
8023,8775,4
8023,8776,5
8023,97951,6
8023,97953,7
8023,97955,8
8025,8829,0
8025,8830,1
8025,8831,2
8025,20460,3
8025,101415,4
8026,8832,0
8026,8833,1
8026,8834,2
8026,20461,3
8026,101416,4
8027,8777,0
8027,8778,1
8027,8779,2
8027,8781,3
8027,8780,4
8027,8782,5
8027,8783,6
8027,8784,7
8027,8785,8
8027,101419,9
8027,101420,10
8027,101421,11
8027,101422,12
8028,8777,0
8028,8778,1
8028,8779,2
8028,8781,3
8028,8780,4
8028,8782,5
8028,8783,6
8028,8784,7
8028,8785,8
8028,101419,9
8028,101420,10
8028,101421,11
8028,101422,12
8272,11853,1
8272,11854,2
8272,85205,3
8273,85202,0
8273,85203,1
8273,85204,2
8273,88612,3
8273,92447,4
8382,110237,0
8382,110238,1
8382,110239,2
8382,110240,3
8382,110241,4
8382,110242,5
8382,110243,6
8382,110245,7
8382,110246,8
8382,110247,9
8382,110248,10
8383,110249,0
8383,110250,1
8383,110251,2
8383,110252,3
8383,110254,4
8383,110255,5
8383,110256,6
8383,110257,7
8383,110258,8
8383,110259,9
8383,110260,10
8383,110261,11
8383,110262,12
8383,110263,13
8384,110237,0
8384,110238,1
8384,110239,2
8384,110240,3
8384,110241,4
8384,110242,5
8384,110243,6
8384,110245,7
8384,110246,8
8384,110247,9
8384,110248,10
8385,110249,0
8385,110250,1
8385,110251,2
8385,110252,3
8385,110254,4
8385,110255,5
8385,110256,6
8385,110257,7
8385,110258,8
8385,110259,9
8385,110260,10
8385,110261,11
8385,110262,12
8385,110263,13
8386,110224,0
8386,110225,1
8386,110226,2
8386,110229,3
8386,110230,4
8386,110231,5
8386,110232,6
8386,110233,7
8386,110234,8
8386,110235,9
8386,110236,10
8387,110237,0
8387,110238,1
8387,110239,2
8387,110240,3
8387,110241,4
8387,110242,5
8387,110243,6
8387,110245,7
8387,110247,8
8387,110248,9
8388,110249,0
8388,110250,1
8388,110251,2
8388,110252,3
8388,110254,4
8388,110255,5
8388,110256,6
8388,110257,7
8388,110258,8
8388,110259,9
8388,110260,10
8388,110261,11
8388,110262,12
8388,110263,13
8390,110335,0
8390,110336,1
8390,110337,2
8390,110338,3
8390,110339,4
8390,110340,5
8390,110341,6
8390,110343,7
8390,110344,8
8390,110346,9
8390,110347,10
8391,110348,0
8391,110349,1
8391,110350,2
8391,110351,3
8391,110353,4
8391,110354,5
8391,110355,6
8391,110356,7
8391,110357,8
8391,110358,9
8391,110359,10
8391,110360,11
8391,110361,12
8391,110362,13
8392,110335,0
8392,110336,1
8392,110337,2
8392,110338,3
8392,110339,4
8392,110340,5
8392,110341,6
8392,110343,7
8392,110344,8
8392,110346,9
8392,110347,10
8393,110348,0
8393,110349,1
8393,110350,2
8393,110351,3
8393,110353,4
8393,110354,5
8393,110355,6
8393,110356,7
8393,110357,8
8393,110358,9
8393,110359,10
8393,110360,11
8393,110361,12
8393,110362,13
8394,110322,0
8394,110323,1
8394,110324,2
8394,110327,3
8394,110328,4
8394,110329,5
8394,110330,6
8394,110331,7
8394,110332,8
8394,110333,9
8394,110334,10
8395,110335,0
8395,110336,1
8395,110337,2
8395,110338,3
8395,110339,4
8395,110340,5
8395,110341,6
8395,110343,7
8395,110344,8
8395,110346,9
8395,110347,10
8396,110348,0
8396,110349,1
8396,110350,2
8396,110351,3
8396,110353,4
8396,110354,5
8396,110355,6
8396,110356,7
8396,110357,8
8396,110358,9
8396,110359,10
8396,110360,11
8396,110361,12
8396,110362,13
8397,110645,0
8397,110646,1
8397,110647,2
8397,110650,3
8397,110651,4
8397,110652,5
8397,110653,6
8397,110654,7
8397,110655,8
8397,110656,9
8397,110657,10
8398,110645,0
8398,110646,1
8398,110647,2
8398,110650,3
8398,110651,4
8398,110652,5
8398,110653,6
8398,110654,7
8398,110655,8
8398,110656,9
8398,110657,10
8409,110645,0
8409,110646,1
8409,110647,2
8409,110650,3
8409,110651,4
8409,110652,5
8409,110653,6
8409,110654,7
8409,110655,8
8409,110656,9
8409,110657,10
8410,110645,0
8410,110646,1
8410,110647,2
8410,110650,3
8410,110651,4
8410,110652,5
8410,110653,6
8410,110654,7
8410,110655,8
8410,110656,9
8410,110657,10
8411,110645,0
8411,110646,1
8411,110647,2
8411,110650,3
8411,110651,4
8411,110652,5
8411,110653,6
8411,110654,7
8411,110655,8
8411,110656,9
8411,110657,10
8412,110658,0
8412,110659,1
8412,110660,2
8412,110661,3
8412,110662,4
8412,110663,5
8412,110664,6
8412,110666,7
8412,110667,8
8412,110669,9
8412,110670,10
8413,110658,0
8413,110659,1
8413,110660,2
8413,110661,3
8413,110662,4
8413,110663,5
8413,110664,6
8413,110666,7
8413,110667,8
8413,110669,9
8413,110670,10
8414,110658,0
8414,110659,1
8414,110660,2
8414,110661,3
8414,110662,4
8414,110663,5
8414,110664,6
8414,110666,7
8414,110667,8
8414,110669,9
8414,110670,10
8415,110671,0
8415,110672,1
8415,110673,2
8415,110674,3
8415,110676,4
8415,110677,5
8415,110678,6
8415,110679,7
8415,110680,8
8415,110681,9
8415,110682,10
8415,110683,11
8415,110684,12
8415,110685,13
8416,110671,0
8416,110672,1
8416,110673,2
8416,110674,3
8416,110676,4
8416,110677,5
8416,110678,6
8416,110679,7
8416,110680,8
8416,110681,9
8416,110682,10
8416,110683,11
8416,110684,12
8416,110685,13
8417,110671,0
8417,110672,1
8417,110673,2
8417,110674,3
8417,110676,4
8417,110677,5
8417,110678,6
8417,110679,7
8417,110680,8
8417,110681,9
8417,110682,10
8417,110683,11
8417,110684,12
8417,110685,13
8418,110547,0
8418,110548,1
8418,110549,2
8418,110552,3
8418,110553,4
8418,110554,5
8418,110555,6
8418,110556,7
8418,110557,8
8418,110558,9
8418,110559,10
8419,110547,0
8419,110548,1
8419,110549,2
8419,110552,3
8419,110553,4
8419,110554,5
8419,110555,6
8419,110556,7
8419,110557,8
8419,110558,9
8419,110559,10
8430,110547,0
8430,110548,1
8430,110549,2
8430,110552,3
8430,110553,4
8430,110554,5
8430,110555,6
8430,110556,7
8430,110557,8
8430,110558,9
8430,110559,10
8431,110547,0
8431,110548,1
8431,110549,2
8431,110552,3
8431,110553,4
8431,110554,5
8431,110555,6
8431,110556,7
8431,110557,8
8431,110558,9
8431,110559,10
8432,110547,0
8432,110548,1
8432,110549,2
8432,110552,3
8432,110553,4
8432,110554,5
8432,110555,6
8432,110556,7
8432,110557,8
8432,110558,9
8432,110559,10
8433,110560,0
8433,110561,1
8433,110562,2
8433,110563,3
8433,110564,4
8433,110565,5
8433,110566,6
8433,110568,7
8433,110569,8
8433,110570,9
8433,110571,10
8434,110560,0
8434,110561,1
8434,110562,2
8434,110563,3
8434,110564,4
8434,110565,5
8434,110566,6
8434,110568,7
8434,110569,8
8434,110570,9
8434,110571,10
8435,110560,0
8435,110561,1
8435,110562,2
8435,110563,3
8435,110564,4
8435,110565,5
8435,110566,6
8435,110568,7
8435,110569,8
8435,110570,9
8435,110571,10
8436,110572,0
8436,110573,1
8436,110574,2
8436,110575,3
8436,110577,4
8436,110578,5
8436,110579,6
8436,110580,7
8436,110581,8
8436,110582,9
8436,110583,10
8436,110584,11
8436,110585,12
8436,110586,13
8437,110572,0
8437,110573,1
8437,110574,2
8437,110575,3
8437,110577,4
8437,110578,5
8437,110579,6
8437,110580,7
8437,110581,8
8437,110582,9
8437,110583,10
8437,110584,11
8437,110585,12
8437,110586,13
8438,110572,0
8438,110573,1
8438,110574,2
8438,110575,3
8438,110577,4
8438,110578,5
8438,110579,6
8438,110580,7
8438,110581,8
8438,110582,9
8438,110583,10
8438,110584,11
8438,110585,12
8438,110586,13
8440,110560,0
8440,110561,1
8440,110562,2
8440,110563,3
8440,110564,4
8440,110565,5
8440,110566,6
8440,110568,7
8440,110569,8
8440,110570,9
8440,110571,10
8441,110572,0
8441,110573,1
8441,110574,2
8441,110575,3
8441,110577,4
8441,110578,5
8441,110579,6
8441,110580,7
8441,110581,8
8441,110582,9
8441,110583,10
8441,110584,11
8441,110585,12
8441,110586,13
8442,110560,0
8442,110561,1
8442,110562,2
8442,110563,3
8442,110564,4
8442,110565,5
8442,110566,6
8442,110568,7
8442,110569,8
8442,110570,9
8442,110571,10
8443,110572,0
8443,110573,1
8443,110574,2
8443,110575,3
8443,110577,4
8443,110578,5
8443,110579,6
8443,110580,7
8443,110581,8
8443,110582,9
8443,110583,10
8443,110584,11
8443,110585,12
8443,110586,13
8444,110547,0
8444,110548,1
8444,110549,2
8444,110552,3
8444,110553,4
8444,110554,5
8444,110555,6
8444,110556,7
8444,110557,8
8444,110558,9
8444,110559,10
8445,110560,0
8445,110561,1
8445,110562,2
8445,110563,3
8445,110564,4
8445,110565,5
8445,110566,6
8445,110568,7
8445,110569,8
8445,110570,9
8445,110571,10
8446,110572,0
8446,110573,1
8446,110574,2
8446,110575,3
8446,110577,4
8446,110578,5
8446,110579,6
8446,110580,7
8446,110581,8
8446,110582,9
8446,110583,10
8446,110584,11
8446,110585,12
8446,110586,13
8448,110658,0
8448,110659,1
8448,110660,2
8448,110661,3
8448,110662,4
8448,110663,5
8448,110664,6
8448,110666,7
8448,110667,8
8448,110669,9
8448,110670,10
8449,110671,0
8449,110672,1
8449,110673,2
8449,110674,3
8449,110676,4
8449,110677,5
8449,110678,6
8449,110679,7
8449,110680,8
8449,110681,9
8449,110682,10
8449,110683,11
8449,110684,12
8449,110685,13
8450,110658,0
8450,110659,1
8450,110660,2
8450,110661,3
8450,110662,4
8450,110663,5
8450,110664,6
8450,110666,7
8450,110667,8
8450,110669,9
8450,110670,10
8451,110671,0
8451,110672,1
8451,110673,2
8451,110674,3
8451,110676,4
8451,110677,5
8451,110678,6
8451,110679,7
8451,110680,8
8451,110681,9
8451,110682,10
8451,110683,11
8451,110684,12
8451,110685,13
8452,110645,0
8452,110646,1
8452,110647,2
8452,110650,3
8452,110651,4
8452,110652,5
8452,110653,6
8452,110654,7
8452,110655,8
8452,110656,9
8452,110657,10
8453,110658,0
8453,110659,1
8453,110660,2
8453,110661,3
8453,110662,4
8453,110663,5
8453,110664,6
8453,110666,7
8453,110667,8
8453,110669,9
8453,110670,10
8454,110671,0
8454,110672,1
8454,110673,2
8454,110674,3
8454,110676,4
8454,110677,5
8454,110678,6
8454,110679,7
8454,110680,8
8454,110681,9
8454,110682,10
8454,110683,11
8454,110684,12
8454,110685,13
8455,110237,0
8455,110238,1
8455,110239,2
8455,110240,3
8455,110241,4
8455,110242,5
8455,110243,6
8455,110245,7
8455,110246,8
8455,110247,9
8455,110248,10
8456,110237,0
8456,110238,1
8456,110239,2
8456,110240,3
8456,110241,4
8456,110242,5
8456,110243,6
8456,110245,7
8456,110246,8
8456,110247,9
8456,110248,10
8457,110237,0
8457,110238,1
8457,110239,2
8457,110240,3
8457,110241,4
8457,110242,5
8457,110243,6
8457,110245,7
8457,110246,8
8457,110247,9
8457,110248,10
8458,110224,0
8458,110225,1
8458,110226,2
8458,110229,3
8458,110230,4
8458,110231,5
8458,110232,6
8458,110233,7
8458,110234,8
8458,110235,9
8458,110236,10
8458,110237,11
8458,110238,12
8458,110239,13
8458,110240,14
8458,110241,15
8458,110242,16
8458,110243,17
8458,110245,18
8458,110246,19
8458,110247,20
8458,110248,21
8459,110224,0
8459,110225,1
8459,110226,2
8459,110229,3
8459,110230,4
8459,110231,5
8459,110232,6
8459,110233,7
8459,110234,8
8459,110235,9
8459,110236,10
8459,110237,11
8459,110238,12
8459,110239,13
8459,110240,14
8459,110241,15
8459,110242,16
8459,110243,17
8459,110245,18
8459,110246,19
8459,110247,20
8459,110248,21
8460,110224,0
8460,110225,1
8460,110226,2
8460,110229,3
8460,110230,4
8460,110231,5
8460,110232,6
8460,110233,7
8460,110234,8
8460,110235,9
8460,110236,10
8460,110237,11
8460,110238,12
8460,110239,13
8460,110240,14
8460,110241,15
8460,110242,16
8460,110243,17
8460,110244,18
8460,110245,19
8460,110246,20
8460,110247,21
8460,110248,22
8461,110249,0
8461,110250,1
8461,110251,2
8461,110252,3
8461,110254,4
8461,110255,5
8461,110256,6
8461,110257,7
8461,110258,8
8461,110259,9
8461,110260,10
8461,110261,11
8461,110262,12
8461,110263,13
8462,110224,0
8462,110225,1
8462,110226,2
8462,110229,3
8462,110230,4
8462,110231,5
8462,110232,6
8462,110233,7
8462,110234,8
8462,110235,9
8462,110236,10
8462,110237,11
8462,110238,12
8462,110239,13
8462,110240,14
8462,110241,15
8462,110242,16
8462,110243,17
8462,110245,18
8462,110246,19
8462,110247,20
8462,110248,21
8462,110249,22
8462,110250,23
8462,110251,24
8462,110252,25
8462,110254,26
8462,110255,27
8462,110256,28
8462,110257,29
8462,110258,30
8462,110259,31
8462,110260,32
8462,110261,33
8462,110262,34
8462,110263,35
8463,110249,0
8463,110250,1
8463,110251,2
8463,110252,3
8463,110254,4
8463,110255,5
8463,110256,6
8463,110257,7
8463,110258,8
8463,110259,9
8463,110260,10
8463,110261,11
8463,110262,12
8463,110263,13
8464,110224,0
8464,110225,1
8464,110226,2
8464,110229,3
8464,110230,4
8464,110231,5
8464,110232,6
8464,110233,7
8464,110234,8
8464,110235,9
8464,110236,10
8464,110237,11
8464,110238,12
8464,110239,13
8464,110240,14
8464,110241,15
8464,110242,16
8464,110243,17
8464,110245,18
8464,110246,19
8464,110247,20
8464,110248,21
8464,110249,22
8464,110250,23
8464,110251,24
8464,110252,25
8464,110254,26
8464,110255,27
8464,110256,28
8464,110257,29
8464,110258,30
8464,110259,31
8464,110260,32
8464,110261,33
8464,110262,34
8464,110263,35
8465,110249,0
8465,110250,1
8465,110251,2
8465,110252,3
8465,110254,4
8465,110255,5
8465,110256,6
8465,110257,7
8465,110258,8
8465,110259,9
8465,110260,10
8465,110261,11
8465,110262,12
8465,110263,13
8466,110224,0
8466,110225,1
8466,110226,2
8466,110229,3
8466,110230,4
8466,110231,5
8466,110232,6
8466,110233,7
8466,110234,8
8466,110235,9
8466,110236,10
8466,110237,11
8466,110238,12
8466,110239,13
8466,110240,14
8466,110241,15
8466,110242,16
8466,110243,17
8466,110245,18
8466,110246,19
8466,110247,20
8466,110248,21
8466,110249,22
8466,110250,23
8466,110251,24
8466,110252,25
8466,110254,26
8466,110255,27
8466,110256,28
8466,110257,29
8466,110258,30
8466,110259,31
8466,110260,32
8466,110261,33
8466,110262,34
8466,110263,35
8467,110335,0
8467,110336,1
8467,110337,2
8467,110338,3
8467,110339,4
8467,110340,5
8467,110341,6
8467,110343,7
8467,110344,8
8467,110346,9
8467,110347,10
8468,110335,0
8468,110336,1
8468,110337,2
8468,110338,3
8468,110339,4
8468,110340,5
8468,110341,6
8468,110343,7
8468,110344,8
8468,110346,9
8468,110347,10
8469,110335,0
8469,110336,1
8469,110337,2
8469,110338,3
8469,110339,4
8469,110340,5
8469,110341,6
8469,110343,7
8469,110344,8
8469,110346,9
8469,110347,10
8470,110322,0
8470,110323,1
8470,110324,2
8470,110327,3
8470,110328,4
8470,110329,5
8470,110330,6
8470,110331,7
8470,110332,8
8470,110333,9
8470,110334,10
8470,110335,11
8470,110336,12
8470,110337,13
8470,110338,14
8470,110339,15
8470,110340,16
8470,110341,17
8470,110343,18
8470,110344,19
8470,110346,20
8470,110347,21
8471,110322,0
8471,110323,1
8471,110324,2
8471,110327,3
8471,110328,4
8471,110329,5
8471,110330,6
8471,110331,7
8471,110332,8
8471,110333,9
8471,110334,10
8471,110335,11
