combo_group_id,dish_id,display_order
1810,25563,8
1810,25564,9
1810,25565,10
1810,25566,11
1810,25567,12
1810,25568,13
1810,25569,14
1826,25558,3
1826,25559,4
1826,25560,5
1826,25561,6
1826,25562,7
1826,25563,8
1826,25564,9
1826,25565,10
1826,25566,11
1826,25567,12
1826,25568,13
1826,25569,14
1867,26526,0
1868,26527,0
1869,26528,0
1870,26529,0
1891,26692,0
1892,26693,0
1893,26694,0
1894,26695,0
1917,27348,0
1917,27349,1
1917,27350,2
1917,27351,3
1917,11808,4
1917,11809,5
1917,11810,6
1917,11811,7
1917,11813,11
1917,27335,12
1918,27350,0
1918,27351,1
1919,11794,0
1919,11795,1
1919,11796,2
1919,11805,3
1919,27327,4
1919,27329,5
1919,27330,6
1946,27837,0
1946,27838,1
1946,27834,2
1946,27835,3
1946,27836,4
2010,29299,0
2010,29300,1
2010,29301,2
2010,29302,3
2010,29303,4
2010,29304,5
2010,29305,6
2010,29307,7
2010,29308,8
2010,29309,9
2010,29310,10
2010,29311,11
2010,29312,12
2010,29313,13
2010,29314,14
2010,29315,15
2010,29316,16
2081,29758,0
2081,29760,1
2081,29761,2
2081,29762,3
2081,29763,4
2089,29822,0
2089,29823,1
2089,29824,2
2091,29758,0
2091,29760,1
2091,29761,2
2091,29762,3
2091,29763,4
2120,30166,0
2120,30168,1
2120,30169,2
2120,30170,3
2120,30172,4
2120,30174,5
2120,30175,6
2151,30379,0
2151,30380,1
2164,30448,0
2164,30450,1
2165,30444,0
2165,30446,1
2178,30704,0
2178,30705,1
2178,30706,2
2206,19696,0
2206,19697,1
2206,19698,2
2206,19699,3
2206,19700,4
2206,19701,5
2206,19702,6
2219,30186,0
2219,30198,1
2219,30200,2
2219,30201,3
2219,30202,4
2228,96529,0
2228,31737,1
2228,31738,2
2228,31739,3
2228,31736,4
2228,31741,5
2228,31740,6
2228,31742,7
2269,32008,0
2269,32009,1
2270,32011,0
2270,32012,1
2294,32237,0
2294,32238,1
2305,32350,0
2305,32351,1
2314,32440,0
2314,32441,1
2322,33070,0
2322,33071,1
2322,33072,2
2322,33073,3
2326,33062,0
2326,33064,1
2326,33065,2
2327,33062,0
2327,33064,1
2327,33065,2
2330,33187,0
2330,33188,1
2331,33182,0
2331,33183,1
2331,33184,2
2331,33185,3
2331,33186,4
2332,33182,0
2332,33183,1
2332,33184,2
2332,33185,3
2332,33186,4
2333,33217,0
2333,33218,1
2333,33219,2
2340,33217,0
2340,33218,1
2340,33219,2
2341,33256,0
2341,33257,1
2341,33258,2
2341,33259,3
2341,33260,4
2341,33261,5
2347,33254,0
2347,33255,1
2348,33256,0
2348,33257,1
2348,33258,2
2348,33259,3
2348,33260,4
2348,33261,5
2349,6275,2
2349,6281,3
2350,33953,0
2350,33954,1
2350,33955,2
2350,33956,3
2350,33957,4
2350,33958,5
2350,33959,6
2350,33960,7
2350,33961,8
2350,33962,9
2350,33963,10
2350,33964,11
2351,33972,0
2351,33973,1
2351,33974,2
2351,33976,3
2351,33977,4
2351,33980,5
2351,33982,6
2351,33984,7
2351,33986,8
2351,33989,9
2351,33991,10
2351,33993,11
2351,33995,12
2351,33996,13
2352,34041,0
2352,34042,1
2356,25958,0
2356,25959,1
2356,25960,2
2356,25961,3
2356,25962,4
2357,25972,0
2357,25973,1
2357,25974,2
2357,25975,3
2357,25976,4
2358,25977,0
2358,25978,1
2358,25979,2
2358,25980,3
2358,25981,4
2359,25963,0
2359,25964,1
2359,25965,2
2359,25966,3
2359,25967,4
2368,34618,0
2368,34619,1
2368,34620,2
2368,34621,3
2368,34622,4
2368,34623,5
2368,34624,6
2368,34625,7
2368,34627,11
2368,34628,12
2368,34629,13
2368,34630,14
2368,34631,15
2368,34632,16
2368,34633,17
2443,35470,0
2444,35646,2
2445,35706,0
2445,35707,1
2446,35706,0
2446,35707,1
2447,35706,0
2447,35707,1
2448,36286,0
2448,36287,1
2448,36290,2
2448,36291,3
2448,36293,4
2448,36296,5
2448,36297,6
2448,36298,7
2448,36299,8
2448,36300,9
2448,36301,10
2448,36302,11
2448,36303,12
2448,36304,13
2448,36305,14
2448,36306,15
2449,36308,0
2449,36309,1
2449,36310,2
2449,36311,3
2449,36312,4
2449,36313,5
2450,36314,0
2450,36315,1
2450,36316,2
2450,36317,3
2450,36318,4
2450,36319,5
2450,36320,6
2450,36321,7
2450,36322,8
2451,36324,0
2451,36325,1
2451,36326,2
2451,36327,3
2451,36328,4
2455,36329,0
2455,36330,1
2455,36331,2
2455,36332,3
2455,36333,4
2455,36334,5
2455,36335,6
2455,36336,7
2455,36337,8
2455,36338,9
2455,36339,10
2455,36342,11
2455,36344,12
2455,36345,13
2455,36346,14
2455,36347,15
2455,36348,16
2455,36349,17
2455,36351,18
2455,36353,19
2455,36453,20
2455,36456,21
2455,36458,22
2455,36459,23
2455,36460,24
2455,37836,25
2455,37837,26
2455,37838,27
2455,37839,28
2478,34290,0
2478,34292,1
2478,34293,2
2485,36601,0
2485,36605,1
2485,36607,2
2485,36609,3
2485,36611,4
2485,36626,5
2485,36627,6
2485,36629,7
2485,36630,8
2485,36631,9
2486,36698,0
2486,36699,1
2486,36701,2
2487,37326,0
2487,37327,1
2487,37329,2
2487,37330,3
2487,37331,4
2487,37351,5
2487,37352,6
2487,37355,7
2487,37357,8
2487,37359,9
2512,36654,0
2514,36695,0
2515,37710,0
2515,37711,1
2515,37712,2
2516,37713,0
2516,37714,1
2517,37761,0
2517,37762,1
2518,37761,0
2518,37762,1
2519,37805,0
2519,37807,1
2519,37811,2
2529,37368,0
2529,37373,1
2530,37316,0
2530,37319,1
2531,37316,0
2531,37319,1
2538,38107,0
2538,38108,1
2539,38089,0
2539,38090,1
2540,38089,0
2540,38090,1
2541,38089,0
2541,38090,1
2552,38224,0
2552,38225,1
2552,38226,2
2552,38227,3
2552,38228,4
2552,38229,5
2553,38280,0
2553,38281,1
2554,38318,0
2554,38319,1
2555,38274,0
2555,38275,1
2556,38280,0
2556,38281,1
2557,38274,0
2557,38275,1
2559,38371,0
2559,38372,1
2560,38365,0
2560,38366,1
2560,38367,2
2560,38368,3
2560,38369,4
2561,38365,0
2561,38366,1
2561,38367,2
2561,38368,3
2561,38369,4
2562,37792,0
2563,37793,0
2667,40393,0
2667,40394,1
2667,40395,2
2667,40396,3
2667,40397,4
2668,40398,0
2668,40399,1
2668,40400,2
2668,40401,3
2690,40815,0
2690,40816,1
2690,40817,2
2690,40818,3
2690,40819,4
2690,40820,5
2690,40821,6
2690,40822,7
2690,40823,8
2696,41340,0
2696,41341,1
2696,41342,2
2696,41343,3
2696,41344,4
2696,41345,5
2696,41346,6
2696,41347,7
2696,41348,8
2697,42206,0
2697,42207,1
2697,42208,2
2697,42209,3
2697,42210,4
2697,42211,5
2697,42213,6
2697,42214,7
2697,42215,8
2697,42216,9
2697,42217,10
2697,42218,11
2697,42219,12
2697,42220,13
2697,42221,14
2697,42222,15
2697,42223,16
2697,42224,17
2697,42225,18
2697,42226,19
2697,42227,20
2697,42228,21
2697,42229,22
2697,42230,23
2697,42231,24
2697,42232,25
2697,42233,26
2697,42234,27
2697,42235,28
2697,42236,29
2697,42237,30
2697,42238,31
2697,42239,32
2697,42240,33
2697,42241,34
2697,42242,35
2697,42243,36
2697,42244,37
2697,42245,38
2697,42246,39
2697,42247,40
2697,42248,41
2697,42249,42
2697,42250,43
2697,42251,44
2697,42252,45
2697,42253,46
2697,42254,47
2697,42255,48
2697,42256,49
2697,42257,50
2697,42258,51
2697,42259,52
2697,42260,53
2697,42261,54
2697,42262,55
2698,42206,0
2698,42207,1
2698,42208,2
2698,42209,3
2698,42210,4
2698,42211,5
2698,42213,6
2698,42214,7
2698,42215,8
2698,42216,9
2698,42217,10
2698,42218,11
2698,42219,12
2698,42220,13
2698,42221,14
2698,42222,15
2698,42223,16
2698,42224,17
2698,42225,18
2698,42226,19
2698,42227,20
2698,42228,21
2698,42229,22
2698,42230,23
2698,42231,24
2698,42232,25
2698,42233,26
2698,42234,27
2698,42235,28
2698,42236,29
2698,42237,30
2698,42238,31
2698,42239,32
2698,42240,33
2698,42241,34
2698,42242,35
2698,42243,36
2698,42244,37
2698,42245,38
2698,42246,39
2698,42247,40
2698,42248,41
2698,42249,42
2698,42250,43
2698,42251,44
2698,42252,45
2698,42253,46
2698,42254,47
2698,42255,48
2698,42256,49
2698,42257,50
2698,42258,51
2698,42259,52
2698,42260,53
2698,42261,54
2698,42262,55
2699,42206,0
2699,42207,1
2699,42208,2
2699,42209,3
2699,42210,4
2699,42211,5
2699,42213,6
2699,42214,7
2699,42215,8
2699,42216,9
2699,42217,10
2699,42218,11
2699,42219,12
2699,42220,13
2699,42221,14
2699,42222,15
2699,42223,16
2699,42224,17
2699,42225,18
2699,42226,19
2699,42227,20
2699,42228,21
2699,42229,22
2699,42230,23
2699,42231,24
2699,42232,25
2699,42233,26
2699,42234,27
2699,42235,28
2699,42236,29
2699,42237,30
2699,42238,31
2699,42239,32
2699,42240,33
2699,42241,34
2699,42242,35
2699,42243,36
2699,42244,37
2699,42245,38
2699,42246,39
2699,42247,40
2699,42248,41
2699,42249,42
2699,42250,43
2699,42251,44
2699,42252,45
2699,42253,46
2699,42254,47
2699,42255,48
2699,42256,49
2699,42257,50
2699,42258,51
2699,42259,52
2699,42260,53
2699,42261,54
2699,42262,55
2700,42206,0
2700,42207,1
2700,42208,2
2700,42209,3
2700,42210,4
2700,42211,5
2700,42213,6
2700,42214,7
2700,42215,8
2700,42216,9
2700,42217,10
2700,42218,11
2700,42219,12
2700,42220,13
2700,42221,14
2700,42222,15
2700,42223,16
2700,42224,17
2700,42225,18
2700,42226,19
2700,42227,20
2700,42228,21
2700,42229,22
2700,42230,23
2700,42231,24
2700,42232,25
2700,42233,26
2700,42234,27
2700,42235,28
2700,42236,29
2700,42237,30
2700,42238,31
2700,42239,32
2700,42240,33
2700,42241,34
2700,42242,35
2700,42243,36
2700,42244,37
2700,42245,38
2700,42246,39
2700,42247,40
2700,42248,41
2700,42249,42
2700,42250,43
2700,42251,44
2700,42252,45
2700,42253,46
2700,42254,47
2700,42255,48
2700,42256,49
2700,42257,50
2700,42258,51
2700,42259,52
2700,42260,53
2700,42261,54
2700,42262,55
2839,36698,0
2839,36699,1
2839,44819,2
2839,44820,3
2839,44821,4
2839,44822,5
2839,44823,6
2840,36699,0
2840,44817,1
2840,44819,2
2840,44820,3
2840,44821,4
2840,44822,5
2840,44823,6
2842,36698,0
2842,36699,1
2842,36701,2
2842,44819,3
2842,44821,4
2842,44822,5
2842,44823,6
2880,45666,0
2880,45667,1
2880,45668,2
2880,45669,3
2880,45670,4
2881,45671,0
2881,45672,1
2881,45673,2
2881,45674,3
2902,46420,0
2903,46447,0
2946,47256,9
2946,47262,10
2946,47257,11
2946,47268,14
2946,47270,15
2946,47273,16
2946,47274,17
2946,47276,18
2946,47278,19
2947,47256,3
2947,47262,4
2947,47268,6
2947,47270,7
2947,47278,8
2947,47281,9
2947,47282,10
2994,48449,0
2994,48450,1
3004,36626,0
3004,36627,1
3004,36629,2
3004,36630,3
3004,36631,4
3005,36626,0
3005,36627,1
3005,36629,2
3005,36630,3
3005,36631,4
3006,36626,0
3006,36627,1
3006,36629,2
3006,36630,3
3006,36631,4
3007,36626,0
3007,36627,1
3007,36629,2
3007,36630,3
3007,36631,4
3008,37351,0
3008,37352,1
3008,37355,2
3008,37357,3
3008,37359,4
3009,37351,0
3009,37352,1
3009,37355,2
3009,37357,3
3009,37359,4
3010,37351,0
3010,37352,1
3010,37355,2
3010,37357,3
3010,37359,4
3011,37351,0
3011,37352,1
3011,37355,2
3011,37357,3
3011,37359,4
3050,51096,0
3050,51097,1
3133,51888,0
3133,51889,1
3133,51890,2
3133,51891,3
3133,51892,4
3138,45666,0
3138,45667,1
3138,45668,2
3138,45669,3
3138,45670,4
3139,45671,0
3139,45672,1
3139,45673,2
3139,45674,3
3140,40393,0
3140,40394,1
3140,40395,2
3140,40396,3
3140,40397,4
3141,40398,0
3141,40399,1
3141,40400,2
3141,40401,3
3149,51902,0
3149,51903,1
3160,51907,0
3160,51908,1
3169,51910,0
3169,51911,1
3179,51915,0
3179,51916,1
3189,51920,0
3189,51921,1
3199,51925,0
3199,51926,1
3276,52540,0
3276,52541,1
3276,52542,2
3318,52998,0
3318,52999,1
3318,53000,2
3318,53001,3
3318,53002,4
3367,53916,0
3367,53917,1
3421,52998,0
3421,52999,1
3421,53000,2
3421,53001,3
3421,53002,4
3428,55563,0
3428,55564,1
3428,55565,2
3428,55566,3
3428,55567,4
3428,55568,5
3428,55569,6
3428,55570,7
3428,55571,8
3430,55563,0
3430,55564,1
3430,55565,2
3430,55566,3
3430,55567,4
3430,55568,5
3430,55569,6
3430,55570,7
3430,55571,8
3434,55563,0
3434,55564,1
3434,55565,2
3434,55566,3
3434,55567,4
3434,55568,5
3434,55569,6
3434,55570,7
3434,55571,8
3434,55585,9
3434,63349,10
3434,63350,11
3434,63351,12
3454,55861,0
3454,55863,1
3454,55865,2
3454,55866,3
3454,55868,4
3454,55870,5
3456,55898,0
3456,55902,1
3463,55898,0
3463,55902,1
3464,55898,0
3464,55902,1
3470,55618,2
3470,55619,3
3470,55620,4
3470,55621,5
3470,55622,6
3470,55623,7
3470,55624,8
3475,56073,0
3475,56074,1
3475,56075,2
3475,56076,3
3475,55482,4
3475,55483,5
3475,55484,6
3475,55485,7
3475,55486,8
3475,55487,9
3475,55488,10
3475,55489,11
3475,55490,12
3475,55491,13
3475,55492,14
3475,55493,15
3481,56595,0
3481,56596,1
3481,56597,2
3481,56598,3
3481,56599,4
3481,56600,5
3481,56601,6
3482,56595,0
3482,56596,1
3482,56597,2
3482,56598,3
3482,56599,4
3482,56600,5
3482,56601,6
3482,56602,7
3482,56603,8
3482,56604,9
3482,56605,10
3482,56606,11
3482,56607,12
3482,56608,13
3482,56609,14
3482,56610,15
3482,56611,16
3482,56612,17
3482,56613,18
3482,56614,19
3491,4626,0
3491,4627,1
3491,4628,2
3491,4629,3
3491,4630,4
3491,4631,5
3491,4632,6
3491,4633,7
3491,4634,8
3491,4635,9
3491,4636,10
3491,4637,11
3513,56923,0
3513,56924,1
3536,57327,0
3536,57331,1
3536,57333,2
3539,57313,0
3539,57314,1
3539,57322,2
3540,57327,0
3540,57329,1
3540,57331,2
3540,57333,3
3542,57335,0
3542,57337,1
3542,57339,2
3571,58255,0
3571,58256,1
3571,58257,2
3571,58258,3
3571,58259,4
3571,58260,5
3571,58261,6
3571,58263,7
3571,58264,8
3571,58265,9
3571,58266,10
3571,58267,11
3571,58268,12
3571,58269,13
3571,58270,14
3571,58271,15
3571,58272,16
3571,58273,17
3571,58274,18
3571,58275,19
3571,58276,20
3571,58277,21
3571,58278,22
3571,58279,23
3571,58280,24
3571,58281,25
3571,58282,26
3571,58283,27
3571,58284,28
3571,58285,29
3571,58286,30
3571,58287,31
3571,58288,32
3571,58289,33
3571,58290,34
3571,58291,35
3571,58292,36
3572,58255,0
3572,58256,1
3572,58257,2
3572,58258,3
3572,58259,4
3572,58260,5
3572,58261,6
3572,58263,7
3572,58264,8
3572,58265,9
3572,58266,10
3572,58267,11
3572,58268,12
3572,58269,13
3572,58270,14
3572,58271,15
3572,58272,16
3572,58273,17
3572,58274,18
3572,58275,19
3572,58276,20
3572,58277,21
3572,58278,22
3572,58279,23
3572,58280,24
3572,58281,25
3572,58282,26
3572,58283,27
3572,58284,28
3572,58285,29
3572,58286,30
3572,58287,31
3572,58288,32
3572,58289,33
3572,58290,34
3572,58291,35
3572,58292,36
3574,58299,0
3574,58300,1
3575,58255,0
3575,58256,1
3575,58257,2
