id,restaurant_id,language_id,group_name,group_type,items,enabled,added_by,added_at,disabled_by,disabled_at
394,1632,1,Poutine & Salads Custom Ing,custom_ingredient,,y,40,2022-09-21 10:53:50,,
395,1634,1,"side dish for chicken,beef,pork",side_dish,,y,40,2022-10-12 14:06:25,,
396,1634,1,"extra meat for chicken,beef,pork",custom_ingredient,,y,40,2022-10-12 14:08:27,,
397,1634,1,Sticky and Steamed Rice,side_dish,,y,40,2022-10-12 14:21:39,,
398,1634,1,Extra Noodles,custom_ingredient,,y,40,2022-10-12 14:31:06,,
399,1635,1,The Heat Sauces,sauce,,y,40,2023-04-24 10:07:22,,
400,1635,1,The Halloumi Sauces,sauce,,y,40,2023-04-24 10:08:12,,
401,1635,1,FORK IT,custom_ingredient,,y,40,2023-04-24 10:08:53,,
402,1635,1,BURGERS Extras,extra,,y,40,2023-04-24 10:10:10,,
403,1635,1,Dips,sauce,,y,40,2023-04-24 10:11:30,,
404,1635,1,Side Dishes for COMBOS,side_dish,,y,40,2023-04-24 10:12:23,,
405,1635,1,Drinks,drink,,y,40,2023-04-24 10:14:08,,
406,1635,1,Extras for Salads,extra,,y,40,2023-04-24 10:15:09,,
407,1635,1,Wings Sauces,sauce,,y,40,2023-04-24 10:17:12,,
408,1636,1,Burgers EXTRAS,extra,,y,40,2023-04-25 10:34:41,,
409,1636,1,Side Dishes for COMBOS,side_dish,,y,40,2023-04-25 10:35:26,,
410,1636,1,Drinks,drink,,y,40,2023-04-25 10:37:04,,
411,1636,1,Extras for Salads,extra,,y,40,2023-04-25 10:37:32,,
412,1636,1,Wings Sauces,sauce,,y,40,2023-04-25 10:38:24,,
413,1637,1,Shawarma & Donairs Sauces,sauce,,y,40,2023-08-04 04:45:41,,
414,1637,1,Wings Sauces,sauce,,y,40,2023-08-04 04:57:08,,
415,1637,1,Salad Dressings,dressing,,y,40,2023-08-04 05:07:41,,
416,1637,1,Pizza Toppings,custom_ingredient,,y,40,2023-08-04 08:50:43,,
417,1637,1,Premium Toppings,premium_toppings,,y,40,2023-08-04 08:51:10,,
418,1637,1,Dipping Sauces,dip,,y,40,2023-08-04 08:51:32,,
419,1637,1,Drinks Can,drink,,y,40,2023-08-09 16:09:23,,
420,1638,1,Wings Sauces,sauce,,y,40,2023-09-06 09:50:10,,
421,1638,1,Crust Type,crust,,y,40,2023-09-06 10:24:10,,
422,1638,1,Pizza Toppings,custom_ingredient,,y,40,2023-09-06 10:24:44,,
423,1638,1,Dips,dip,,y,40,2023-09-06 10:25:00,,
424,1638,1,Premium Toppings,premium_toppings,,y,40,2023-09-06 10:25:43,,
425,1638,1,Drinks,drink,,y,40,2023-09-07 06:48:38,,
426,1639,1,Crust with GF,crust,,y,40,2023-11-13 11:32:46,,
427,1639,1,Crust NO GF,crust,,y,40,2023-11-13 11:32:58,,
428,1639,1,Pizza Toppings,custom_ingredient,,y,40,2023-11-13 11:34:32,,
429,1639,1,Premium Toppings,premium_toppings,,y,40,2023-11-13 11:35:08,,
430,1639,1,Pizza Sauce,sauce,,y,40,2023-11-13 11:35:39,,
431,1639,1,Wings Sauces,sauce,,y,40,2023-11-13 11:52:31,,
432,1639,1,Donairs Sauces,sauce,,y,40,2023-11-13 11:55:18,,
433,1639,1,Drinks Can,drink,,y,40,2023-11-15 06:57:50,,
434,1639,1,Drinks 2L,drink,,y,40,2023-11-15 06:58:26,,
435,1638,1,Salad Toppings,custom_ingredient,,y,40,2023-11-21 18:17:13,,
436,1641,1,Meat for Dinner Courses,custom_ingredient,,y,40,2023-12-22 07:52:46,,
437,1641,1,Meat for Lunch Courses,custom_ingredient,,y,40,2023-12-22 07:53:23,,
438,1641,1,Spiciness Level,sauce,,y,40,2023-12-22 07:53:50,,
439,1641,1,Chicken or Shrimp or Tofu,custom_ingredient,,y,40,2023-12-22 07:54:56,,
440,1642,2,Salad for Biryani,side_dish,,n,40,2024-01-04 09:03:24,,
441,1642,2,Salad for Biryani,side_dish,,y,40,2024-01-04 09:06:19,,
442,1639,1,Dipping Sauces,dip,,y,40,2024-01-04 16:29:30,,
443,1643,1,Crust Type,crust,,y,40,2024-01-11 07:47:16,,
444,1643,1,Crust Type without Gluten Free,crust,,y,40,2024-01-11 07:47:46,,
445,1643,1,Pizza Toppings,custom_ingredient,,y,40,2024-01-11 07:52:23,,
446,1643,1,Premium Toppings,premium_toppings,,y,40,2024-01-11 07:53:22,,
447,1643,1,Dips,dip,,y,40,2024-01-11 07:54:38,,
448,1643,1,Lana Pizza Sauce,sauce,,y,40,2024-01-11 07:56:04,,
449,1643,1,Pizza or Pesto Sauce,sauce,,y,40,2024-01-11 07:56:32,,
450,1643,1,Regular or Curd Cheese,custom_ingredient,,y,40,2024-01-11 07:56:51,,
451,1643,1,Wings Sauces,sauce,,y,40,2024-01-11 07:57:32,,
452,1643,1,Upgrade to Poutine,side_dish,,y,40,2024-01-11 07:57:59,,
453,1643,1,Burgers extra,extra,,y,40,2024-01-11 07:58:19,,
454,1643,1,Burgers ing,custom_ingredient,,y,40,2024-01-11 07:58:36,,
455,1643,1,Salads Dressings,dressing,,y,40,2024-01-11 07:58:58,,
456,1643,1,Sweet or Garlic Sauce,sauce,,y,40,2024-01-11 07:59:22,,
457,1643,1,Drinks can,drink,,y,40,2024-01-11 07:59:51,,
458,1643,1,Drinks 2 L,drink,,y,40,2024-01-11 08:00:25,,
459,1643,1,Wings Side Sauces,side_dish,,y,40,2024-01-11 08:00:40,,
460,1654,1,Crust Type,crust,,y,40,2024-02-05 13:08:39,,
461,1654,1,Pizza Toppings,custom_ingredient,,y,40,2024-02-05 13:10:07,,
462,1654,1,Premium Toppings,premium_toppings,,y,40,2024-02-05 13:10:20,,
463,1654,1,Pizza Sauces,sauce,,y,40,2024-02-05 13:10:44,,
464,1654,1,Dips,dip,,y,40,2024-02-05 13:11:21,,
465,1654,1,Wings Sauces,sauce,,y,40,2024-02-05 13:11:50,,
466,1654,1,Toppings for PASTA,custom_ingredient,,y,40,2024-02-05 13:13:08,,
467,1654,1,Chicken for SALADS,custom_ingredient,,y,40,2024-02-05 13:13:41,,
468,1655,1,Crust Type,crust,,y,40,2024-02-15 11:12:57,,
469,1655,1,Crust types without Gluten Free,crust,,y,40,2024-02-15 11:13:23,,
470,1655,1,Pizza Dips,dip,,y,40,2024-02-15 11:13:43,,
471,1655,1,Pizza Toppings,custom_ingredient,,y,40,2024-02-15 11:14:07,,
472,1655,1,Pizza Premium Toppings,premium_toppings,,y,40,2024-02-15 11:14:36,,
473,1655,1,Wings Sauces,sauce,,y,40,2024-02-15 11:31:53,,
474,1655,1,Burgers Toppings,custom_ingredient,,y,40,2024-02-15 11:35:42,,
475,1655,1,Platters Upgrades,side_dish,,y,40,2024-02-15 11:36:42,,
476,1655,1,Hamburgers Extras,extra,,y,40,2024-02-15 11:43:15,,
477,1655,1,Donair Sub Sauces,sauce,,y,40,2024-02-15 11:53:32,,
478,1655,1,No Bacon Please,extra,,y,40,2024-02-15 11:56:35,,
479,1655,1,Extra Cheese Curds for Poutine,extra,,y,40,2024-02-15 12:28:01,,
480,1656,1,Combos Side Dishes,side_dish,,y,40,2024-02-20 06:17:08,,
481,1656,1,COMBO 3 Sandwiches Selection,custom_ingredient,,y,40,2024-02-20 06:22:21,,
482,1656,1,Drinks Can,drink,,y,40,2024-02-23 07:35:01,,
483,1656,1,Sandwiches Free Ingredients,custom_ingredient,,y,40,2024-02-23 07:40:51,,
484,1656,1,Sandwiches Extra Meat,extra,,y,40,2024-02-23 07:45:03,,
485,1656,1,"Mixed Grill For Two, For Three, For Four Skewers",side_dish,,y,40,2024-02-23 08:04:16,,
486,1658,2,Ajouter une autre personne 12.99,extra,,y,40,2024-03-19 08:23:06,,
487,1658,2,Ajouter une autre personne 14.50,extra,,y,40,2024-03-19 08:23:25,,
488,1658,2,TRIO Side Dishes,side_dish,,y,40,2024-03-23 06:30:43,,
489,1658,2,Drinks Can,drink,,y,40,2024-03-23 06:36:43,,
490,1659,2,TRIO Side Dishes,side_dish,,y,40,2024-03-23 06:44:07,,
491,1659,2,Drinks Can,drink,,y,40,2024-03-23 06:49:05,,
492,1659,2,Ajouter une autre personne 12.99,extra,,y,40,2024-03-23 06:53:56,,
493,1659,2,Ajouter une autre personne 14.50,extra,,y,40,2024-03-23 06:54:15,,
494,1659,2,Wings Sauces,sauce,,y,40,2024-03-23 06:57:56,,
495,1659,2,Pizza Toppings,custom_ingredient,,y,40,2024-03-23 07:07:56,,
496,1659,2,Premium Toppings,premium_toppings,,y,40,2024-03-23 07:08:05,,
497,1659,2,Dips,dip,,y,40,2024-03-23 07:08:23,,
498,1659,2,Pizza Toppings Updated,custom_ingredient,,y,40,2024-03-23 07:21:13,,
499,1660,2,TRIO Side Dishes,side_dish,,y,40,2024-03-23 08:11:30,,
500,1660,2,Drinks Can,drink,,y,40,2024-03-23 08:11:43,,
501,1660,2,Ajouter une autre personne 12.99,extra,,y,40,2024-03-23 08:15:07,,
502,1660,2,Ajouter une autre personne 14.50,extra,,y,40,2024-03-23 08:15:17,,
503,1660,2,Pizza Toppings,custom_ingredient,,y,40,2024-03-23 08:24:52,,
504,1660,2,Premium Toppings,premium_toppings,,y,40,2024-03-23 08:25:09,,
505,1660,2,Dips,dip,,y,40,2024-03-23 08:25:19,,
506,1660,2,Wings Sauces,sauce,,y,40,2024-03-23 08:42:45,,
507,1661,2,TRIO Side Dishes,side_dish,,y,40,2024-03-23 09:19:09,,
508,1661,2,Drinks Can,drink,,y,40,2024-03-23 09:20:49,,
509,1661,2,Ajouter une autre personne 12.99,extra,,y,40,2024-03-23 09:24:39,,
510,1661,2,Ajouter une autre personne 14.50,extra,,y,40,2024-03-23 09:24:52,,
511,1661,2,Pizza Toppings,custom_ingredient,,y,40,2024-03-23 09:31:33,,
512,1661,2,Premium Toppings,premium_toppings,,y,40,2024-03-23 09:31:41,,
513,1661,2,Dips,dip,,y,40,2024-03-23 09:31:52,,
514,1661,2,Wings Sauces,sauce,,y,40,2024-03-23 09:57:40,,
515,1662,2,TRIO Side Dishes,side_dish,,y,40,2024-03-24 06:14:59,,
516,1662,2,Drinks Can,drink,,y,40,2024-03-24 06:15:11,,
517,1662,2,Ajouter une autre personne 12.99,extra,,y,40,2024-03-24 06:19:27,,
518,1662,2,Ajouter une autre personne 14.50,extra,,y,40,2024-03-24 06:19:38,,
519,1663,2,Pizza Toppings,custom_ingredient,,y,40,2024-03-24 06:33:50,,
520,1663,2,Premium Toppings,premium_toppings,,y,40,2024-03-24 06:33:57,,
521,1663,2,Dips,dip,,y,40,2024-03-24 06:34:08,,
522,1663,2,Wings Sauces,sauce,,y,40,2024-03-24 06:49:34,,
523,1664,2,Pizza Toppings,custom_ingredient,,y,40,2024-03-24 07:46:49,,
524,1664,2,Premium Toppings,premium_toppings,,y,40,2024-03-24 07:46:55,,
525,1664,2,Dips,dip,,y,40,2024-03-24 07:47:05,,
526,1663,2,Drinks Can,drink,,y,40,2024-03-25 14:53:58,,
527,1664,2,Wings Sauces,sauce,,y,40,2024-03-25 15:36:59,,
528,1664,2,Drinks Can,drink,,y,40,2024-03-25 15:39:24,,
529,1656,1,TWO PLATTERS Selection,cook_method,,y,40,2024-03-29 06:02:34,,
530,1665,1,Pizza Toppings,custom_ingredient,,y,40,2024-04-29 11:36:37,,
531,1665,1,Premium Toppings,premium_toppings,,y,40,2024-04-29 11:37:00,,
532,1665,1,Wings Sauces,sauce,,y,40,2024-04-29 11:37:17,,
533,1665,1,Dips,dip,,y,40,2024-04-29 11:37:45,,
534,1665,1,Extra Cheese for POUTINES,extra,,y,40,2024-04-29 11:38:06,,
535,1665,1,Drinks Can,drink,,y,40,2024-04-29 12:32:02,,
536,1665,1,Sandwiches Selection,side_dish,,y,40,2024-04-29 12:35:53,,
537,1666,2,Sauces for Platters,sauce,,y,40,2024-06-01 03:31:59,,
538,1666,2,Add Chicken to Salads,custom_ingredient,,y,40,2024-06-01 03:52:23,,
539,1666,2,Custom ING Nachos,custom_ingredient,,y,40,2024-06-01 04:09:31,,
540,1666,2,Sauces for SUBS,sauce,,y,40,2024-06-01 04:20:47,,
541,1666,2,Pizza Toppings,custom_ingredient,,y,40,2024-06-03 06:49:43,,
542,1666,2,Premium Toppings,premium_toppings,,y,40,2024-06-03 06:50:02,,
543,1666,2,Dips,dip,,y,40,2024-06-10 11:00:47,,
544,1666,2,Wings Sauces,sauce,,y,40,2024-06-10 11:05:40,,
545,1666,2,Drinks Can,drink,,y,40,2024-06-10 11:09:31,,
546,1666,2,Rice or Potatoes,side_dish,,y,40,2024-06-10 11:34:17,,
547,1668,1,Salad Toppings for Greek Dinners,custom_ingredient,,y,40,2024-07-21 11:32:17,,
548,1668,1,"For Gyros, Chicken Souvlaki, Pork Souvlaki DINNERS Extras",extra,,y,40,2024-07-21 11:32:38,,
549,1668,1,Drinks Can,drink,,y,40,2024-07-21 11:37:29,,
550,1668,1,BURGERS Extras,extra,,y,40,2024-07-21 11:40:37,,
551,1668,1,Sides for PITA COMBOS from Pitas & Pitas Combo and Burgers,side_dish,,y,40,2024-07-21 11:42:42,,
552,1668,1,The Mikes Classic 6oz. Burger toppings,custom_ingredient,,y,40,2024-07-21 11:45:53,,
553,1668,1,Gravy for Chicken Fingers,extra,,y,40,2024-07-21 11:49:45,,
554,1668,1,Dips for Chicken Fingers,sauce,,y,40,2024-07-21 11:50:00,,
555,1668,1,Gravy for Fish & CHips,extra,,y,40,2024-07-21 11:52:42,,
556,1668,1,Custom Ingredients for Greek Salad from SALADS,custom_ingredient,,y,40,2024-07-21 11:59:11,,
557,1668,1,Custom Ingredients for Caesar Salad from SALADS,custom_ingredient,,y,40,2024-07-21 12:01:20,,
558,1668,1,Options for Pitas,custom_ingredient,,y,40,2024-07-21 12:04:48,,
559,1668,1,Pitas EXTRAS,extra,,y,40,2024-07-21 12:05:07,,
560,1668,1,Side Dishes For Pita Combos from FAMILY COMBOS,side_dish,,y,40,2024-07-21 12:07:12,,
561,1668,1,Kid’s Chicken Fingers Dipping Sauces,sauce,,y,40,2024-07-21 12:18:56,,
562,1668,1,KIDS Side Dishes,side_dish,,y,40,2024-07-21 12:19:17,,
563,1666,2,Dips for Donuts & Churros,dip,,y,40,2024-07-22 12:30:22,,
564,1285,1,Pokebowls Extras,extra,,y,40,2024-07-30 10:41:54,,
565,1285,2,Pokebowls Extras,extra,,y,40,2024-07-30 12:06:54,,
566,1669,2,Donair Sub Sauces,sauce,,y,40,2024-08-15 06:01:11,,
567,1669,2,Pizza Dessert Toppings,custom_ingredient,,y,40,2024-08-15 06:13:11,,
568,1670,1,Donair Sauces,sauce,,y,40,2024-09-04 10:45:24,,
569,1670,1,Pasta Extra Cheese,extra,,y,40,2024-09-04 10:51:12,,
570,1670,1,Crust Type,crust,,y,40,2024-09-04 11:17:02,,
571,1670,1,Pizza Toppings,custom_ingredient,,y,40,2024-09-04 11:17:36,,
572,1670,1,Wings Sauces,sauce,,y,40,2024-09-04 11:29:18,,
573,1670,1,Dips,dip,,y,40,2024-09-04 11:29:33,,
574,1666,2,2 Plats Selection,side_dish,,y,40,2024-10-02 07:50:20,,
575,1666,2,2 Wraps Selection,side_dish,,y,40,2024-10-02 07:50:55,,
576,1671,1,Pizza Toppings,custom_ingredient,,y,40,2024-10-09 05:46:00,,
577,1671,1,Premium Toppings,premium_toppings,,y,40,2024-10-09 05:46:20,,
578,1671,1,Dips,dip,,y,40,2024-10-09 05:46:33,,
579,1671,1,Wings Sauces,sauce,,y,40,2024-10-09 05:53:28,,
580,1671,1,Crazy Cheese Bread ADD BACON,custom_ingredient,,y,40,2024-10-09 06:01:17,,
581,1671,1,Drinks Can,drink,,y,40,2024-10-09 11:12:21,,
582,1671,1,Kebab Sandwich Option,side_dish,,y,40,2024-10-09 11:26:15,,
583,1670,1,Drinks Can,drink,,y,40,2024-10-10 16:25:04,,
584,1673,1,Extras for SUBS,extra,,y,40,2024-11-13 13:46:20,,
585,1673,1,Extras for Pastas,extra,,y,40,2024-11-13 13:50:58,,
586,1673,1,Pizza Toppings,custom_ingredient,,y,40,2024-11-13 14:09:34,,
587,1673,1,Premium Toppings,premium_toppings,,y,40,2024-11-13 14:09:45,,
588,1673,1,Chicken Pizza Sauces,sauce,,y,40,2024-11-13 14:10:10,,
589,1673,1,Wings Sauces,sauce,,y,40,2024-11-13 14:10:38,,
590,1673,1,Dips,dip,,y,40,2024-11-13 14:10:50,,
591,1673,1,Drinks 710ml,drink,,y,40,2024-11-13 14:18:44,,
592,1673,1,Pizza Selection,side_dish,,y,40,2024-11-13 14:22:03,,
593,1673,2,Extra Cheese for Spaghetti,extra,,y,40,2024-11-18 11:16:20,,
594,1673,2,Extras for SUBS,extra,,y,40,2024-11-18 11:45:58,,
595,1673,2,Pizza Toppings,custom_ingredient,,y,40,2024-11-18 14:42:03,,
596,1673,2,Premium Toppings,premium_toppings,,y,40,2024-11-18 14:42:42,,
597,1673,2,Dips,dip,,y,40,2024-11-18 14:42:54,,
598,1673,2,Wings Sauces,sauce,,y,40,2024-11-18 14:43:04,,
599,1673,2,Chicken Pizza Sauces,sauce,,y,40,2024-11-18 14:44:29,,
600,1673,2,Pizza Selection,side_dish,,y,40,2024-11-18 14:58:09,,
601,1673,2,Drinks 710ml,drink,,y,40,2024-11-18 14:59:41,,
602,1674,1,Wings Sauces,sauce,,y,40,2025-01-29 10:49:17,,
603,1674,1,Dessert Dipping Sauces,dip,,y,40,2025-01-29 10:57:26,,
604,1674,1,Crust Type,crust,,y,40,2025-02-03 06:35:45,,
605,1674,1,Pizza Sauces,sauce,,y,40,2025-02-03 06:38:13,,
606,1674,1,Premium Toppings (Cheeses),premium_toppings,,y,40,2025-02-03 06:38:48,,
607,1674,1,Pizza Toppings,custom_ingredient,,y,40,2025-02-03 06:39:25,,
608,1674,1,Extras for Pizza,extra,,y,40,2025-02-03 06:39:55,,
609,1674,1,Bacon for Crack Sticks,custom_ingredient,,y,40,2025-02-04 08:58:25,,
610,1674,1,Drinks,drink,,y,40,2025-02-05 15:06:16,,
611,1674,1,Dips,dip,,y,40,2025-02-05 15:15:46,,
612,1675,1,Crust Type,crust,,y,40,2025-02-11 10:27:38,,
613,1675,1,Pizza Toppings,custom_ingredient,,y,40,2025-02-11 10:28:01,,
614,1675,1,Premium Toppings,premium_toppings,,y,40,2025-02-11 10:28:11,,
615,1675,1,Dips,dip,,y,40,2025-02-11 10:28:28,,
616,1675,1,Fettuccine Alfredo Extra Chicken,extra,,y,40,2025-02-11 10:56:56,,
617,1675,1,Chicken Parmesan and Spaghetti Extras,extra,,y,40,2025-02-11 10:57:41,,
618,1675,1,Salads Extras,extra,,y,40,2025-02-11 11:00:21,,
619,1675,1,Wings Sauces,sauce,,y,40,2025-02-11 11:03:16,,
620,1675,1,Upgrade to Daniel's Famous Poutine 4.5,side_dish,,y,40,2025-02-11 11:07:42,,
621,1675,1,Poutine Toppings,custom_ingredient,,y,40,2025-02-11 11:47:16,,
622,1675,1,Daniel's Famous Poutine extra Gravy & Cheese,extra,,y,40,2025-02-11 11:48:46,,
623,1675,1,Toppings for CAalzone,custom_ingredient,,y,40,2025-02-11 11:54:04,,
624,1676,1,Veggies for Poutine,custom_ingredient,,y,40,2025-02-13 07:51:11,,
625,1676,1,Proteins for Poutine,custom_ingredient,,y,40,2025-02-13 07:51:48,,
626,1676,1,Potatoes for Poutines,custom_ingredient,,y,40,2025-02-13 07:52:14,,
627,1676,1,Cheese for Poutines,custom_ingredient,,y,40,2025-02-13 07:52:37,,
628,1676,1,Sauces for Poutines,sauce,,y,40,2025-02-13 07:53:00,,
629,1663,2,Extras for Hamburger,extra,,y,40,2025-02-18 07:06:37,,
630,1674,1,Custom ING for Salads,custom_ingredient,,y,40,2025-02-26 07:28:42,,
631,1642,2,Drinks for Combos,drink,,y,40,2025-02-28 07:24:07,,
632,1641,1,Pork or Beef,custom_ingredient,,y,40,2025-04-17 16:04:26,,
633,1641,1,Extra Sauce,sauce,,y,40,2025-04-17 16:12:40,,
634,1641,1,Drinks (355 ml Can),drink,,n,40,2025-04-17 16:22:36,,
635,1641,1,Drinks (355 ml Can),drink,,n,40,2025-04-17 16:24:31,,
636,1641,1,Drinks (355 ml Can),drink,,n,40,2025-04-17 16:24:59,,
637,1641,1,Drinks (355 ml Can),drink,,y,40,2025-04-17 16:29:05,,
638,1677,1,Pizza Crust,crust,,y,40,2025-05-07 17:39:30,,
639,1677,1,Crustless Pizza,extra,,y,40,2025-05-07 17:40:13,,
640,1677,1,Pizza Sauces,sauce,,y,40,2025-05-07 17:40:51,,
641,1677,1,Pizza Regular Toppings,custom_ingredient,,y,40,2025-05-07 17:42:58,,
642,1677,1,Premium Toppings,premium_toppings,,y,40,2025-05-07 17:43:26,,
643,1677,1,Dips,dip,,y,40,2025-05-07 17:43:53,,
644,1677,1,Drinks 355ml,drink,,y,40,2025-05-07 19:08:42,,
645,1677,1,12 Inches SUBS,side_dish,,y,40,2025-05-07 19:31:43,,
646,1677,1,Wings Sauces,sauce,,y,40,2025-05-07 20:22:31,,
647,1668,1,Mikes Poutine Meat Selection,custom_ingredient,,y,40,2025-05-17 14:04:32,,
648,1668,1,Chicken Souvlaki Skewers,side_dish,,y,40,2025-05-17 14:19:26,,
649,1670,1,Walk In Special Pizza Toppings (no steak no chicken),custom_ingredient,,y,40,2025-07-18 15:18:55,,
