id,dish,group,order
25160,53019,4757,0
25161,55771,3448,0
25162,55771,3445,0
25163,55923,3459,0
25164,55923,3769,0
25257,11754,822,0
25258,11754,809,0
25280,11755,823,0
25281,11755,827,0
25282,11755,828,0
25283,11755,826,0
25287,67487,4859,0
25288,67487,4861,0
25289,67487,4860,0
25293,67488,4862,0
25294,67488,4863,0
25295,67488,4860,0
25317,67404,4853,0
25318,67404,4856,0
25319,67405,4854,0
25320,67405,4856,0
25321,67406,4855,0
25322,67406,4856,0
25323,67407,4857,0
25324,67407,4858,0
25350,11792,834,0
25351,11792,827,0
25352,11792,828,0
25353,11792,809,0
25435,5928,238,0
25438,5929,239,0
25439,5929,236,0
25441,5932,242,0
25448,5925,235,0
25449,5926,235,0
25450,5926,236,0
25452,17964,1358,0
25454,17968,1359,0
25456,17969,1358,0
25459,17970,1358,0
25460,5927,237,0
25461,5927,236,0
25462,5920,231,0
25463,5920,232,0
25464,5921,233,0
25465,66360,4747,0
25466,66360,4745,0
25467,66360,4746,0
25581,6420,297,0
25582,6420,298,0
25600,51897,3138,0
25601,51897,3139,0
25637,51572,3103,0
25638,60269,3788,0
25639,60269,3789,0
25640,60270,3790,0
25641,60270,3789,0
25642,60271,3791,0
25643,60271,3789,0
25644,60272,3792,0
25645,60272,3789,0
25646,60273,3793,0
25647,60273,3789,0
25648,60274,3794,0
25649,60275,3795,0
25650,67834,4900,0
25651,67834,4901,0
25652,59355,3704,0
25653,59355,3705,0
25654,59356,3706,0
25655,59356,3705,0
25656,59357,3707,0
25657,59357,3705,0
25658,59358,3708,0
25659,59358,3705,0
25660,59359,3709,0
25661,59359,3705,0
25662,59360,3710,0
25663,59361,3711,0
25664,67835,4902,0
25665,67835,4903,0
25666,67836,4904,0
25667,67836,4905,0
25668,59248,3686,0
25669,59248,3687,0
25670,59249,3688,0
25671,59249,3687,0
25672,59250,3689,0
25673,59250,3687,0
25674,59251,3690,0
25675,59251,3687,0
25676,59252,3691,0
25677,59252,3687,0
25678,59253,3692,0
25679,59254,3693,0
25680,67838,4906,0
25681,67838,4907,0
25695,67840,4908,0
25696,67840,4909,0
25697,60597,3836,0
25698,60597,3837,0
25699,60598,3838,0
25700,60598,3837,0
25701,60599,3839,0
25702,60599,3837,0
25703,60600,3840,0
25704,60600,3837,0
25705,60601,3841,0
25706,60601,3837,0
25707,60602,3842,0
25708,60603,3843,0
25756,67489,4864,0
25757,67489,4865,0
25758,67489,4860,0
25759,67490,4866,0
25760,67490,4868,0
25761,67490,4867,0
25762,67490,4869,0
25763,67490,4874,0
26130,66361,4747,0
26131,66361,4745,0
26132,66361,4746,0
26133,66362,4747,0
26134,66362,4745,0
26135,66362,4746,0
26136,66363,4747,0
26137,66363,4745,0
26138,66363,4746,0
26139,66364,4747,0
26140,66364,4745,0
26141,66364,4746,0
26142,66365,4747,0
26143,66365,4745,0
26144,66365,4746,0
26286,68786,5007,0
26287,68786,4996,0
26288,68786,5009,0
26289,68786,5008,0
26294,68787,5010,0
26295,68787,5011,0
26296,68787,5009,0
26297,68787,5008,0
26303,68788,5012,0
26304,68788,5013,0
26305,68788,5014,0
26306,68788,5009,0
26307,68788,5008,0
26308,68765,5004,0
26309,68765,5006,0
26310,68760,4997,0
26311,68760,5002,0
26312,68760,5003,0
26313,68760,5006,0
26314,68761,4998,0
26315,68761,5002,0
26316,68761,5003,0
26317,68761,5006,0
26318,68762,4999,0
26319,68762,5002,0
26320,68762,5003,0
26321,68762,5006,0
26322,68763,5000,0
26323,68763,5002,0
26324,68763,5003,0
26325,68763,5006,0
26326,68764,5001,0
26327,68764,5002,0
26328,68764,5003,0
26329,68764,5006,0
26382,15933,1166,0
26383,15933,531,0
26384,15934,1167,0
26385,15934,531,0
26386,15936,1169,0
26387,15936,531,0
26388,15937,1170,0
26389,15937,531,0
26390,15937,535,0
26391,15938,1171,0
26392,15938,531,0
26393,15938,535,0
26394,15940,1173,0
26395,15940,531,0
26396,15940,535,0
26397,15944,1174,0
26614,24370,1744,0
26615,24370,1747,0
26616,24370,1748,0
26617,24370,1727,0
26618,24371,1745,0
26619,24371,1747,0
26620,24371,1748,0
26621,24371,1727,0
26622,24372,1746,0
26623,24372,1747,0
26624,24372,1748,0
26625,24372,1727,0
26645,24306,1732,0
26646,24306,1733,0
26647,24306,1727,0
26648,24306,1737,0
26649,24306,1738,0
26655,24307,1734,0
26656,24307,1735,0
26657,24307,1727,0
26658,24307,1737,0
26659,24307,1738,0
26770,69660,5024,0
26771,69660,5051,0
26772,69661,5024,0
26773,69661,5051,0
26774,69662,5024,0
26775,69662,5051,0
26776,69663,5024,0
26777,69663,5051,0
26778,69664,5024,0
26779,69664,5051,0
26780,69665,5024,0
26781,69665,5051,0
26782,69666,5024,0
26783,69666,5051,0
26784,69667,5024,0
26785,69667,5051,0
26786,69676,5032,0
26787,69676,5051,0
26788,69671,5026,0
26789,69671,5031,0
26790,69671,5051,0
26794,69673,5028,0
26795,69673,5031,0
26796,69673,5051,0
26797,69674,5029,0
26798,69674,5031,0
26799,69674,5051,0
26800,69675,5030,0
26801,69675,5031,0
26802,69675,5051,0
26803,69677,5033,0
26804,69677,5036,0
26805,69677,5052,0
26806,69677,5050,0
26807,69678,5034,0
26808,69678,5037,0
26809,69678,5052,0
26810,69678,5050,0
26811,69679,5035,0
26812,69679,5038,0
26813,69679,5052,0
26814,69679,5050,0
26827,69680,5039,0
26828,69680,5042,0
26829,69680,5043,0
26830,69680,5053,0
26831,69680,5050,0
26967,69706,5058,0
26968,69706,5042,0
26969,69706,5043,0
26970,69706,5061,0
26971,69706,5052,0
26972,69706,5066,0
26973,69707,5059,0
26974,69707,5044,0
26975,69707,5045,0
26976,69707,5062,0
26977,69707,5052,0
26978,69707,5066,0
26979,69708,5048,0
26980,69708,5046,0
26981,69708,5047,0
26982,69708,5049,0
26983,69708,5052,0
26984,69708,5066,0
26985,69709,5060,0
26986,69709,5063,0
26987,69709,5064,0
26988,69709,5065,0
26989,69709,5052,0
26990,69709,5066,0
27081,69672,5027,0
27082,69672,5031,0
27083,69672,5051,0
27097,36633,2477,0
27098,36633,5080,0
27099,36633,2479,0
27100,36633,2478,0
27101,36634,2480,0
27102,36634,5081,0
27103,36634,2484,0
27104,36635,2481,0
27105,36635,5081,0
27106,36635,2484,0
27107,36635,2483,0
27108,36636,2482,0
27109,36636,5082,0
27110,36636,2479,0
27111,36637,2482,0
27112,36637,5082,0
27113,36637,2479,0
27114,36637,2483,0
27115,70385,5083,0
27204,68137,4926,26
27205,68137,4929,27
27206,68137,4938,28
27207,68137,4932,29
27208,68137,5088,30
27209,68137,4935,31
27210,68137,4927,32
27211,68137,4930,33
27212,68137,4939,34
27213,68137,4933,35
27214,68137,5089,36
27215,68137,4936,37
27216,68138,4926,20
27217,68138,4929,21
27218,68138,4938,22
27219,68138,4932,23
27220,68138,5088,24
27221,68138,4935,25
27222,68138,4927,26
27223,68138,4930,27
27224,68138,4939,28
27225,68138,4933,29
27226,68138,5089,30
27227,68138,4936,31
27228,68138,4928,32
27229,68138,4931,33
27230,68138,4940,34
27231,68138,4934,35
27232,68138,5090,36
27233,68138,4937,37
27257,70391,4926,26
27258,70391,4927,30
27259,70391,4928,34
27260,70391,4932,27
27261,70391,4933,31
27262,70391,4934,35
27263,70391,4935,29
27264,70391,4936,33
27265,70391,4937,37
27266,70391,5088,28
27267,70391,5089,32
27268,70391,5090,36
27269,70390,4926,0
27270,70390,4932,0
27271,70390,5088,0
27272,70390,4935,0
27273,70390,4927,0
27274,70390,4933,0
27275,70390,5089,0
27276,70390,4936,0
27277,68130,4913,0
27278,68130,4919,0
27279,68130,4923,0
27280,68130,5091,0
27281,68130,4920,0
27282,68130,4921,0
27283,68131,4913,0
27284,68131,4922,0
27285,68131,5091,0
27286,68131,4921,0
27287,70387,5084,0
27288,70387,5085,0
27289,70387,4923,0
27290,70387,5091,0
27291,70387,4920,0
27292,70387,4921,0
27340,68132,4914,0
27341,68132,4919,0
27342,68132,4923,0
27343,68132,5091,0
27344,68132,5092,0
27345,68132,4921,0
27346,68132,4924,0
27352,68133,4914,0
27353,68133,5093,0
27354,68133,5091,0
27355,68133,4921,0
27356,68133,4924,0
27357,61242,3617,0
27358,61242,3881,0
27359,61242,3885,0
27360,61242,5094,0
27361,61242,3882,0
27362,61242,3883,0
27363,61243,3617,0
27364,61243,3884,0
27365,61243,5094,0
27366,61243,3883,0
27373,70400,5095,0
27374,70400,5096,0
27375,70400,3885,0
27376,70400,5094,0
27377,70400,3882,0
27378,70400,3883,0
27379,61244,3618,0
27380,61244,3881,0
27381,61244,3885,0
27382,61244,5094,0
27383,61244,5097,0
27384,61244,3883,0
27385,61244,3886,0
27386,61245,3618,0
27387,61245,5098,0
27388,61245,5094,0
27389,61245,3883,0
27390,61245,3886,0
27409,61251,5103,44
27410,61251,3888,28
27411,61251,3891,29
27412,61251,3900,30
27413,61251,3894,31
27414,61251,5101,32
27415,61251,3897,33
27416,61251,3889,34
27417,61251,3892,35
27418,61251,3901,36
27419,61251,5102,38
27420,61251,3895,37
27421,61251,3898,39
27422,61251,3890,40
27423,61251,3893,41
27424,61251,3902,42
27425,61251,3896,43
27426,61251,3899,45
27427,61250,3888,29
27428,61250,3891,30
27429,61250,3900,31
27430,61250,3894,32
27431,61250,5101,33
27432,61250,3897,34
27433,61250,3889,35
27434,61250,3892,36
27435,61250,3901,37
27436,61250,3895,38
27437,61250,5102,39
27438,61250,3898,40
27439,68139,4916,0
27440,68139,5086,0
27441,68139,5087,0
27442,68139,4921,0
27443,68140,4926,0
27444,68140,4941,0
27445,68140,5088,0
27446,68140,4935,0
27447,68140,4927,0
27448,68140,4942,0
27449,68140,5089,0
27450,68140,4936,0
27451,68141,4926,29
27452,68141,4941,30
27453,68141,5088,31
27454,68141,4935,32
27455,68141,4927,33
27456,68141,4942,34
27457,68141,5089,35
27458,68141,4936,36
27459,68141,4928,37
27460,68141,4943,38
27461,68141,5090,39
27462,68141,4937,40
27466,61252,3620,0
27467,61252,5099,0
27468,61252,5100,0
27469,61252,3883,0
27470,61253,3888,0
27471,61253,3903,0
27472,61253,5101,0
27473,61253,3897,0
27474,61253,3889,0
27475,61253,3904,0
27476,61253,5102,0
27477,61253,3898,0
27478,61254,3888,29
27479,61254,3903,30
27480,61254,5101,31
27481,61254,3897,32
27482,61254,3889,33
27483,61254,3904,34
27484,61254,5102,35
27485,61254,3898,36
27486,61254,3890,37
27487,61254,3905,38
27488,61254,5103,39
27489,61254,3899,40
27506,70402,3888,0
27507,70402,3894,0
27508,70402,5101,0
27509,70402,3897,0
27510,70402,3889,0
27511,70402,3895,0
27512,70402,5102,0
27513,70402,3898,0
27514,70403,3888,29
27515,70403,3889,33
27516,70403,3890,37
27517,70403,3894,30
27518,70403,3895,34
27519,70403,3896,38
27520,70403,3897,32
27521,70403,3898,36
27522,70403,3899,40
27523,70403,5101,31
27524,70403,5102,35
27525,70403,5103,39
27526,70401,3620,0
27527,70401,5099,0
27528,70401,5100,0
27529,70401,3883,0
27583,53858,3330,0
27584,53858,3333,0
27585,53858,3334,0
27586,53858,3328,0
27587,53860,3331,0
27588,53860,3333,0
27589,53860,3334,0
27590,53860,3328,0
27591,53871,3332,0
27592,53871,3333,0
27593,53871,3334,0
27594,53871,3328,0
27726,63904,4177,0
27727,63904,4179,0
27728,63904,4188,0
27729,63905,4178,0
27730,63905,4179,0
27731,63905,4188,0
27736,59012,3660,0
27737,59012,3661,0
27758,64001,4198,0
27759,64001,4199,0
27760,64003,4198,0
27761,64003,4199,0
27762,64004,4198,0
27763,64004,4199,0
27764,64005,4198,0
27765,64005,4199,0
27770,63996,4207,0
27771,63996,4208,0
27772,63996,4209,0
27773,63996,4191,0
27784,71060,5105,0
27785,71060,5106,0
27786,71060,4191,0
27787,71060,4212,0
27788,63997,4196,0
27789,63997,4197,0
27790,63883,4165,0
27791,63883,4167,0
27792,63883,4189,0
27793,63884,4166,0
27794,63884,4167,0
27795,63884,4189,0
27804,63900,4168,0
27805,63900,4171,0
27806,63900,4187,0
27807,63900,4189,0
27808,63901,4169,0
27809,63901,4171,0
27810,63901,4187,0
27811,63901,4189,0
27812,63902,4170,0
27813,63902,4171,0
27814,63902,4187,0
27815,63902,4189,0
27816,63983,4180,0
27817,63983,4183,0
27818,63983,4184,0
27819,63983,4188,0
27820,63984,4181,0
27821,63984,4183,0
27822,63984,4184,0
27823,63984,4188,0
27824,63985,4182,0
27825,63985,4183,0
27826,63985,4184,0
27827,63985,4188,0
27828,64015,4200,0
27829,64015,4201,0
27830,64016,4200,0
27831,64016,4201,0
27832,64017,4200,0
27833,64017,4201,0
27838,64018,4200,0
27839,64018,4201,0
27844,71059,5105,0
27845,71059,5106,0
27846,71059,4191,0
27847,71059,4190,0
27852,64021,4214,0
27853,64021,4215,0
27854,64021,4216,0
27855,64021,4202,0
27860,71064,5107,0
27861,71064,5108,0
27862,71064,4202,0
27863,71064,4174,0
27868,71065,5107,0
27869,71065,5108,0
27870,71065,4202,0
27871,71065,4219,0
27872,64022,4176,0
27873,64022,4206,0
28075,16001,1200,0
28076,16001,1201,0
28077,16001,4090,0
28078,16002,1202,0
28079,16002,1204,0
28080,16002,1205,0
28081,16002,1183,0
28082,16002,1203,0
28083,16003,1206,0
28084,16003,1183,0
28085,16003,1203,0
28086,15295,1103,0
28087,15295,1106,0
28088,15295,1183,0
28089,15296,1104,0
28090,15296,1106,0
28091,15296,1183,0
28092,15297,1105,0
28093,15297,1106,0
28094,15297,1183,0
28201,31684,2221,0
28202,31684,2224,0
28203,31685,2222,0
28204,31685,2224,0
28205,31686,2223,0
28206,31686,2224,0
28354,17892,1349,0
28355,17892,1348,0
28356,17892,1352,0
28357,17893,1350,0
28358,17893,1348,0
28359,17893,1352,0
28360,17894,1351,0
28361,17894,1348,0
28362,17894,1352,0
28373,13092,921,0
28374,13092,924,0
28375,13092,925,0
28376,13092,920,0
28377,13093,922,0
28378,13093,924,0
28379,13093,925,0
28380,13093,920,0
28381,13094,923,0
28382,13094,924,0
28383,13094,925,0
28384,13094,920,0
28385,13104,929,0
28386,13104,930,0
28387,13104,920,0
28388,13104,927,0
28389,13103,926,0
28390,13103,928,0
28391,13103,920,0
28392,13103,927,0
28398,71914,926,0
28399,71914,928,0
28400,71914,920,0
28401,71914,927,0
28402,71914,5174,0
28520,66371,4747,0
28521,66371,4748,0
28522,66371,4749,0
28523,66371,4750,0
28524,66371,4751,0
28525,66371,4752,0
28526,66371,5182,0
28564,72048,5183,0
28565,72048,5184,0
28566,72048,5185,0
28609,58716,3590,0
28610,58716,4892,0
28621,61259,3622,0
28622,61259,5199,0
28623,61259,5094,0
28624,61259,3883,0
28640,61246,3619,0
28641,61246,5200,0
28642,61246,3885,0
28643,61246,5201,0
28644,61246,3883,0
28648,61248,3620,0
28649,61248,3881,0
28650,61248,3885,0
28651,61248,5202,0
28652,61248,5099,0
28653,61248,5203,0
28654,61248,3883,0
28655,61247,3619,0
28656,61247,5204,0
28657,61247,3883,0
28662,68134,4915,0
28663,68134,5206,0
28664,68134,4923,0
28665,68134,5207,0
28666,68134,4921,0
28667,68145,4918,0
28668,68145,5205,0
28669,68145,5091,0
28670,68145,4921,0
28678,68136,4916,0
28679,68136,4919,0
28680,68136,4923,0
28681,68136,5091,0
28682,68136,5086,0
28683,68136,5087,0
28684,68136,4921,0
28685,68135,4915,0
28686,68135,5208,0
28687,68135,4921,0
28688,70389,4916,0
28689,70389,5086,0
28690,70389,5087,0
28691,70389,4921,0
28695,11312,794,0
28696,11312,795,0
28697,11312,796,0
29017,37893,2522,0
29020,40402,2667,0
29021,40402,2668,0
29212,57602,4135,0
29213,57602,4139,0
29214,57602,4143,0
29215,57599,4133,0
29216,57599,4136,0
29217,57599,4140,0
29218,57600,4133,0
29219,57600,4137,0
29220,57600,4141,0
29221,57601,4134,0
29222,57601,4138,0
29223,57601,4142,0
29524,49666,3014,0
29525,49666,3017,0
29526,49666,3023,0
29527,49666,3024,0
29528,49666,3025,0
29529,49667,3015,0
29530,49667,3018,0
29531,49667,3023,0
29532,49667,3024,0
29533,49667,3025,0
29534,49668,3016,0
29535,49668,3019,0
29536,49668,3023,0
29537,49668,3024,0
29538,49668,3025,0
29539,49669,3020,0
29540,49669,3021,0
29541,49669,3022,0
29542,49669,3023,0
29550,54518,3392,0
29551,54519,3392,0
29552,54519,3874,0
29553,54520,3392,0
29554,54521,3392,0
29555,54521,3874,0
29556,54522,3392,0
29557,54523,3392,0
29558,54523,3874,0
29559,54524,3392,0
29560,54525,3392,0
29561,54525,3874,0
29562,54526,3392,0
29563,54527,3392,0
29564,54527,3874,0
29565,61342,3917,0
29566,61343,3917,0
29567,61343,3912,0
29568,61344,3917,0
29569,61345,3917,0
29570,61345,3912,0
29571,61346,3917,0
29572,61347,3917,0
29573,61347,3912,0
29574,61348,3917,0
29575,61349,3917,0
29576,61349,3912,0
29577,61350,3917,0
29578,61351,3917,0
29579,61351,3912,0
29663,73200,5301,0
29664,73200,5302,0
29665,73200,5307,0
29669,73202,5303,0
29670,73202,5304,0
29671,73202,5308,0
29675,73204,5305,0
29676,73204,5306,0
29677,73204,5309,0
29685,73286,5313,0
29686,73286,5316,0
29687,73286,5318,0
29688,73287,5314,0
29689,73287,5316,0
29690,73287,5318,0
29691,73288,5315,0
29692,73288,5316,0
29693,73288,5318,0
29698,73363,5319,0
29699,73363,5318,0
29700,73366,5321,0
29701,73366,5322,0
29702,73366,5323,0
29703,73366,5324,0
29708,73367,5325,0
29709,73367,5326,0
29710,73367,5334,0
29711,73367,5318,0
29716,73368,5327,0
29717,73368,5328,0
29718,73368,5335,0
29719,73368,5318,0
29724,73369,5329,0
29725,73369,5330,0
29726,73369,5336,0
29727,73369,5318,0
29733,73370,5331,0
29734,73370,5332,0
29735,73370,5333,0
29736,73370,5337,0
29737,73370,5318,0
30477,73682,153,0
30478,73682,152,0
30479,73681,151,0
30480,73681,152,0
30483,73683,154,0
30484,73683,152,0
30578,72592,5238,0
30579,72592,5242,0
30716,69683,5048,0
30717,69683,5046,0
30718,69683,5047,0
30719,69683,5049,0
30720,69683,5054,0
30721,69683,5050,0
30734,69684,5048,0
30735,69684,5046,0
30736,69684,5047,0
30737,69684,5049,0
30738,69684,5054,0
30739,69684,5050,0
30745,69681,5040,0
30746,69681,5044,0
30747,69681,5045,0
30748,69681,5053,0
30749,69681,5050,0
30760,69682,5041,0
30761,69682,5046,0
30762,69682,5047,0
30763,69682,5053,0
30764,69682,5050,0
30805,11925,849,0
30806,11925,852,0
30807,11925,853,0
30808,11925,796,0
30809,11926,850,0
30810,11926,852,0
30811,11926,853,0
30812,11926,796,0
30813,11927,851,0
30814,11927,852,0
30815,11927,853,0
30816,11927,796,0
30821,11929,858,0
30822,11929,859,0
30823,11929,796,0
30824,11929,855,0
31058,46997,2937,0
31059,46997,2938,0
31061,74055,5407,0
31069,63118,4102,0
31070,63118,4103,0
31071,63118,4104,0
31072,63118,4105,0
31073,63118,4106,0
31074,63200,4102,0
31075,63200,4103,0
31076,63200,4104,0
31077,63200,4105,0
31086,57394,3539,0
31087,57394,3540,0
31088,57394,3541,0
31089,57394,5411,0
31129,74054,5406,0
31130,74056,5408,0
31131,74057,5409,0
31132,74062,5410,0
31459,74802,5464,0
31460,74802,5465,0
31867,75187,5473,0
31868,75187,5474,0
31869,75187,5475,0
31870,75187,5528,0
31900,75192,5483,0
31901,75192,5484,0
31902,75192,5485,0
31903,75192,5528,0
31904,75192,5529,0
31905,75191,5482,0
31906,75191,5481,0
31907,75191,5528,0
31908,75190,5480,0
31909,75190,5481,0
31910,75190,5528,0
31911,75190,5529,0
31912,75189,5478,0
31913,75189,5479,0
31914,75189,5528,0
31915,75189,5529,0
31916,75188,5476,0
31917,75188,5477,0
31918,75188,5528,0
31919,60891,3848,0
31920,60891,3849,0
31921,60891,5222,0
31922,60892,3852,0
31923,60892,5300,0
31924,60893,3852,0
31925,60893,5300,0
32133,6182,264,0
32134,6182,522,0
32135,6183,265,0
32136,6183,522,0
32137,6184,266,0
32195,6117,261,0
32196,6117,5594,0
32197,6117,520,0
32198,6117,5595,0
32199,6117,521,0
32200,6117,522,0
32201,6118,262,0
32202,6118,5594,0
32203,6118,520,0
32204,6118,5595,0
32205,6118,521,0
32206,6118,522,0
32207,6119,263,0
32208,6119,5594,0
32209,6119,520,0
32210,6119,5595,0
32211,6119,521,0
32212,6119,522,0
32213,6416,288,0
32214,6416,5593,0
32215,6416,290,0
32216,6416,522,0
33272,76686,5607,0
33273,76686,5608,0
33274,76686,5609,0
33275,76686,2985,0
33276,76686,2975,0
33277,76687,5610,0
33278,76687,5611,0
33279,76687,5612,0
33280,76687,2985,0
33281,76687,2975,0
33282,76688,5613,0
33283,76688,5614,0
33284,76688,5615,0
33285,76688,2995,0
33286,76688,2970,0
33287,76689,5616,0
33288,76689,5617,0
33289,76689,5618,0
33290,76689,2995,0
33291,76689,2970,0
33292,76690,5619,0
33293,76690,5620,0
33294,76690,5621,0
33295,76690,1914,0
33296,76690,1904,0
33297,76691,5622,0
33298,76691,5623,0
33299,76691,5624,0
33300,76691,1914,0
33301,76691,1904,0
33302,76692,5625,0
33303,76692,5626,0
33304,76692,5627,0
33305,76692,5631,0
33306,76692,522,0
33307,76693,5628,0
33308,76693,5629,0
33309,76693,5630,0
33310,76693,5631,0
33311,76693,522,0
33312,76694,5632,0
33313,76694,5633,0
33314,76694,5634,0
33315,76694,605,0
33316,76694,598,0
33317,76695,5635,0
33318,76695,5636,0
33319,76695,5637,0
33320,76695,605,0
33321,76695,598,0
33322,76696,5638,0
33323,76696,5639,0
33324,76696,5640,0
33325,76696,2689,0
33326,76696,2409,0
33327,76697,5641,0
33328,76697,5642,0
33329,76697,5643,0
33330,76697,2689,0
33331,76697,2409,0
33332,76698,5644,0
33333,76698,5645,0
33334,76698,5646,0
33335,76698,765,0
33336,76698,758,0
33337,76699,5647,0
33338,76699,5648,0
33339,76699,5649,0
33340,76699,765,0
33341,76699,758,0
33342,76700,5650,0
33343,76700,5651,0
33344,76700,5652,0
33345,76700,755,0
33346,76700,767,0
33347,76701,5653,0
33348,76701,5654,0
33349,76701,5655,0
33350,76701,755,0
33351,76701,767,0
33352,76702,5656,0
33353,76702,5657,0
33354,76702,5658,0
33355,76702,778,0
33356,76702,781,0
33357,76703,5659,0
33358,76703,5660,0
33359,76703,5661,0
33360,76703,778,0
33361,76703,781,0
33362,76704,5662,0
33363,76704,5663,0
33364,76704,5664,0
33365,76704,927,0
33366,76704,920,0
33367,76705,5665,0
33368,76705,5666,0
33369,76705,5667,0
33370,76705,927,0
33371,76705,920,0
33372,76706,5668,0
33373,76706,5669,0
33374,76706,5670,0
33375,76706,942,0
33376,76706,934,0
33377,76707,5671,0
33378,76707,5672,0
33379,76707,5673,0
33380,76707,942,0
33381,76707,934,0
33382,76708,5674,0
33383,76708,5675,0
33384,76708,5676,0
33385,76708,1074,0
33386,76708,1066,0
33387,76709,5677,0
33388,76709,5678,0
33389,76709,5679,0
33390,76709,1074,0
33391,76709,1066,0
33392,76710,5680,0
33393,76710,5681,0
33394,76710,5682,0
33395,76710,1182,0
33396,76710,1181,0
33397,76711,5683,0
33398,76711,5684,0
33399,76711,5685,0
33400,76711,1182,0
33401,76711,1181,0
33402,76712,5686,0
33403,76712,5687,0
33404,76712,5688,0
33405,76712,1203,0
33406,76712,1183,0
33407,76713,5689,0
33408,76713,5690,0
33409,76713,5691,0
33410,76713,1203,0
33411,76713,1183,0
33412,76714,5692,0
33413,76714,5693,0
33414,76714,5694,0
33415,76714,5698,0
33416,76714,1207,0
33417,76715,5695,0
33418,76715,5696,0
33419,76715,5697,0
33420,76715,5698,0
33421,76715,1207,0
33422,76716,5701,0
33423,76716,5702,0
33424,76716,5703,0
33425,76716,1187,0
33426,76716,1184,0
33427,76717,5704,0
33428,76717,5705,0
33429,76717,5706,0
33430,76717,1187,0
33431,76717,1184,0
33432,76718,5707,0
33433,76718,5708,0
33434,76718,5709,0
33435,76718,1119,0
33436,76718,1179,0
33437,76719,5710,0
33438,76719,5711,0
33439,76719,5712,0
33440,76719,1119,0
33441,76719,1179,0
33442,76720,5713,0
33443,76720,5714,0
33444,76720,5715,0
33445,76720,1156,0
33446,76720,1178,0
33447,76721,5716,0
33448,76721,5717,0
33449,76721,5718,0
33450,76721,1156,0
33451,76721,1178,0
33452,76722,5719,0
33453,76722,5720,0
33454,76722,5721,0
33455,76722,1132,0
33456,76722,1165,0
33457,76723,5722,0
33458,76723,5723,0
33459,76723,5724,0
33460,76723,1132,0
33461,76723,1165,0
33467,76724,5725,0
33468,76724,5726,0
33469,76724,5727,0
33470,76724,1147,0
33471,76724,1180,0
33472,76725,5728,0
33473,76725,5729,0
33474,76725,5730,0
33475,76725,1147,0
33476,76725,1180,0
33477,76726,5731,0
33478,76726,5732,0
33479,76726,5733,0
33480,76726,1555,0
33481,76726,1492,0
33482,76727,5734,0
33483,76727,5735,0
33484,76727,5736,0
33485,76727,1555,0
33486,76727,1492,0
33487,76728,5737,0
33488,76728,5738,0
33489,76728,5739,0
33490,76728,1214,0
33491,76728,1218,0
33492,76729,5740,0
33493,76729,5741,0
33494,76729,5742,0
33495,76729,1214,0
33496,76729,1218,0
33497,76730,5743,0
33498,76730,5744,0
33499,76730,5745,0
33500,76730,1417,0
33501,76730,1367,0
33502,76731,5746,0
33503,76731,5747,0
33504,76731,5748,0
33505,76731,1417,0
33506,76731,1367,0
33611,76947,5758,0
33612,76947,5759,0
33613,76949,5760,0
33614,76949,5761,0
33615,76949,5762,0
33616,76949,5763,0
33617,76949,5764,0
33618,76950,5760,0
33619,76950,5761,0
33620,76950,5762,0
33621,76950,5763,0
33622,76950,5764,0
33623,76951,5760,0
33624,76951,5761,0
33625,76951,5762,0
33626,76951,5763,0
33627,76951,5764,0
33628,76952,5760,0
33629,76952,5761,0
33630,76952,5762,0
33631,76952,5763,0
33632,76952,5764,0
33633,76953,5760,0
33634,76953,5761,0
33635,76953,5762,0
33636,76953,5763,0
33637,76953,5764,0
33638,76954,5760,0
33639,76954,5761,0
33640,76954,5762,0
33641,76954,5763,0
33642,76954,5764,0
33643,76955,5760,0
33644,76955,5761,0
33645,76955,5762,0
33646,76955,5763,0
33647,76955,5764,0
33648,76956,5760,0
33649,76956,5761,0
33650,76956,5762,0
33651,76956,5763,0
33652,76956,5764,0
33653,76957,5760,0
33654,76957,5761,0
33655,76957,5762,0
33656,76957,5763,0
33657,76957,5764,0
33658,76958,5760,0
33659,76958,5761,0
33660,76958,5762,0
33661,76958,5763,0
33662,76958,5764,0
33663,76959,5760,0
33664,76959,5761,0
33665,76959,5762,0
33666,76959,5763,0
33667,76959,5764,0
33668,76960,5760,0
33669,76960,5761,0
33670,76960,5762,0
33671,76960,5763,0
33672,76960,5764,0
33679,76961,5765,0
33680,76961,5766,0
33681,76961,5761,0
33682,76961,5762,0
33683,76961,5763,0
33684,76961,5764,0
34093,55206,3137,0
34094,55206,3131,0
34095,55206,3132,0
34099,72590,5235,0
34100,72590,5241,0
34101,72590,5240,0
34102,72594,5239,0
34103,72594,5241,0
34104,72594,5240,0
34113,72589,5779,0
34114,72589,5241,0
34115,72589,5780,0
34116,72589,5240,0
34117,72591,5237,0
34118,72591,5236,0
34121,77151,5781,0
34122,77151,5241,0
34276,77272,5783,0
34277,77273,5791,0
34291,77265,5784,0
34292,77265,5787,0
34293,77265,5788,0
34294,77265,5793,0
34295,77266,5785,0
34296,77266,5787,0
34297,77266,5788,0
34298,77266,5793,0
34299,77267,5786,0
34300,77267,5787,0
34301,77267,5788,0
34302,77267,5793,0
34398,34392,2356,0
34399,34395,2359,0
34400,18523,1373,0
34401,18523,1376,0
34402,18523,1377,0
