id,dish,group,order
9053,29597,2051,0
9054,29598,2052,0
9055,29598,2053,0
9056,29598,2054,0
9057,29599,2049,0
9058,29599,2050,0
9059,29599,2051,0
9060,29614,2043,0
9061,29614,2044,0
9062,29614,2055,0
9063,29616,2056,0
9064,29616,2057,0
9065,29617,2056,0
9066,29617,2057,0
9067,29617,2058,0
9068,25767,1788,0
9069,25768,1788,0
9070,25769,1788,0
9071,25770,1788,0
9072,25771,1789,0
9073,25772,1790,0
9074,25773,1791,0
9075,25774,1788,0
9076,25775,1788,0
9077,25776,1788,0
9078,25777,1788,0
9079,25778,1788,0
9080,25779,1788,0
9081,25780,1788,0
9082,25781,1788,0
9083,25782,1788,0
9084,25783,1788,0
9085,25784,1788,0
9086,25788,1792,0
9158,29705,2069,0
9159,29705,2071,0
9160,29705,2072,0
9161,29706,2070,0
9162,29706,2071,0
9163,29706,2072,0
9197,29734,2076,0
9198,29734,2079,0
9199,29734,2080,0
9200,29734,2072,0
9205,29736,2077,0
9206,29736,2079,0
9207,29736,2080,0
9208,29736,2072,0
9213,29738,2078,0
9214,29738,2079,0
9215,29738,2080,0
9216,29738,2072,0
9238,29817,2083,0
9239,29817,2084,0
9240,29817,2087,0
9241,29817,2088,0
9242,29818,2085,0
9243,29818,2086,0
9244,29818,2087,0
9245,29818,2088,0
9248,29820,2088,0
9249,29820,2087,0
9254,29821,2085,0
9255,29821,2086,0
9256,29821,2072,0
9257,29821,2088,0
9258,29825,2089,0
9371,29477,2016,0
9372,29477,2017,0
9373,29478,2018,0
9374,29478,2019,0
9375,29481,2016,0
9376,29481,2017,0
9377,29482,2018,0
9378,29482,2019,0
9379,29485,2016,0
9380,29485,2017,0
9381,29485,2025,0
9382,29486,2018,0
9383,29486,2019,0
9384,29486,2025,0
9385,29489,2027,0
9386,29469,2016,0
9387,29469,2017,0
9388,29469,2024,0
9389,29470,2018,0
9390,29470,2019,0
9391,29470,2024,0
9392,29473,2016,0
9393,29473,2017,0
9394,29474,2018,0
9395,29474,2019,0
9416,12390,914,0
9417,12390,893,0
9418,12391,915,0
9419,12391,893,0
9420,12392,916,0
9421,12392,893,0
9512,30020,2103,0
9547,12384,902,0
9548,12384,903,0
9549,12384,893,0
9550,12384,897,0
9555,12385,904,0
9556,12385,905,0
9557,12385,893,0
9558,12385,897,0
9565,30031,904,0
9566,30031,905,0
9567,30031,2106,0
9572,30032,2108,0
9573,30032,900,0
9574,30032,901,0
9575,30032,2106,0
9578,30033,2107,0
9579,30033,2106,0
9587,12379,894,0
9588,12379,895,0
9589,12379,896,0
9590,12379,893,0
9591,12379,897,0
9592,12379,2105,0
9593,12379,898,0
9601,12380,899,0
9602,12380,900,0
9603,12380,901,0
9604,12380,893,0
9605,12380,897,0
9606,12380,2105,0
9607,12380,898,0
9610,30040,2112,0
9611,30041,2109,0
9612,30041,910,0
9613,30041,911,0
9614,30041,2110,0
9615,30041,2111,0
9616,30041,2113,0
9617,30042,2114,0
9618,30042,2115,0
9619,30042,2106,0
9620,30042,897,0
9621,30043,2116,0
9622,30043,2117,0
9623,30043,2118,0
9624,30043,2119,0
9652,30236,2121,0
9653,30236,2124,0
9654,30236,2125,0
9655,30236,2133,0
9656,30237,2122,0
9657,30237,2124,0
9658,30237,2125,0
9659,30237,2133,0
9660,30238,2123,0
9661,30238,2124,0
9662,30238,2125,0
9663,30238,2133,0
9664,30239,2126,0
9665,30239,2129,0
9666,30239,2132,0
9667,30239,2133,0
9668,30240,2127,0
9669,30240,2130,0
9670,30240,2132,0
9671,30240,2133,0
9672,30241,2128,0
9673,30241,2131,0
9674,30241,2132,0
9675,30241,2133,0
9740,30392,2152,0
9741,30392,2163,0
9742,30393,2152,0
9743,30393,2163,0
9744,30394,2152,0
9745,30394,2163,0
9746,30410,2153,0
9747,30410,2163,0
9748,30411,2153,0
9749,30411,2163,0
9750,30412,2153,0
9751,30412,2163,0
9752,30627,2164,0
9781,30632,2174,0
9782,30633,2174,0
9783,30634,2174,0
9784,30635,2174,0
9785,30636,2174,0
9786,30637,2174,0
9787,30638,2174,0
9788,30639,2174,0
9789,30640,2174,0
9790,30641,2174,0
9791,30642,2174,0
9792,30643,2174,0
9793,30644,2174,0
9794,30645,2174,0
9795,30646,2174,0
9796,30647,2174,0
9797,30648,2174,0
9854,29472,2022,0
9855,29472,2023,0
9856,29472,2179,0
9881,30778,2181,0
9882,30778,2182,0
9883,30778,2193,0
9884,30779,2183,0
9885,30779,2184,0
9886,30779,2190,0
9887,30780,2185,0
9888,30780,2186,0
9889,30780,2191,0
9890,30781,2187,0
9891,30781,2188,0
9892,30781,2192,0
9895,30783,2183,0
9896,30783,2184,0
9897,30782,2181,0
9898,30782,2182,0
9899,30784,2185,0
9900,30784,2186,0
9901,30785,2187,0
9902,30785,2188,0
9903,30786,2181,0
9904,30786,2182,0
9905,30787,2183,0
9906,30787,2184,0
9907,30788,2185,0
9908,30788,2186,0
9909,30789,2187,0
9910,30789,2188,0
9911,30790,2181,0
9912,30790,2182,0
9913,30790,2194,0
9914,30791,2183,0
9915,30791,2184,0
9916,30791,2194,0
9917,30792,2185,0
9918,30792,2186,0
9919,30792,2195,0
9920,30793,2187,0
9921,30793,2188,0
9922,30793,2195,0
9923,30794,2196,0
9924,30794,2197,0
9925,30794,2198,0
9926,30795,2185,0
9927,30795,2186,0
9928,30795,2194,0
9929,30797,2199,0
9930,30797,2200,0
9931,30797,2201,0
9932,30799,2202,0
9933,30800,2203,0
9953,31146,2211,0
9954,28145,1949,0
9955,28153,1951,0
9956,28150,1950,0
9957,28216,1952,0
9959,28218,1953,0
9960,28219,1954,0
9961,31299,2212,0
9962,31300,2212,0
9963,31301,2212,0
9964,31302,2212,0
9965,31303,2212,0
9966,31304,2212,0
9967,31305,2212,0
9968,31306,2212,0
9969,31307,2212,0
9970,31308,2212,0
9971,31323,2213,0
9972,31324,2213,0
9973,31325,2213,0
9974,31326,2213,0
9975,31327,2213,0
9976,31328,2213,0
9977,31329,2213,0
9978,31404,2214,0
9979,31404,2216,0
9982,31406,2214,0
9983,31406,2216,0
9985,31405,2214,0
9988,31407,2215,0
9989,31407,2216,0
9990,30431,2154,0
9991,30431,2159,0
9992,30431,2217,0
9993,30432,2155,0
9994,30432,2159,0
9995,30432,2217,0
9996,30433,2156,0
9997,30433,2159,0
9998,30433,2217,0
9999,30434,2157,0
10000,30434,2159,0
10001,30434,2217,0
10002,30435,2158,0
10003,30435,2159,0
10004,30435,2217,0
10005,14052,983,0
10006,14052,985,0
10007,14052,2218,0
10008,14055,983,0
10009,14055,2218,0
10010,14056,983,0
10011,14056,984,0
10012,14056,2218,0
10013,14057,986,0
10014,14057,985,0
10015,14057,2218,0
10016,14058,986,0
10017,14058,2218,0
10018,14059,986,0
10019,14059,984,0
10020,14059,2218,0
10021,14060,987,0
10022,14060,985,0
10023,14060,2218,0
10024,14061,987,0
10025,14061,2218,0
10026,14062,987,0
10027,14062,984,0
10028,14062,2218,0
10029,30180,2120,0
10032,31670,2219,0
10325,32223,2271,0
10326,32223,2274,0
10327,32223,2275,0
10328,32223,2286,0
10329,32224,2272,0
10330,32224,2276,0
10331,32224,2277,0
10332,32224,2286,0
10333,32225,2273,0
10334,32225,2278,0
10335,32225,2279,0
10336,32225,2286,0
10337,32226,2280,0
10338,32226,2283,0
10339,32226,2286,0
10340,32226,2287,0
10341,32227,2281,0
10342,32227,2284,0
10343,32227,2286,0
10344,32227,2287,0
10345,32228,2282,0
10346,32228,2285,0
10347,32228,2286,0
10348,32228,2287,0
10357,32229,2288,0
10358,32229,2285,0
10359,32229,2286,0
10360,32229,2293,0
10366,32230,2289,0
10367,32230,2278,0
10368,32230,2279,0
10369,32230,2286,0
10370,32230,2287,0
10378,32231,2290,0
10379,32231,2278,0
10380,32231,2279,0
10381,32231,2291,0
10382,32231,2286,0
10383,32231,2287,0
10384,32231,2292,0
10385,32239,2294,0
10419,32344,2302,0
10420,32345,2302,0
10421,32346,2303,0
10422,32347,2303,0
10423,32348,2304,0
10424,32349,2304,0
10426,32353,2306,0
10427,32354,2307,0
10428,32355,2308,0
10429,32356,2308,0
10430,32397,2309,0
10431,32399,2310,0
10432,32434,2311,0
10433,32435,2311,0
10434,32436,2312,0
10435,32437,2312,0
10436,32438,2313,0
10437,32439,2313,0
10439,32442,2314,0
10440,32352,2305,0
10441,32443,2315,0
10442,32444,2316,0
10443,32445,2317,0
10444,32446,2317,0
10454,33074,2322,0
10455,33154,2323,0
10456,33155,2324,0
10457,33156,2325,0
10463,33213,2330,0
10464,33214,2331,0
10465,33215,2332,0
10466,33157,2326,0
10467,33158,2327,0
10468,33159,2328,0
10469,33236,2333,0
10471,33238,2333,0
10472,33238,2334,0
10473,33239,2335,0
