id,name,type,course,dish,restaurant,lang,useincombo,isglobal
1772,Burgers extra,e,0,0,230,en,N,N
1773,Burgers ing,ci,0,0,230,en,N,N
1774,Chicken Burger ing,ci,0,0,230,en,N,N
1775,Burger extra with Poutine,e,0,0,230,en,N,N
1776,Extra ---Poutine,e,0,0,230,en,N,N
1777,Pizza Toppings,ci,0,0,184,fr,N,N
1778,Pizza from 1 to 8,ci,0,0,184,fr,N,N
1779,Pizza from 9 to 21,ci,0,0,184,fr,N,N
1780,Drinks can,d,0,0,184,fr,N,N
1781,No bacon for caesar salad,e,0,0,184,fr,N,N
1782,Sous marins chaud upgrade to poutine,e,0,0,184,fr,N,N
1783,poutine extra fromage and sauce,e,0,0,184,fr,N,N
1784,crust type with whole wheat and without gluten free,br,0,0,131,fr,N,N
1785,Burgers extra,e,0,0,231,fr,N,N
1786,Wings Sauces,sa,0,0,231,fr,N,N
1787,Nachos extra,e,0,0,231,fr,N,N
1788,Burgers ing,ci,0,0,231,fr,N,N
1789,poutine extra fromage and sauce,e,0,0,231,fr,N,N
1790,Upgrade to Poutine,e,0,0,231,fr,N,N
1791,Subs sauces,sa,0,0,231,fr,N,N
1792,Pizza Toppings,ci,0,0,231,fr,N,N
1793,Pizza Dips,sa,0,0,231,fr,N,N
1794,Salads Dressings,dr,0,0,225,en,N,N
1795,Vegetarian Toppings,ci,0,0,225,en,N,N
1796,Meat Toppings,ci,0,0,225,en,N,N
1797,Poutine or Chef Salad side dish,sd,0,0,225,en,N,N
1798,Crust Type,br,0,0,225,en,N,N
1799,Extra Shrimp 3.49`,e,0,0,225,en,N,N
1800,Poutine 2.50,e,0,0,225,en,N,N
1801,Burgers ing,ci,0,0,225,en,N,N
1802,Pasta ----Extra Chicken or shrimp,e,0,0,225,en,N,N
1803,Vegetarian toppings,ci,0,0,225,fr,N,N
1804,Meat toppings,ci,0,0,225,fr,N,N
1805,Dry Noodles 0.30,e,0,0,232,en,N,N
1806,Pizza Familiale side dish,sd,0,0,225,fr,N,N
1807,Pizza Crust,br,0,0,225,fr,N,N
1808,Salads Dressings,dr,0,0,225,fr,N,N
1809,Upgrade to poutine,e,0,0,225,fr,N,N
1810,Extra Shrimp 3.49`,e,0,0,225,fr,N,N
1811,Pasta ----Extra Chicken or shrimp,e,0,0,225,fr,N,N
1812,Burgers ing,ci,0,0,225,fr,N,N
1813,Burger extra with poutine,e,0,0,225,en,N,N
1814,Burgers extra without poutine,e,0,0,225,en,N,N
1815,Burgers extra with poutine,e,0,0,225,fr,N,N
1816,Burgers extra without poutine,e,0,0,225,fr,N,N
1817,Crust Type,br,0,0,226,fr,N,N
1818,Pizza Dips,sa,0,0,226,fr,N,N
1819,Salads Dressings,dr,0,0,226,fr,N,N
1820,Pizza Toppings,ci,0,0,228,en,N,N
1821,Pizza Toppings without Premium,ci,0,0,228,en,N,N
1822,Premium Toppings,ci,0,0,228,en,N,N
1824,Crust Type,br,0,0,228,en,N,N
1825,Dips,sa,0,0,228,en,N,N
1826,Salads Dressings,dr,0,0,228,en,N,N
1827,Pizza Toppings,ci,0,0,228,fr,N,N
1828,Pizza Toppings without Premium,ci,0,0,228,fr,N,N
1829,Premium Toppings,ci,0,0,228,fr,N,N
1830,Crust Type,br,0,0,228,fr,N,N
1831,Dips,sa,0,0,228,fr,N,N
1832,Salads Dressings,dr,0,0,228,fr,N,N
1833,Pizza Toppings,ci,0,0,229,en,N,N
1834,Pizza Toppings without Premium,ci,0,0,229,en,N,N
1835,Premium Toppings,ci,0,0,229,en,N,N
1836,Crust Type,br,0,0,229,en,N,N
1837,Dips,sa,0,0,229,en,N,N
1839,Upgrade to poutine,e,0,0,229,en,N,N
1840,Salads Dressings,dr,0,0,229,en,N,N
1841,Pizza Crust Type without Gluten Free,br,0,0,229,en,N,N
1842,Quesadilla plater side dish,sd,0,0,229,en,N,N
1843,Pizza Toppings,ci,0,0,227,fr,N,N
1844,Pizza Toppings without Premium,ci,0,0,227,fr,N,N
1845,Premium Toppings,ci,0,0,227,fr,N,N
1846,Crust Type,br,0,0,227,fr,N,N
1847,Dips,sa,0,0,227,fr,N,N
1848,Burgers ing,ci,0,0,227,fr,N,N
1849,Burgers extra,e,0,0,227,fr,N,N
1850,Dips,sa,0,0,230,en,N,N
1851,pizza crust without gluten,br,0,0,95,en,N,N
1852,crust without gluten,br,0,0,109,en,N,N
1853,pizza crust without gluten,br,0,0,110,en,N,N
1854,,,0,0,0,,N,N
1855,,,0,0,0,,N,N
1856,2 l drinks,d,0,0,94,en,N,N
1857,caned pop,d,0,0,94,en,N,N
1858,Salads Extra Chicken,e,0,0,236,en,N,N
1859,From the grill extra skewer and Tzatziki and Bread,e,0,0,236,en,N,N
1860,Wings Sauces,sa,0,0,236,en,N,N
1861,Salads Extra Chicken,e,0,0,236,fr,N,N
1862,From the grill extra skewer,e,0,0,236,fr,N,N
1863,Drinks can,d,0,0,210,en,N,N
1864,Wings Sauces,sa,0,0,236,fr,N,N
1865,Pizza Toppings,ci,0,0,238,en,N,N
1866,Pizza Topping without Premium,ci,0,0,238,en,N,N
1867,Premium Toppings,ci,0,0,238,en,N,N
1868,Dips,sa,0,0,238,en,N,N
1871,Pizza Toppings,ci,0,0,245,en,N,N
1872,Pizza Toppings without Premium,ci,0,0,245,en,N,N
1873,Premium Toppings,ci,0,0,245,en,N,N
1874,Crust Type,br,0,0,245,en,N,N
1875,Dips,sa,0,0,245,en,N,N
1876,Wings Sauces,sa,0,0,245,en,N,N
1877,Salads Dressings,dr,0,0,245,en,N,N
1878,Donair Sub Sauces,sa,0,0,245,en,N,N
1879,Donairs extra meat,e,0,0,245,en,N,N
1880,Subs Side Dish,sd,0,0,238,en,N,N
1881,Salads Dressing,dr,0,0,238,en,N,N
1882,Crust Type,br,0,0,240,en,N,N
1883,Crust Type without Gluten Free,br,0,0,240,en,N,N
1884,Pizza Toppings,ci,0,0,240,en,N,N
1885,Pizza Toppings without Premium,ci,0,0,240,en,N,N
1886,Premium Toppings,ci,0,0,240,en,N,N
1887,Dips,sa,0,0,240,en,N,N
1888,Greek--extra tzatziki,e,0,0,238,en,N,N
1889,Wings Sauces,sa,0,0,238,en,N,N
1890,Salads Dressings,dr,0,0,240,en,N,N
1891,Platters fries selection,ci,0,0,240,en,N,N
1892,Platters upgrades,sd,0,0,240,en,N,N
1893,Platters----sandwiches-----add cheese or bacon,e,0,0,240,en,N,N
1894,Poutine-- extra ,e,0,0,243,en,N,N
1895,Caesar salad-----extra chicken,e,0,0,243,en,N,N
1896,Burgers/ Sandwiches/ Wraps----side dish,sd,0,0,243,en,N,N
1897,Burgers---extra cheese,e,0,0,243,en,N,N
1898,Seafood dinners-----rice or fries,sd,0,0,243,en,N,N
1899,Dinner for 2---side dishes,sd,0,0,243,en,N,N
1900,Fried Noodles or Rice noodles,ci,0,0,232,en,N,N
1901,Drinks can,d,0,0,232,en,N,N
1902,Crust Type,br,0,0,236,en,N,N
1903,Dips,sa,0,0,236,en,N,N
1904,Pizza Toppings,ci,0,0,236,en,N,N
1905,Salads Dressings,dr,0,0,236,en,N,N
1906,Crust Type,br,0,0,236,fr,N,N
1907,Pizza Toppings,ci,0,0,236,fr,N,N
1908,Dips,sa,0,0,236,fr,N,N
1909,Salads Dressings,dr,0,0,236,fr,N,N
1910,Wings Sauces,sa,0,0,244,en,N,N
1911,Platters Add On's,e,0,0,244,en,N,N
1912,Choose 3 Meats,ci,0,0,244,en,N,N
1913,Add Chicken for Salads,e,0,0,244,en,N,N
1914,Drinks can,d,0,0,237,en,N,N
1915,Platters sauces,sa,0,0,237,en,N,N
1916,Extra Sauce,e,0,0,237,en,N,N
1917,Platters ing,ci,0,0,241,en,N,N
1918,Platters side dishes,sd,0,0,241,en,N,N
1919,Wraps ing,ci,0,0,241,en,N,N
1920,Wraps sauces,sa,0,0,241,en,N,N
1921,Pizza Toppings,ci,0,0,247,en,N,N
1922,Pizza Topping without Premium,ci,0,0,247,en,N,N
1923,Premium Toppings,ci,0,0,247,en,N,N
1924,Dips,sa,0,0,247,en,N,N
1925,Sandwich Combo Trio,ci,0,0,241,en,N,N
1926,Sandwich Combo Trio side dish,sd,0,0,241,en,N,N
1927,Salads Dressing,dr,0,0,247,en,N,N
1928,Donairs Sauce,sa,0,0,247,en,N,N
1929,Meats for Julienne Salad,ci,0,0,247,en,N,N
1930,Wings Sauces,sa,0,0,247,en,N,N
1931,Super Salad meat,ci,0,0,215,en,N,N
1932,Donairs meat,ci,0,0,215,en,N,N
1933,Pizza Toppings,ci,0,0,246,en,N,N
1934,Pizza Topping without Premium,ci,0,0,246,en,N,N
1935,Premium Toppings,ci,0,0,246,en,N,N
1936,Drinks can,d,0,0,245,en,N,N
1937,Burgers---extra cheese or bacon,e,0,0,245,en,N,N
1938,Burgers ing,ci,0,0,245,en,N,N
1939,Chop Suey or Chow Mein,cm,0,0,232,en,N,N
1940,Donairs Sauce,sa,0,0,246,en,N,N
1941,Donairs Extra,e,0,0,246,en,N,N
1942,Poutine Extra ,e,0,0,246,en,N,N
1943,Wings Sauces,sa,0,0,246,en,N,N
1944,Wings Sauces,sa,0,0,243,en,N,N
1945,Salads Dressings,dr,0,0,243,en,N,N
1946,Side orders ---extra ,e,0,0,153,en,N,N
1947,Drinks can,d,0,0,241,en,N,N
1948,Salads extra chicken,e,0,0,240,en,N,N
1949,Cheese for Pasta,e,0,0,240,en,N,N
1950,Extra chicken wing,e,0,0,127,en,N,N
1951,Drinks can,d,0,0,240,en,N,N
1952,Cheese or bacon for garlic bread,e,0,0,240,en,N,N
1953,Base sauces for Create your own pizza,sa,0,0,240,en,N,N
1954,Thick or thin crust,br,0,0,240,en,N,N
1955,Wings Sauces,sa,0,0,240,en,N,N
1956,Chicken or beef for salads,e,0,0,242,fr,N,N
1957,Sandwiches sauces,sa,0,0,242,fr,N,N
1958,Drinks can,d,0,0,242,fr,N,N
1959,Trio Wrap,ci,0,0,242,fr,N,N
1960,Side dish for Calzones,sd,0,0,240,en,N,N
1961,Crust Type,br,0,0,248,en,N,N
1962,Pizza Toppings LAST UPDATE,ci,0,0,248,en,N,N
1963,Pizza Toppings without Premium LAST UPDATE,ci,0,0,248,en,N,N
1964,Premium Toppings LAST UPDATE,ci,0,0,248,en,N,N
1965,Toppings for Gourmet Pizza,ci,0,0,248,en,N,N
1966,Wings Sauces,sa,0,0,248,en,N,N
1967,Subs extra cheese,e,0,0,248,en,N,N
1968,Donairs and Shawarmas sauces,sa,0,0,248,en,N,N
1969,Salads Dressings,dr,0,0,248,en,N,N
1970,Fish and Chips extra fish,e,0,0,248,en,N,N
1971,Chicken Fingers extra finger,e,0,0,248,en,N,N
1972,Drinks can,d,0,0,248,en,N,N
1973,Dips,sa,0,0,248,en,N,N
1974,Crust Type without Gluten Free,br,0,0,248,en,N,N
1975,Burgers ing,ci,0,0,248,en,N,N
1976,Burgers extra cheese or bacon,e,0,0,248,en,N,N
1977,Salads extra chicken,e,0,0,248,en,N,N
1978,Salads Dressings,dr,0,0,242,fr,N,N
1979,Sauces for Sandwiches Roules,sa,0,0,242,fr,N,N
1980,Extra Cheese for 1.50,e,0,0,242,fr,N,N
1981,Crust Type,br,0,0,247,en,N,N
1982,Drinks can,d,0,0,247,en,N,N
1983,Extra cheese 1.00,e,0,0,247,en,N,N
1984,Crust Type,br,0,0,246,en,N,N
1985,Dips,sa,0,0,246,en,N,N
1986,Salads Dressings,dr,0,0,246,en,N,N
1987,No bacon for caesar salad,e,0,0,246,en,N,N
1988,Burgers extra,e,0,0,246,en,N,N
1989,Burgers ing,ci,0,0,246,en,N,N
1990,Drinks can,d,0,0,246,en,N,N
1991,Crust Type,br,0,0,238,en,N,N
1992,Crust Type without Gluten Free,br,0,0,238,en,N,N
1993,Drinks can,d,0,0,238,en,N,N
1994,Burgers extra,e,0,0,238,en,N,N
1995,Burger platters side dish,sd,0,0,238,en,N,N
1996,Chicken for Salads,e,0,0,238,en,N,N
1997,Donair Sauces,sa,0,0,238,en,N,N
1998,Pizza Toppings,ci,0,0,259,en,N,N
1999,Wings Sauces,sa,0,0,259,en,N,N
2000,Italian dishes extra chicken and shrimp,e,0,0,259,en,N,N
2001,215 cooking method,cm,0,0,262,en,N,N
2002,Extra chicken,e,0,0,249,fr,N,N
2003,Chicken or beef,ci,0,0,249,fr,N,N
2004,Rice or Potatoes,sd,0,0,249,fr,N,N
2005,Pizza Toppings,ci,0,0,263,en,N,N
2006,Pizza Toppings without Premium,ci,0,0,263,en,N,N
2007,Premium Toppings,ci,0,0,263,en,N,N
2008,Dips,sa,0,0,263,en,N,N
2009,Shawarma sauces,sa,0,0,263,en,N,N
2010,Souvlaki platters sauces,sa,0,0,263,en,N,N
2011,Souvlaki platters extras,e,0,0,263,en,N,N
2012,Souvlaki platters ingredients,ci,0,0,263,en,N,N
2013,Salads Dressings,dr,0,0,263,en,N,N
2014,Salads Extra Chicken,e,0,0,263,en,N,N
2015,Wings Sauces,sa,0,0,263,en,N,N
2016,Subs sauces,sa,0,0,263,en,N,N
2017,Rice Paper,ci,0,0,265,en,N,N
2018,Pizza Toppings,ci,0,0,254,en,N,N
2019,Pizza Toppings without Premium,ci,0,0,254,en,N,N
2020,Premium Toppings,ci,0,0,254,en,N,N
2021,Crust Type,br,0,0,254,en,N,N
2022,Dips,sa,0,0,254,en,N,N
2023,Salads Dressings,dr,0,0,254,en,N,N
2024,Soup Option,sd,0,0,262,en,N,N
2025,Wraps extra Fries,e,0,0,254,en,N,N
2026,Platters wedges or fries,sd,0,0,254,en,N,N
2027,Platters sauces,sa,0,0,254,en,N,N
2028,Platters upgrade,e,0,0,254,en,N,N
2029,Wings Sauces,sa,0,0,254,en,N,N
2030,Wraps Ingredients,ci,0,0,256,en,N,N
2031,Platters Salad extra toppings,ci,0,0,256,en,N,N
2032,Platters Sauces,sa,0,0,256,en,N,N
2033,Platters Side dish,sd,0,0,256,en,N,N
2034,Platters Bread,br,0,0,256,en,N,N
2035,Crust Type,br,0,0,213,en,N,N
2039,Dips,sa,0,0,213,en,N,N
2040,Pizza Toppings,ci,0,0,255,en,N,N
2041,Pizza Toppings without Premium,ci,0,0,255,en,N,N
2042,Premium Toppings,ci,0,0,255,en,N,N
2043,Dips,sa,0,0,255,en,N,N
2044,Punjabi Pizza cooking method,cm,0,0,255,en,N,N
2045,Salads Dressings,dr,0,0,255,en,N,N
2046,Burgers ing,ci,0,0,255,en,N,N
2047,Burgers Platters extra,e,0,0,255,en,N,N
2048,Platters upgrade,e,0,0,255,en,N,N
2049,Burgers extra,e,0,0,255,en,N,N
2050,Donair extra,e,0,0,255,en,N,N
2051,Wings Sauces,sa,0,0,255,en,N,N
2052,Drinks can,d,0,0,255,en,N,N
2053,Wings Sauces,sa,0,0,213,en,N,N
2054,Make it large,e,0,0,255,en,N,N
2055,Subs Sauces,sa,0,0,213,en,N,N
2056,Pasta extra,e,0,0,213,en,N,N
2057,Donairs -- Extra,e,0,0,213,en,N,N
2058,Drinks 1 litre,d,0,0,208,en,N,N
2059,Crust Type,br,0,0,263,en,N,N
2060,Pita Sandwiches sauces,sa,0,0,263,en,N,N
2061,Caesar salad extra,e,0,0,263,en,N,N
2062,Chef Combo Platter meat,ci,0,0,263,en,N,N
2063,Burgers ing,ci,0,0,263,en,N,N
2064,Platters / Burgers upgrades,e,0,0,263,en,N,N
2065,Drinks can,d,0,0,263,en,N,N
2066,Premium Toppings For Specials,ci,0,0,263,en,N,N
2067,Toppings For Specials,ci,0,0,263,en,N,N
2068,Platters extra sauce,e,0,0,249,fr,N,N
2069,Thai Assiete #13 extra,e,0,0,249,fr,N,N
2070,Drinks can,d,0,0,249,fr,N,N
2071,Drinks and water,d,0,0,249,fr,N,N
2072,Extra for #39,e,0,0,249,fr,N,N
2073,Sandwiches sauces,sa,0,0,249,fr,N,N
2074,Pizza Toppings for Single Pizza,ci,0,0,255,en,N,N
2075,Pizza Toppings without Premium for Single Pizza,ci,0,0,255,en,N,N
2076,Premium Toppings for Single Pizza,ci,0,0,255,en,N,N
2077,Burgers ing,ci,0,0,254,en,N,N
2078,Burgers extra,e,0,0,254,en,N,N
2079,Burgers upgrades,sd,0,0,254,en,N,N
2080,Drinks can,d,0,0,254,en,N,N
2081,Regular Toppings for Specials,ci,0,0,254,en,N,N
2082,Premium Toppings For Specials,ci,0,0,254,en,N,N
2083,Crust Type without Gluten Free,br,0,0,254,en,N,N
2085,Dips,sa,0,0,259,en,N,N
2089,Wings Sauces,sa,0,0,199,en,N,N
2090,Wings extra pcs,e,0,0,199,en,N,N
2091,New club sides,e,0,0,200,en,N,N
2092,new burger sides,e,0,0,200,en,N,N
2093,chicken sides,sd,0,0,200,en,N,N
2094,hot sandwich new side,sd,0,0,200,en,N,N
2095,Mexican food Fajitas meat,ci,0,0,199,en,N,N
2096,Super Nachos meat,ci,0,0,199,en,N,N
2097,Change vegetables to House salad,e,0,0,126,en,N,N
2098,Sandewiches or Wraps bread,br,0,0,126,en,N,N
2099,215 cooking method,cm,0,0,280,en,N,N
2100,Soup Option,sd,0,0,280,en,N,N
2101,Spring Roll,ci,0,0,280,en,N,N
2102,Beef & Chicken & Pork,ci,0,0,277,en,N,N
2103,Beef Short Ribs & Grilled Chicken,ci,0,0,277,en,N,N
2104,Steamed Rice Side Dish,sd,0,0,280,en,N,N
2105,Beef & Chicken,ci,0,0,277,en,N,N
2106,Shrimp & Squid,ci,0,0,277,en,N,N
2107,G03 side dishes,sd,0,0,277,en,N,N
2108,Extras Noodle Soup,e,0,0,278,en,N,N
2109,noodles,br,0,0,144,en,N,N
2110,Burgers extra poutine and chicken patty,e,0,0,197,en,N,N
2111,Surf and Turf side dishes,sd,0,0,197,en,N,N
2112,Curries and Masala extra ,e,0,0,197,en,N,N
2113,Seasonal fresh veggie extra shrimp,e,0,0,197,en,N,N
2114,Crust Type without Gluten Free,br,0,0,213,en,N,N
2115,Donairs and Shawarma sauces,sa,0,0,213,en,N,N
2116,Salads Dressings,dr,0,0,213,en,N,N
2117,Pizza Toppings,ci,0,0,213,en,N,N
2118,Pizza Toppings without Premium ,ci,0,0,213,en,N,N
2119,Premium Toppings ,ci,0,0,213,en,N,N
2120,Drinks can+2L,d,0,0,213,en,N,N
2121,Drinks 2L,d,0,0,213,en,N,N
2122,P23,ci,0,0,277,en,N,N
2123,Thin Vermicelli Platter,ci,0,0,277,en,N,N
2124,Coffee or Tea,d,0,0,277,en,N,N
2125,Pizza Toppings 2,ci,0,0,199,en,N,N
2126,Pizza Toppings without Premium 2,ci,0,0,199,en,N,N
2127,Premium Toppings 2,ci,0,0,199,en,N,N
2128,Dips,sa,0,0,199,en,N,N
2129,Drinks can,d,0,0,199,en,N,N
2130,Pizza Toppings 1,ci,0,0,199,en,N,N
2131,Pizza Toppings without Premium 1,ci,0,0,199,en,N,N
2132,Premium Toppings 1,ci,0,0,199,en,N,N
2133,Meat choice for salads&pita sandwich&assorted platters&nachos,ci,0,0,274,en,N,N
2134,Burgers ing,ci,0,0,199,en,N,N
2135,Burger extra,e,0,0,199,en,N,N
2136,Make it large 3.00,e,0,0,199,en,N,N
2137,Extra Skewer for Bruchette,e,0,0,274,en,N,N
2138,Salads for Vegetarian Course,sd,0,0,274,en,N,N
2140,Drinks 1 L,d,0,0,213,en,N,N
2141,Pita for Seafood,e,0,0,274,en,N,N
2142,Extras for Souvlaki Platters,e,0,0,274,en,N,N
2143,Salads for Assorted Platters,sd,0,0,274,en,N,N
2144,Pita for House of Greek Assorted Platters,e,0,0,274,en,N,N
2146,Chicken&Pita for marinated chicken - Assorted Platters,e,0,0,274,en,N,N
2147,Fries&rice,sd,0,0,274,en,N,N
2148,Salads Dressing,dr,0,0,274,en,N,N
2149,skewers,e,0,0,259,en,N,N
2153,Sawa dinner bento box dishes,ci,0,0,258,en,N,N
2154,Japanese or Hot and Sour Soup and Salads,ci,0,0,258,en,N,N
2155,Green or Seaweed Salad,ci,0,0,258,en,N,N
2156,Dish 170,ci,0,0,258,en,N,N
2157,Dish 171,ci,0,0,258,en,N,N
2158,Dish 172,ci,0,0,258,en,N,N
2159,Dish 173,ci,0,0,258,en,N,N
2160,Dish 180 and 181 from Lunch Special,ci,0,0,258,en,N,N
2161,Dish 178 from Sawa Box,ci,0,0,258,en,N,N
2162,Add chicken for Caesar Salad&Pizza,e,0,0,283,en,N,N
2163,Wings&Masala Fries Sauces,sa,0,0,283,en,N,N
2164,Extras for Nacho Platter,e,0,0,283,en,N,N
2165,Pizza Toppings,ci,0,0,283,en,N,N
2166,Pizza Crust,br,0,0,274,en,N,N
2167,Pizza Dips,sa,0,0,274,en,N,N
2168,Wings Sauces,sa,0,0,274,en,N,N
2170,Pizza Toppings without Premium,ci,0,0,264,fr,N,N
2171,Premium Toppings,ci,0,0,264,fr,N,N
2172,Crust Type,br,0,0,264,fr,N,N
2173,Pickles&Hot Pepper for burgers,ci,0,0,274,en,N,N
2174,Burgers Extras,e,0,0,274,en,N,N
2175,Donairs Sauce,sa,0,0,274,en,N,N
2176,Donair platter side sauces,e,0,0,274,en,N,N
2177,Pizza Toppings ,ci,0,0,274,en,N,N
2178,Pizza Topping without Premium,ci,0,0,274,en,N,N
2179,Premium Toppings ,ci,0,0,274,en,N,N
2180,Drinks can,d,0,0,274,en,N,N
2182,gluten free,ci,0,0,178,en,N,N
2183,Pizza Dips,sa,0,0,283,en,N,N
2184,Dips,sa,0,0,264,fr,N,N
2185,Viet ,ci,0,0,286,en,N,N
2186,Clay Pot,ci,0,0,286,en,N,N
2187,Salads Dressings,dr,0,0,199,en,N,N
2188,Subs Cooking Method,cm,0,0,199,en,N,N
2189,Chicken Shawarma Sauces,sa,0,0,199,en,N,N
2190,Donairs Sauces,sa,0,0,199,en,N,N
2191,Seasons special donair meat,ci,0,0,199,en,N,N
2192,Chicken and tender ribs dishes upgrades,e,0,0,199,en,N,N
2193,Shawarma and Donairs sauces,sa,0,0,264,fr,N,N
2194,Wings Sauces,sa,0,0,264,fr,N,N
2195,Wings Sauces,sa,0,0,285,en,N,N
2196,Donairs/Shawarma Extras,e,0,0,285,en,N,N
2197,Meat for supreme salad,ci,0,0,285,en,N,N
2198,soup of the day,e,0,0,191,en,N,N
2199,Crust Type,br,0,0,234,en,N,N
2200,Pizza Toppings,ci,0,0,234,en,N,N
2201,Dips,sa,0,0,234,en,N,N
2202,Pizza Toppings without Meat and cheese,ci,0,0,234,en,N,N
2203,Pizza Toppings Meat and cheese,ci,0,0,234,en,N,N
2204,Salad Dressings,dr,0,0,234,en,N,N
2205,Extra Chicken 2.95,e,0,0,234,en,N,N
2206,Greek Salad and Rice 3.99,e,0,0,234,en,N,N
2207,Shawarma Sauces,sa,0,0,234,en,N,N
2208,Garden or Caesar salad for 1.99,e,0,0,234,en,N,N
2209,Drinks can,d,0,0,234,en,N,N
2210,Pizza Toppings ,ci,0,0,264,fr,N,N
2211,Crust Type,br,0,0,234,fr,N,N
2212,Pizza Toppings,ci,0,0,234,fr,N,N
2213,Pizza Toppings without Meat and cheese,ci,0,0,234,fr,N,N
2214,Pizza Toppings Meat and cheese,ci,0,0,234,fr,N,N
2215,Dips,sa,0,0,234,fr,N,N
2216,Salads Dressings,dr,0,0,234,fr,N,N
2217,Chicken 2.95,e,0,0,234,fr,N,N
2218,Shawarma sauces,sa,0,0,234,fr,N,N
2219,Greek Salad and Rice 3.99,e,0,0,234,fr,N,N
2221,Salads for Pasta,e,0,0,234,fr,N,N
2222,"Panini ---Greek salad, Caesar salad, Garden salad or Rice",e,0,0,234,en,N,N
2223,Salads for Paninis,e,0,0,234,fr,N,N
2224,Drinks can,d,0,0,234,fr,N,N
2225,Teriyaki,ci,0,0,258,en,N,N
2226,Pad Thai,ci,0,0,258,en,N,N
2227,Fried Rice,ci,0,0,258,en,N,N
2228,Pizza Toppings Meat and Veg,ci,0,0,234,en,N,N
2229,Pizza Toppings Cheese only,ci,0,0,234,en,N,N
2230,Pizza Toppings Meat and Veg,ci,0,0,234,fr,N,N
2231,Pizza Toppings Cheese only,ci,0,0,234,fr,N,N
2232,chow mein,e,0,0,301,en,N,N
2233,test extras,e,0,0,301,en,N,N
2234,chow mein,e,0,0,302,en,N,N
2235,test extras,e,0,0,302,en,N,N
2236,Wings Sauces,sa,0,0,297,en,N,N
2237,Wings Cooking Method +1.00$,cm,0,0,297,en,N,N
2238,Wings Cooking Method +1.50$,cm,0,0,297,en,N,N
2239,Wings Cooking Method +2.00$,cm,0,0,297,en,N,N
2240,Drinks,d,0,0,297,en,N,N
2241,Extra Piece 1.50 (platters),e,0,0,297,en,N,N
2242,Drinks,d,0,0,253,en,N,N
2243,Lunch Sauces,sa,0,0,253,en,N,N
2244,Fries Substitution,sd,0,0,297,en,N,N
2245,Substitute for Teppanayaki,sd,0,0,253,en,N,N
2246,Wings Sauces,sa,0,0,297,fr,N,N
2247,Wings Cooking Method +1.00$,cm,0,0,297,fr,N,N
2248,Wings Cooking Method +1.50$,cm,0,0,297,fr,N,N
2249,Wings Cooking Method +2.00$,cm,0,0,297,fr,N,N
2250,Drinks ,d,0,0,297,fr,N,N
2251,Platters extra skewer 1.50,e,0,0,297,fr,N,N
2252,Fries Substitution,sd,0,0,297,fr,N,N
2253,Pizza Toppings,ci,0,0,284,en,N,N
2254,Pizza Toppings Without Premium,ci,0,0,284,en,N,N
2255,Premium Toppings,ci,0,0,284,en,N,N
2256,Crust Type,br,0,0,281,en,N,N
2257,Pizza Toppings,ci,0,0,281,en,N,N
2258,Pizza Toppings without Premium,ci,0,0,281,en,N,N
2259,Premium Toppings ,ci,0,0,281,en,N,N
2260,Dips,sa,0,0,281,en,N,N
2261,Wings Sauces,sa,0,0,281,en,N,N
2262,Extra wing,e,0,0,281,en,N,N
2263,Burgers ing,ci,0,0,281,en,N,N
2264,Burgers extra,e,0,0,281,en,N,N
2265,Salads Dressings,dr,0,0,281,en,N,N
2266,Super Salad meat,ci,0,0,281,en,N,N
2267,Donairs sauces,sa,0,0,281,en,N,N
2268,Donair extra cheese,e,0,0,281,en,N,N
2269,Pasta cheese,e,0,0,281,en,N,N
2271,Upgrade to Poutine,sd,0,0,281,en,N,N
2272,Salad Dressings,dr,0,0,284,en,N,N
2273,Garden Salad Meat,ci,0,0,284,en,N,N
2274,Drinks can,d,0,0,281,en,N,N
2275,Sauces for Ethnic Food,sa,0,0,284,en,N,N
2276,Meat for Donair/Shawarma Platter,ci,0,0,284,en,N,N
2277,Extra ingredients for poutine,ci,0,0,281,en,N,N
2279,"Side Dish for Sandwich,Fingers,Nuggets",sd,0,0,284,en,N,N
2280,Crust Type,br,0,0,275,en,N,N
2281,Pizza Toppings,ci,0,0,275,en,N,N
2282,Pizza Toppings without Premium,ci,0,0,275,en,N,N
2283,Premium Toppings,ci,0,0,275,en,N,N
2284,Dips,sa,0,0,275,en,N,N
2285,Lana Pizza Sauce,sa,0,0,275,en,N,N
2286,Pizza or Pesto Sauce,sa,0,0,275,en,N,N
2287,Regular or Curd Cheese,ci,0,0,275,en,N,N
2288,Wings Sauces,sa,0,0,284,en,N,N
2290,Wings Dipping Sauces,sa,0,0,284,en,N,N
2291,Sauce for fingers and nuggets,sa,0,0,284,en,N,N
2292,Wings Sauces,sa,0,0,275,en,N,N
2293,Upgrade to Poutine,sd,0,0,275,en,N,N
2294,Burgers extra,e,0,0,275,en,N,N
2295,Burgers ing,ci,0,0,275,en,N,N
2296,Salads Dressings,dr,0,0,275,en,N,N
2297,Sweet or Garlic Sauce,sa,0,0,275,en,N,N
2298,Drinks can,d,0,0,275,en,N,N
2299,Crust types,br,0,0,284,en,N,N
2300,Crust types without gluten free,br,0,0,284,en,N,N
2301,Cans,d,0,0,284,en,N,N
2302,710 ml,d,0,0,284,en,N,N
