ingredient_group_id,ingredient_id,base_price,price_by_size,is_included,display_order
137,1171,0.0,,true,2
137,1172,0.0,,true,3
137,1173,0.0,,true,4
137,1174,2.5,,false,5
138,1177,,"{""S"": 2.0, ""M"": 2.5}",false,0
138,1176,,"{""S"": 1.5, ""M"": 2.0}",false,1
138,1175,,"{""S"": 1.5, ""M"": 2.0}",false,2
139,1157,0.0,,true,0
139,1094,0.0,,true,1
139,1178,0.0,,true,2
140,1183,0.25,,false,0
141,1185,0.0,,true,0
141,1186,0.0,,true,1
141,1187,0.0,,true,2
141,1188,0.0,,true,3
142,1189,0.0,,true,0
142,1190,0.0,,true,1
143,1191,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,0
143,1202,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,1
143,1203,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,2
143,1204,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,3
143,1205,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,4
143,1206,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,5
143,1207,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,6
143,1208,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,7
143,1209,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,8
143,1201,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,9
143,1200,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,10
143,1192,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,11
143,1193,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,12
143,1194,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,13
143,1195,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,14
143,1196,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,15
143,1197,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,16
143,1198,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,17
143,1199,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.25, ""XL"": 3.0}",false,18
143,1210,,"{""S"": 1.5, ""M"": 2.5, ""L"": 3.5, ""XL"": 4.5}",false,19
144,1211,0.69,,false,0
144,1212,0.69,,false,1
144,1213,0.69,,false,2
145,1214,0.0,,true,0
145,1215,0.0,,true,1
145,1216,0.0,,true,2
145,1217,0.0,,true,3
145,1218,0.0,,true,4
146,1221,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,0
146,1237,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,1
146,1236,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,2
146,1235,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,3
146,1234,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,4
146,1233,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,5
146,1232,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,6
146,1231,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,7
146,1230,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,8
146,1229,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,9
146,1228,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,10
146,1227,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,11
146,1226,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,12
146,1225,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,13
146,1224,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,14
146,1223,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,15
146,1222,,"{""S"": 1.3, ""M"": 2.1, ""L"": 2.75}",false,16
146,1238,,"{""S"": 2.95, ""M"": 4.2, ""L"": 5.25}",false,17
147,1221,0.0,,true,0
147,1237,0.0,,true,1
147,1236,0.0,,true,2
147,1235,0.0,,true,3
147,1234,0.0,,true,4
147,1233,0.0,,true,5
147,1232,0.0,,true,6
147,1231,0.0,,true,7
147,1230,0.0,,true,8
147,1229,0.0,,true,9
147,1228,0.0,,true,10
147,1227,0.0,,true,11
147,1226,0.0,,true,12
147,1225,0.0,,true,13
147,1224,0.0,,true,14
147,1223,0.0,,true,15
147,1222,0.0,,true,16
148,1240,0.0,,true,0
148,1241,0.0,,true,1
148,1242,0.0,,true,2
148,1243,0.0,,true,3
149,1245,,"{""S"": 1.75, ""M"": 2.5, ""L"": 3.25, ""XL"": 3.99}",false,0
149,1261,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.5, ""XL"": 2.99}",false,1
149,1262,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.5, ""XL"": 2.99}",false,2
149,1263,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.5, ""XL"": 2.99}",false,3
149,1264,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.5, ""XL"": 2.99}",false,4
149,1265,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.5, ""XL"": 2.99}",false,5
149,1266,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.5, ""XL"": 2.99}",false,6
149,1267,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.5, ""XL"": 2.99}",false,7
149,1268,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.5, ""XL"": 2.99}",false,8
149,1269,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.5, ""XL"": 2.99}",false,9
149,1271,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.5, ""XL"": 2.99}",false,10
149,1272,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.5, ""XL"": 2.99}",false,11
149,1273,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.5, ""XL"": 2.99}",false,12
149,1274,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.5, ""XL"": 2.99}",false,13
149,1260,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.5, ""XL"": 2.99}",false,14
149,1259,,"{""S"": 1.25, ""M"": 1.75, ""L"": 2.5, ""XL"": 2.99}",false,15
149,1246,,"{""S"": 1.75, ""M"": 2.5, ""L"": 3.25, ""XL"": 3.99}",false,16
149,1247,,"{""S"": 1.75, ""M"": 2.5, ""L"": 3.25, ""XL"": 3.99}",false,17
149,1248,,"{""S"": 1.75, ""M"": 2.5, ""L"": 3.25, ""XL"": 3.99}",false,18
149,1249,,"{""S"": 1.75, ""M"": 2.5, ""L"": 3.25, ""XL"": 3.99}",false,19
149,1250,,"{""S"": 1.75, ""M"": 2.5, ""L"": 3.25, ""XL"": 3.99}",false,20
149,1251,,"{""S"": 1.75, ""M"": 2.5, ""L"": 3.25, ""XL"": 3.99}",false,21
149,1252,,"{""S"": 1.75, ""M"": 2.5, ""L"": 3.25, ""XL"": 3.99}",false,22
149,1253,,"{""S"": 1.75, ""M"": 2.5, ""L"": 3.25, ""XL"": 3.99}",false,23
149,1254,,"{""S"": 1.75, ""M"": 2.5, ""L"": 3.25, ""XL"": 3.99}",false,24
149,1255,,"{""S"": 1.75, ""M"": 2.5, ""L"": 3.25, ""XL"": 3.99}",false,25
149,1256,,"{""S"": 1.75, ""M"": 2.5, ""L"": 3.25, ""XL"": 3.99}",false,26
149,1257,,"{""S"": 1.75, ""M"": 2.5, ""L"": 3.25, ""XL"": 3.99}",false,27
149,1258,,"{""S"": 1.75, ""M"": 2.5, ""L"": 3.25, ""XL"": 3.99}",false,28
149,1277,0.0,,true,29
150,1278,1.0,,false,0
150,1279,1.0,,false,1
150,1280,1.0,,false,2
150,1282,1.0,,false,3
151,1275,0.0,,true,0
151,1276,0.0,,true,1
152,1292,0.0,,true,0
152,1293,0.0,,true,1
152,1294,0.0,,true,2
152,1295,0.0,,true,3
153,1312,0.0,,true,0
153,1311,0.0,,true,1
153,1310,0.0,,true,2
153,1309,0.0,,true,3
153,1308,0.0,,true,4
153,1307,0.0,,true,5
153,1313,0.0,,true,6
154,1314,0.0,,true,0
154,1315,0.0,,true,1
155,1316,0.0,,true,0
155,1317,0.0,,true,1
155,1318,0.0,,true,2
155,1319,0.0,,true,3
155,1320,0.0,,true,4
155,1321,0.0,,true,5
156,1322,0.0,,true,0
156,1323,0.0,,true,1
156,1324,0.0,,true,2
156,1325,0.0,,true,3
157,1337,,"{""S"": 1.95, ""M"": 3.25, ""L"": 4.25, ""XL"": 5.25}",false,0
157,1341,,"{""S"": 1.95, ""M"": 3.25, ""L"": 4.25, ""XL"": 5.25}",false,1
157,1340,,"{""S"": 1.5, ""M"": 2.5, ""L"": 3.5, ""XL"": 4.5}",false,2
157,1339,,"{""S"": 1.5, ""M"": 2.5, ""L"": 3.5, ""XL"": 4.5}",false,3
157,1338,,"{""S"": 1.5, ""M"": 2.5, ""L"": 3.5, ""XL"": 4.5}",false,4
157,1296,,"{""S"": 1.0, ""M"": 2.0, ""L"": 2.95, ""XL"": 3.95}",false,5
157,1328,,"{""S"": 1.0, ""M"": 2.0, ""L"": 2.95, ""XL"": 3.95}",false,6
157,1329,,"{""S"": 1.0, ""M"": 2.0, ""L"": 2.95, ""XL"": 3.95}",false,7
157,1330,,"{""S"": 1.0, ""M"": 2.0, ""L"": 2.95, ""XL"": 3.95}",false,8
157,1331,,"{""S"": 1.0, ""M"": 2.0, ""L"": 2.95, ""XL"": 3.95}",false,9
