id,course,restaurant,sku,name
59732,8108,638,,Double with 5 Toppings
59733,8108,638,,Triple with 5 Toppings
59734,8109,638,,Combinations with 6 Toppings
59735,8109,638,,Combination with 6 Toppings
59795,8123,633,,1 Topping
59796,8123,633,,2 Toppings
59797,8123,633,,3 Toppings
59798,8123,633,,4 Toppings
59799,8125,633,,Mega Combo
59800,8125,633,,Manager Special
59801,8125,633,,Pizza and Wings
59802,8126,633,,Grillers Classic
59815,8128,236,,Any Pita
59821,8129,236,,Choix de Pita
59843,7017,551,,4 Shawarma Sandwiches
60157,12448,637,,Dinner For Two
60269,8203,646,,Regular Trio for 1
60270,8203,646,,Regular Trio for 2
60271,8203,646,,Large Trio for 1
60272,8203,646,,Large Trio for 2
60273,8203,646,,Combo No.3
60274,8203,646,,Combo No.4
60275,8203,646,,Combo No.5
60516,8239,649,,Regular Trio for 1
60517,8239,649,,Regular Trio for 2
60518,8239,649,,Large Trio for 1
60519,8239,649,,Large Trio for 2
60520,8239,649,,Combo No.3
60521,8239,649,,Combo No.4
60522,8239,649,,Combo No.5
60597,8251,650,,Regular Trio for 1
60598,8251,650,,Regular Trio for 2
60599,8251,650,,Large Trio for 1
60600,8251,650,,Large Trio for 2
60601,8251,650,,Combo No.3
60602,8251,650,,Combo No.4
60603,8251,650,,Combo No.5
60891,8308,644,,Soup
60892,8310,644,,Rice
60893,8310,644,,Vermicelli
60902,8179,637,,Double Trouble
60919,8184,637,,Pizza and 10 Wings
60924,8184,637,,Family Special HIDE
60995,7938,614,,2 Bacon Cheese Dogs
61224,4027,350,,La Pizza-Ghetti
61226,8178,637,,Tops Special
61242,8353,607,,Burrito
61243,8353,607,,Vegetarian Burrito
61244,8354,607,,Quesadilla
61245,8354,607,,Vegetarian Quesadilla
61246,8355,607,,Nachos
61247,8355,607,,Vegetarian Nachos
61248,8356,607,,1 Taco
61250,8356,607,,2 Tacos
61251,8356,607,,3 Tacos
61252,8356,607,,1 Vegetarian Taco
61253,8356,607,,2 Vegetarian Tacos
61254,8356,607,,3 Vegetarian Tacos
61259,8359,607,,Vegetarian Salad Bowl
61284,8126,633,,Bonus Pack HIDED
61285,8126,633,,Store Special HIDED
61290,7093,559,,Alfredo
61291,7093,559,,Alfredo - TRIO
61294,7093,559,,Arrabiata
61295,7093,559,,Arrabiata - TRIO
61296,7093,559,,Bolognaise
61297,7093,559,,Bolognaise - TRIO
61298,7093,559,,Pinky
61299,7093,559,,Pinky - TRIO
61300,7093,559,,Napolitaine
61301,7093,559,,Napolitaine - TRIO
61302,7093,559,,Pesto
61303,7093,559,,Pesto - TRIO
61304,7094,559,,Carbonara
61305,7094,559,,Carbonara - TRIO
61306,7094,559,,Boulettes de Viande
61307,7094,559,,Boulettes de Viande - TRIO
61308,7095,559,,Jardin Sauté
61309,7095,559,,Jardin Sauté - TRIO
61310,7095,559,,Forestière aux Épinards
61311,7095,559,,Forestière aux Épinards - TRIO
61312,7095,559,,Thai Crémeux
61313,7095,559,,Thai Crémeux - TRIO
61314,7095,559,,Primavera Pesto
61315,7095,559,,Primavera Pesto - TRIO
61316,7101,559,,Chèvre Florentine
61317,7101,559,,Chèvre Florentine - TRIO
61318,7101,559,,Pesto Fromagé
61319,7101,559,,Pesto Fromagé - TRIO
61320,7103,559,,Bavaroise
61321,7103,559,,Bavaroise - TRIO
61322,7103,559,,Calabrese
61323,7103,559,,Calabrese - TRIO
61324,7103,559,,Cochon Rose
61325,7103,559,,Cochon Rose - TRIO
61326,7103,559,,Poulet Bayou
61656,8393,652,,S6. Traditional Vietnamese Hot and Sour Soup
61803,8416,591,,Any 2 Pizzas
61810,7533,591,,2 Spicy Chicken Delight Pizzas
61811,7533,591,,2 Vegetarian Pizzas
61812,7533,591,,2 Kim's Special Pizzas
61813,7533,591,,2 The Greek Pizzas
61814,7533,591,,2 Chef's Special Pizzas
61815,7533,591,,2 House Special Pizzas
61821,8418,591,,2 Kid's Lasagna
61822,8418,591,,3 Kid's Lasagna
61823,8418,591,,2 Baked Lasagna 
61824,8418,591,,3 Baked Lasagna
61825,8418,591,,2 Baked Spaghetti
61826,8418,591,,3 Baked Spaghetti
61827,8418,591,,2 Ravioli
61828,8418,591,,3 Ravioli
61831,7533,591,,2 Spinach Delight
61833,7542,591,,2 Veal Cutlets with Spaghetti and Garlic Toast
61835,7542,591,,2 Veal Parmigiana with Spaghetti and Garlic Toast
61837,7542,591,,2 Half BBQ Chicken with Spaghetti or Lasagna and Garlic Toast
61839,7542,591,,2 BBQ Chicken with Spaghetti or Lasagna and Garlic Toast
61841,7540,591,,2 Baked Lasagna or Spaghetti and Garlic Toast
61842,7540,591,,3 Baked Lasagna or Spaghetti with Garlic Toast
61843,7540,591,,2 Baked Ravioli and Garlic Toast
61844,7540,591,,3 Baked Ravioli with Garlic Toast
61845,7540,591,,Medium Pizza with 2 Toppings and Lasagna with 1 Can Pop
61846,7540,591,,Large Pizza with 2 Toppings and Lasagna with 2 Cans Pop
61847,7540,591,,2 Pizzas with 3 Toppings and 15 Wings
61848,7540,591,,2 Lasagna or Spaghetti and 24 Wings
61849,7540,591,,2 Ravioli and 24 Wings
61850,7540,591,,2 Pizzas with 4 Toppings
61851,7540,591,,2 Medium Pizzas with 3 Toppings
61852,7540,591,,2 Pizzas with 2 Toppings
61853,7540,591,,2 Medium Donair Pizzas
61854,7541,591,,Family Pack 1
61855,7541,591,,Family Pack 2
61856,7541,591,,Family Pack 3
61857,7541,591,,Family Pack 4
61858,7540,591,,Pizza with 2 Toppings and 15 Wings
61859,7540,591,,Unlimited Topping Pizzas
61860,7540,591,,X-Large Pizza with 2 Toppings and Lasagna with 2L Pop
62082,8430,657,,Combo for 1 HIDE
62784,8539,661,,1 Topping
62785,8539,661,,2 Toppings
62786,8539,661,,3 Toppings
62787,8539,661,,4 Toppings
62788,8539,661,,5 Toppings
62789,8539,661,,6 Toppings
62790,8539,661,,Adonis Delight
62810,7989,623,,Special 4
62811,7989,623,,Large Pizza 3 Toppings and Wings
62813,7989,623,,2 Large Pepperoni Pizzas with Drinks
62814,7989,623,,2 Shawarma Plates
62815,7989,623,,4 Small Trios
62816,7977,623,,Spécial 4
62817,7977,623,,1 Grande Pizza 3 Garnitures et Ailes
62819,7977,623,,2 Grandes Pizzas Pepperoni
62820,7977,623,,2 Assiettes Shawarma et Ailes
62821,7977,623,,4 Petites Trios
63038,8567,665,,Build Your Own Burger with Side
63068,8540,665,,Tonimoes Iron Man Breakfast 
63069,8540,665,,Greek Omelette 
63070,8540,665,,Western Omelette
63071,8540,665,,Canadian Omelette 
63072,8540,665,,Steak and Eggs 
63075,8540,665,,The Tonimoes FIVE-NINE-FIVE
63118,8575,666,,Build Your Own Burger with Side
63189,2304,209,,Donair Special HIDE
63190,2304,209,,2 Chicken Shawarma Special HIDE
63200,8575,666,,Build Your Own Burger without Side
63201,8567,665,,Build Your Own Burger without Side
63204,1738,131,,Offere Exceptionelle HIDE
63210,3601,236,,Deal No5 - With 2 Pitas
63211,3606,236,,Spécial No5- Avec 2 Pitas
63222,2267,208,,Donair Special HIDE
63266,5570,458,,Delux Combo
63267,5570,458,,Friends Combo
63268,5570,458,,Family Combo
63269,5570,458,,Party Combo
63635,8627,670,,Single Pizza & Wings Combo
63636,8627,670,,Double Pizza & Wings Combo
63637,8627,670,,Jumbo Pack
63638,8627,670,,Triple Pizza Special
63639,8627,670,,Salad & Pizza Special
63641,8627,670,,Family Special HIDE
63654,8627,670,,Hot & Cool Special
63655,8627,670,,Party Pizza HIDE
63883,8659,673,,1 Garniture
63884,8659,673,,2 Garnitures
63900,8669,673,,1 Garniture
63901,8669,673,,2 Garnitures
63902,8669,673,,3 Garnitures
63904,8672,673,,1 Topping
63905,8672,673,,2 Toppings
63983,8683,673,,1 Topping
63984,8683,673,,2 Toppings
63985,8683,673,,3 Toppings
63996,8682,673,,Special 3
63997,8684,673,,Family Deal 1
64001,8676,673,,Hamburger Platter
64003,8676,673,,Cheeseburger Platter
64004,8676,673,,Bacon Cheeseburger Platter
64005,8676,673,,Chicken Burger Platter
64015,8662,673,,Assiette Hamburger
64016,8662,673,,Assiette Cheeseburger
64017,8662,673,,Assiette Cheeseburger au Bacon
64018,8662,673,,Assiette Burger au Poulet 
64021,8670,673,,Special 3
64022,8671,673,,Spécial Familiale 1
66120,756,96,,One Topping
66121,8954,384,,Meat Lovers Burger
66122,8954,384,,Meat Lovers Burger Combo
66123,8954,384,,Juicy Lucy Burger
66124,8954,384,,Juicy Lucy Burger Combo
66125,8954,384,,New Orleans Burger
66126,8954,384,,New Orleans Burger Combo
66127,8954,384,,Pow Burger
66128,8954,384,,Pow Burger Combo
66129,8954,384,,Donny’s Burger
66130,8954,384,,Donny’s Burger Combo
66131,8954,384,,The Greek
66132,8954,384,,The Greek Combo
66133,8954,384,,The Question Mark
66134,8954,384,,The Question Mark Combo
66135,8954,384,,The Plane Jane
66149,8955,384,,1 Topping Pizza
66150,8956,384,,2 Toppings Dual Pizza HIDE
66151,8956,384,,4 Toppings Dual Pizza HIDE
66152,8956,384,,6 Toppings Dual Pizza HIDE
66153,8957,384,,Family Meal Deal
66154,8957,384,,Pasta Duo Special HIDE
66241,757,96,,Poutinzza
66274,8976,683,,1 Ingrédient
66339,8984,683,,Pizza Petite avec Poutine et Pepsi
66340,8984,683,,"Pizza Moyenne avec Ailes, Frites et Pepsi"
66341,8984,683,,Pizza Grande avec Poutines et Pepsi
66342,8984,683,,Pizza Petite avec Ailes et Frites et Pepsi
66343,8984,683,,Pizza Moyenne avec Sous-Marin Steak et Frites et Pepsi
66344,8984,683,,Pizza Grande avec Ailes et Frites et Pepsi
66345,8984,683,,Pizza Moyenne avec Poutines et Pepsi
66346,8984,683,,2 Burgers Maison avec Poutines et Pepsi
66360,8987,684,,2. Vegan
66361,8987,684,,3. Sweet and Sour Pork
66362,8987,684,,4. Surf and Turf
66363,8987,684,,5. Teriyaki Chicken
66364,8987,684,,6. Stir Fried Turkey
66365,8987,684,,7. Mongolian BBQ Beef
66371,8987,684,,1. Create Your Own Stir Fry
66471,9007,670,,1 Topping HIDE
66472,9007,670,,2 Toppings HIDE
66473,9007,670,,3 Toppings HIDE
66553,8984,683,,Spécial 2 Pizza
66639,2348,215,,Family Meal Deal
67670,2901,199,,Spaghatti Pizza
67834,8045,629,,Kids Special
67835,8196,646,,Kids Special
67836,7935,616,,Kids Special
67838,8232,649,,Kids Special
67840,8244,650,,Kids Special
68079,5815,473,,Two Shararmas & Two Pops
68130,9193,697,,Burrito
68131,9193,697,,Vegetarian Burrito
68132,9194,697,,Quesadilla
68133,9194,697,,Vegetarian Quesadilla
68134,9195,697,,Nachos
68135,9195,697,,Vegetarian Nachos
68136,9196,697,,1 Taco
68137,9196,697,,2 Tacos
68138,9196,697,,3 Tacos
68139,9196,697,,1 Vegetarian Taco
68140,9196,697,,2 Vegetarian Tacos
68141,9196,697,,3 Vegetarian Tacos
68145,9198,697,,Vegetarian Salad Bowl
68440,9262,391,,Combo 1
68441,9262,391,,Combo 2
68670,9293,703,,Sous Marin avec Canette et Frite
68674,9295,703,,1 Petite et Ailes
68675,9295,703,,1 Moyenne et Ailes
68676,9295,703,,1 Grande et Ailes
68677,9296,703,,1 Petite et Ailes HIDE
68678,9296,703,, 1 Moyenne et Ailes HIDE
68679,9296,703,,1 Grande et Ailes HIDE
68680,9297,703,,1 Petite et Nachos
68681,9297,703,,1 Moyenne et Nachos
68682,9297,703,,1 Grande et Nachos
68683,9298,703,,1 Petite et Nachos HIDE
68684,9298,703,,1 Moyenne et Nachos HIDE
68685,9298,703,,1 Grande et Nachos HIDE
68686,9299,703,,2 Moyennes No1
68687,9299,703,,2 Moyennes No 2 HIDE
68688,9299,703,,2 Grandes No1
68689,9299,703,,2 Grandes No2 HIDE
68690,9300,703,,2 Moyennes No 2
68691,9300,703,,2 Moyennes No 2 HIDE
68692,9300,703,,2 Grandes No 2
68693,9300,703,,2 Grandes No 2 HIDE
68694,9301,703,,2 Moyennes No 3
68695,9301,703,,2 Moyennes No 2 HIDE
68696,9301,703,,2 Grandes No 3
68697,9301,703,,2 Grandes No 2 HIDE
68698,9302,703,,1 Grande Pizza Garnie et Ailes
68699,9289,703,,Une Garniture
68700,9289,703,,Le Jeune Hockeyeur
68701,9289,703,,La Gatinoise Combinée
68702,9289,703,,La Classico Italiano
68703,9289,703,,L’Hawaïenne
68704,9289,703,,La 4 Saisons Végétarienne
68705,9289,703,,La Mexicaine
68706,9289,703,,La Tianna
68707,9289,703,,La Poulet BBQ
68708,9289,703,,La Québécoise Spécial Maison
68709,9289,703,,La Meat Lover
68710,9289,703,,La Canadienne
68711,9289,703,,La Française
68712,9289,703,, La Geo
68713,9289,703,,La Grecque
68714,9289,703,,L’Americaine
68715,9289,703,,La Dani
68716,9289,703,,La Chicago
68717,9289,703,,La Club
68718,9289,703,,Style Maniwaki
68719,9289,703,,La Montrealaise
68739,9307,703,,1 Petite Pizza avec 1 Poutine
68740,9307,703,,1 Moyenne Pizza avec 1 Poutine
68741,9307,703,,1 Grande Pizza avec 2 Poutines
68742,9308,703,,1 Petite Pizza et 1 Canette HIDE
68743,9308,703,,1 Moyennes et 2 Canettes HIDE
68744,9308,703,,1 Grande Pizza et 2 Canettes HIDE
68760,9313,704,,One Topping 
68761,9313,704,,Two Toppings
68762,9313,704,,Three Toppings
68763,9313,704,,Four Toppings 
68764,9313,704,,Five Toppings 
68765,9313,704,,Plain
68786,9315,704,,Large Pizza
68787,9315,704,,X - Large Pizza
68788,9315,704,,2 Medium Pizza
68890,9326,701,,Thali (Vegetarian)
68891,9326,701,,Dinner For Two (Vegetarian)
68892,9326,701,,Prawn Thali (Seawood)
68893,9326,701,,Thali (Non-Vegetarian)
68894,9326,701,,Dinner For Two (Non-Vegetarian)
68895,9326,701,,Rangoli Dinner
69004,9342,234,,2 Small Pizza Special HIDE
69005,9342,234,,2 Medium Pizza Special HIDE
69006,9342,234,,2 Large Pizza Special HIDE
69008,3099,234,,2 Grandes Pizza
69009,3099,234,,2 Shawarmas au Boeuf
69012,9342,234,,2 Beef Shawarmas HIDE
69647,9390,708,,Bubble Tea Smoothie
69660,9416,710,,Cheese Pizza
69661,9416,710,,Pepperoni Pizza
69662,9416,710,,Works Pizza
69663,9416,710,,All Meat Pizza
69664,9416,710,,Greek Pizza
69665,9416,710,,Veggie Pizza
69666,9416,710,,Hawaiian Pizza
69667,9416,710,,Donair Pizza
69671,9418,710,,1 Topping Pizza
69672,9418,710,,2 Toppings Pizza
69673,9418,710,,3 Toppings Pizza
69674,9418,710,,4 Toppings Pizza
69675,9418,710,,5 Toppings Pizza
69676,9416,710,,Panzerotti
69677,9419,710,,Special No.1
69678,9419,710,,Special No.2
69679,9419,710,,Special No.3
69680,9420,710,,Special Meal No.1
69681,9420,710,,Special Meal No.2
69682,9420,710,,Special Meal No.3
69683,9419,710,,Patricio Combo
69684,9419,710,,Party Combo
69706,9422,710,,3 Small Pizza
69707,9422,710,,3 Medium Pizza
69708,9422,710,,3 Large Pizza
69709,9422,710,,3 X-Large Pizza
70106,9468,712,,One Topping
70107,9468,712,,Two Toppings
70189,9478,255,,2 Small Pizza Special
70190,9478,255,,2 Medium Pizza Special
70191,9478,255,,2 Large Pizza Special
70385,4506,389,,2 Moyennes Pizza Spécial Parenteau
70387,9193,697,,Burrito Platter
70389,9196,697,,1 Fish Taco
70390,9196,697,,2 Fish Taco 
70391,9196,697,,3 Fish Tacos
70400,8353,607,,Burrito Platter
70401,8356,607,,1 Fish Taco
70402,8356,607,,2 Fish Taco 
70403,8356,607,,3 Fish Tacos
70863,9545,425,,Family Pack
70864,9545,425,,2 Large Donairs Special
71059,8682,673,,Special 1
71060,8682,673,,Special 2
71064,8670,673,,Special 1
71065,8670,673,,Special 2
71474,9630,717,,Cheese Pizza
71475,9630,717,,Classic Pepperoni 
71476,9630,717,,Ultra Thin New York Pizza 
71477,9630,717,,1 for 1 Margarita
71478,9630,717,,Hawaiian
71479,10422,717,,Pesto Classic
71480,9630,717,,Supreme Hawaiian
71481,10422,717,,BBQ Chicken
71482,10422,717,,White Pizza
71483,9630,717,,Combination
71484,9630,717,,Canadian
71485,9630,717,,Four Seasons
71486,9630,717,,Vegetarian
71487,10422,717,,Steak House
71488,10422,717,,Supreme Gourmet
71489,10422,717,,Greek
71490,10422,717,,Tropical Pesto
71491,9630,717,,Mexican
71492,9630,717,,Meat Lovers
71493,9630,717,,Deluxe
71494,9630,717,,Veggie Lovers
71495,9623,717,,Small Pizza and Wings
71496,9623,717,,Medium Pizza and Wings
71497,9623,717,,Large pizza and Wings
71498,9623,717,,X-Large Pizza and Wings
71499,9621,717,,Triple Threat - Medium
71500,9621,717,,Sub-Tacular
71501,9621,717,,Singleton - Medium
71502,9621,717,,Singleton - Large
71503,9621,717,,Crowd Pleaser- Medium Pizza and Large Fries
71504,9621,717,,Crowd Pleaser- Large Pizza and Large Fries
71505,9621,717,,Great Canadian Classic
71506,9621,717,,Great Canadian Classic - Medium
71533,9621,717,,Triple Threat - Large
71667,4106,358,,Personal Pizza 
71794,9655,718,,One Topping
71795,9655,718,,Two Toppings
71820,9657,718,,2 Toppings
71821,9657,718,,4 Toppings
71822,9657,718,,6 Toppings
71823,9658,718,,Large Pizza Special
71824,9658,718,,Medium Pizza Special
71914,1921,181,,Medium Pizza with Dessert Deal
71962,9677,722,,1 Item Pizza
71963,9677,722,,2 Items Pizza
71964,9677,722,,3 Items Pizza
71965,9677,722,,4 Items Pizza
71966,9677,722,,5 Items Pizza
71996,2242,205,,4 Toppings
72048,9693,726,,1 Item Pizza
72174,9708,726,,Family Meal Deal
72175,9708,726,,Medium Pizza Deal HIDE
72176,9708,726,,Large Pizza 1 Topping HIDE
72330,9733,721,,One Item Pizza
72331,9733,721,,Two Items Pizza
72332,9733,721,,Three Items Pizza
72333,9733,721,,Four Items Pizza HIDE
72334,9734,721,,One Item HIDE
72335,9734,721,,Two Items HIDE
72336,9734,721,,Three Items HIDE
72337,9734,721,,Four Items HIDE
72338,9735,721,,Family Special
72546,1320,145,,1 Large Pizza Special HIDE
72572,9778,200,,Buddy Pack (2 Free Garlic Sauces)
72573,9778,200,,Party Pack 1 (2 Free Garlic Sauces)
72574,9778,200,,Party Pack 2 (3 Free Garlic Sauces)
72575,9778,200,,Spaghetti For 2 HIDE
72589,9692,724,,The Best Deal
72590,9692,724,,Best of Both
72591,9692,724,,Value Meal Deal
72592,9692,724,,Party Starter
72594,9692,724,,Family Feeder
72629,9787,729,,1 Topping
72630,9787,729,,2 Toppings HIDE
72631,9787,729,,3 Toppings HIDE
72650,9789,729,,2 Toppings Combined
72651,9789,729,,4 Toppings Combined
72652,9789,729,,6 Toppings Combined
72743,9802,729,,2 Large Pizza & Wings  HIDE
72744,14981,729,,Large Pizza & Wings
72745,14981,729,,Medium Pizza & Wings
72930,9831,157,,1 Topping
72931,9831,157,,2 Toppings
72932,9831,157,,3 Toppings
73003,9845,527,,Nature
73004,9845,527,,Pepperoni
73005,9845,527,,Toute Garnie
73006,9845,527,,Mexicaine
73007,9845,527,,Végétarienne
73008,9845,527,,Hawïenne
73009,9845,527,,Amateur de Viande
73010,9845,527,,Québécoise
73011,9845,527,,Poulet Champignons HIDE
73012,9845,527,,Deluxe
73063,9853,732,,Nature
73064,9853,732,,Pepperoni
73065,9853,732,,Hawaïenne
73066,9853,732,,Toute garnie
73067,9853,732,,Deluxe
73068,9853,732,,Québécoise
73069,9853,732,,Végétarienne
73070,9853,732,,Fou de la viande
73071,9853,732,,Spécial Chef
73072,9853,732,,Spécial Estrie
73073,9853,732,,Spécial Magog
73074,9854,732,,Party 2
73075,9854,732,,Familial
73076,9854,732,,Duo
73077,9854,732,,Solo
73079,7046,549,,2 Souvlaki Platters
73080,7046,549,,3 Souvlaki Platters HIDE
73081,7046,549,,4 Souvlaki Platters HIDE
73082,7046,549,,5 Souvlaki Platters HIDE
73100,8180,637,,"One 18 Pizza HIDE"""
73101,8180,637,,"One 18 Pizza with Salad HIDE"""
73102,8180,637,,Wednesday Special HIDE
73103,8180,637,,Friday Special HIDE
73104,8180,637,,Saturday Specials HIDE
73200,9856,733,,Small Mix Platter (5 people)
73201,9856,733,,Small Mix Platter Combo (5 people)
73202,9856,733,,Medium Mix Platter (12-14 people)
73203,9856,733,,Medium Mix Platter Combo (12-14 people)
73204,9856,733,,Large Mix Platter (25-28 people)
73205,9856,733,,Large Mix Platter Combo (25-28 people)
73286,9872,734,,One Item Pizza
73287,9872,734,,Two Items Pizza
73288,9872,734,,Three Items Pizza
73289,9873,734,,Twins Pizzas
73363,9885,734,,4 Large Pizza Deal
73366,9885,734,,2 Large Pizzas Deal
73367,9887,734,,Small Pizza & Wings
73368,9887,734,,Medium Pizza & Wings
73369,9887,734,,Large Pizza & Wings
73370,9887,734,,2 Medium Pizzas & Wings
73433,1150,134,,Pasta Special
73665,9937,737,,Twins 2 Toppings
73666,9937,737,,Twins 4 Toppings
73667,9937,737,,Twins 6 Toppings
73671,9939,737,,One Medium Pizza and 15 Wings
73672,9939,737,,One Large Pizza and 18 Wings
73673,9940,737,,One Small Pizza and Nachos
73674,9940,737,,One Medium Pizza and Nachos
73675,9940,737,,One Large Pizza and Nachos
73681,9942,96,,1 Topping
73682,9942,96,,2 Toppings
73683,9942,96,,3 Toppings
73684,9943,96,,Medium Pizza and Wings Deal
73704,9943,96,,Large Pizza and Wings Deal
74054,9978,738,,Beef Donair Special
74055,9978,738,,Any 3 Small Sandwiches
74056,9978,738,,Any 2 Medium Sandwiches
74057,9978,738,,Any 2 Large Sandwiches
74062,9978,738,,Two Sandwich Platter Small
74193,7773,604,,Spécial 4 Assiettes
74467,6892,532,,2 Spaghetti with 2 Cans of Pop
74468,6892,532,,2 Lasagna with 2 Cans of Pop
74610,1749,173,,Spécial Roula
74611,1749,173,,Spécial Poutine HIDE
74612,1749,173,,Les Spécialites Roulas HIDE
74619,10057,213,,Lunchtime Special HIDE
74788,10087,757,,Regular Combo 1 for 1
74789,10087,757,,Regular Combo 1 for 2
74790,10087,757,,Large Combo 2 for 1
74791,10087,757,,Large Combo 2 for 2
74792,10087,757,,Combo No.3
74793,10087,757,,Combo No.4
74794,10087,757,,Combo No.5
74802,10082,757,,Kids Special HIDED
75028,5815,473,,10. Wing Box
75031,5815,473,,Tuesday Special HIDE
75032,5815,473,,Wednesday Special HIDE
75033,5815,473,,Thursday Special HIDE
75187,10133,754,,Twins Pizza
75188,10133,754,,Small Pizza with Poutine
75189,10133,754,,Medium Pizza with Wings
75190,10133,754,,Large Pizza with Wings
75191,10133,754,,Large Pizza with Fries and Salad
75192,10133,754,,Big Game Special
75251,10140,756,,1 Moyenne Pizza Classique avec 2 Canettes
75252,10140,756,,1 Grande Pizza Classique avec 2L Boisson
75253,14334,756,,1 Moyenne Pizza Classique avec 12 Ailes et 2 Canettes
75254,14334,756,,1 Grande Pizza Classique avec 18 Ailes et 2L Pepsi
75264,14334,756,,Deux Pizza Classiques (Moyenne) avec 18 Ailes et Grande Frites et 2L de Pepsi
75330,10147,756,,1 Medium Pizza with 591ml Pop HIDE
75331,10147,756,,1 Large Pizza with Two 591ml Pop HIDE
75332,14336,756,,1 Medium Classic Pizza with 12 Wings and Pop
75333,14336,756,,1 Large Classic Pizza with 18 Wings and Pop
75334,10147,756,,2 Small Pizza with 2 Cans of Pop (from 1 to 15) HIDE
75335,10147,756,,2 Small Pizza with 2 Cans of Pop (from 16 to 35) HIDE
75336,10147,756,,2 Medium Pizza with 2 Liters of Pop (from 1 to 15) HIDE
75337,10147,756,,2 Medium Pizza with 2 Liters of Pop (from 16 to 35) HIDE
75338,10147,756,,2 Large Pizza with 2 Liters of Pop (from 1 to 15) HIDE
75339,10147,756,,2 Large Pizza with 2 Liters of Pop (from 16 to 35) HIDE
75342,10141,756,,Any 2 Classic Pizza (Small) HIDE
75343,14336,756,,Any 2 Classic Pizza (Medium) with 18 Wings and Large Fries
75344,14336,756,,Any 2 Classic Pizza (Large) with 24 Wings and Large Fries
75345,10142,756,,Any 2 Specialties Pizza (Small) HIDE
75346,14336,756,,Any 2 Specialties Pizza (Medium) with 18 Wings and Large Fries HIDE
75347,14336,756,,Any 2 Specialties Pizza (Large) with 24 Wings and Large Fries HIDE
75348,10143,756,,Any 2 Gourmet Pizza (Small) HIDE
75349,14336,756,,Any 2 Gourmet Pizza (Medium) with 18 Wings and Large Fries HIDE
75350,14336,756,,Any 2 Gourmet Pizza (Large) with 24 Wings and Large Fries HIDE
75675,10202,763,,Spécial #5
75693,10204,763,,2 Pizzas
75709,10203,763,,Pizza-Ghetti
75710,10203,763,,Pizza-César
75711,10202,763,,Spécial #1
75712,10202,763,,Spécial #6
75727,10208,763,,Combo 1
75728,10208,763,,Combo 2
76003,10237,766,,Regular Combo 1 for 1
76004,10237,766,,Regular Combo 1 for 2
76005,10237,766,,Large Combo 2 for 1
76006,10237,766,,Large Combo 2 for 2
76007,10237,766,,Combo No.3
76008,10237,766,,Combo No.4
76009,10237,766,,Combo No.5
76384,10302,764,,2 Pasta Special
76428,5368,441,,30th Anniversary Medium
76429,5368,441,,30th Anniversary Large
76430,5368,441,,Fan Favourite Medium
76431,5368,441,,Fan Favourite Large
76432,5368,441,,Fan Favourite X-Large
76435,5368,441,,Chicken Feast Small
76436,5368,441,,Chicken Feast Large
76442,5451,441,,Potato
76443,5451,441,,Poutine EH
76444,5451,441,,Bacon Cheese Burger
76445,10308,441,,Chicken Club
76446,10308,441,,Chicken Bacon Ranch
76458,5368,441,,XL-Special
76683,10341,718,,"15 Large Pizza plus Large Chef Salad HIDE"""
76684,10341,718,,"15 Large Pizza plus 10 Wings HIDE"""
76685,10341,718,,"15 Large Pizza plus Zucchini Sticks and Onion Rings HIDE"""
76686,10342,512,,Combo No.1 HIDED
76687,10342,512,,Combo No.2 HIDED
76688,10344,513,,Combo No.1 HIDED
76689,10344,513,,Combo No.2 HIDED
76690,10345,328,,Combo No.1 HIDED
76691,10345,328,,Combo No.2 HIDED
76692,10346,112,,Combo No.1 HIDED
76693,10346,112,,Combo No.2 HIDED
76694,10347,127,,Combo No.1 HIDED
76695,10347,127,,Combo No.2 HIDED
76696,10348,411,,Combo No.1 HIDED
76697,10348,411,,Combo No.2 HIDED
76698,10349,161,,Combo No.1 HIDED
76699,10349,161,,Combo No.2 HIDED
76700,10350,164,,Combo No.1 HIDED
76701,10350,164,,Combo No.2 HIDED
76702,10351,172,,Combo No.1 HIDED
76703,10351,172,,Combo No.2 HIDED
76704,10352,181,,Combo No.1 HIDED
76705,10352,181,,Combo No.2 HIDED
76706,10353,190,,Combo No.1 HIDED
76707,10353,190,,Combo No.2 HIDED
76708,10354,204,,Combo No.1 HIDED
76709,10354,204,,Combo No.2 HIDED
76710,10355,205,,Combo No.1 HIDED
76711,10355,205,,Combo No.2 HIDED
76712,10356,205,,Combo No.1 HIDED
76713,10356,205,,Combo No.2 HIDED
76714,10357,206,,Combo No.1 HIDED
76715,10357,206,,Combo No.2 HIDED
76716,10358,207,,Combo No.1 HIDED
76717,10358,207,,Combo No.2 HIDED
76718,10359,208,,Combo No.1 HIDED
76719,10359,208,,Combo No.2 HIDED
76720,10360,209,,Combo No.1 HIDED
76721,10360,209,,Combo No.2 HIDED
76722,10361,210,,Combo No.1 HIDED
76723,10361,210,,Combo No.2 HIDED
76724,10362,211,,Combo No.1 HIDED
76725,10362,211,,Combo No.2 HIDED
76726,10363,213,,Combo No.1 HIDED
76727,10363,213,,Combo No.2 HIDED
76728,10364,215,,Combo No.1 HIDED
76729,10364,215,,Combo No.2 HIDED
76730,10365,245,,Combo No.1 HIDED
76731,10365,245,,Combo No.2 HIDED
76911,7377,553,,2 Large Doairs and 2 Cans of Pop
