"id","name","restaurant"
"2","Create Your Own","48"
"3","wings","48"
"4","Create your own 2","48"
"5","dips","47"
"10","2 entrees","43"
"15","pita combo","51"
"16","pita ","53"
"18","trio sandwich","53"
"19","twin pizza","54"
"20","2 subs","54"
"21","2 pizza 1 top","55"
"22","2 pizza 2 top","55"
"23","2 pizza 3 top","55"
"24","pizza sp","55"
"25","2  pizza sp","55"
"26","15 wings","55"
"29","large 3 topping","56"
"30","2 salads","56"
"31","Wings","56"
"32","Donair","56"
"33","salad sides","57"
"34","rice fries","57"
"35","chicken pork beef skewer","57"
"37","chicken pork 2","57"
"38","chicken pork 3","57"
"39","chicken pork 4","57"
"40","lamb beef gyros 2","57"
"41","lamb beef gyros 3","57"
"42","lamb beef gyros 4","57"
"43","2x 1 top","60"
"44","2 x 2 top","60"
"45","3 x 3top","60"
"48","Sunday February 5","56"
"49","feb 5 wings","56"
"50","3 Sandwich Deal","65"
"51","donair platter","65"
"52","2 Donair and 2 Cans of Pop","65"
"53","2xlg donnair with pop bottle","65"
"54","Two Pizza Deal","67"
"55","1 topping x 2","69"
"56","2 toppings x 2","69"
"57","3 toppings x 2","69"
"61","wings","69"
"62","2 toppings x 1","69"
"64","2 for 1 Specialty Pizzas","69"
"65","dips","56"
"66","12 wings","56"
"67","Cheo Pizza","56"
"68","3small pizzas","56"
"69","3 dips","56"
"70","Pasta Pairs","56"
"71","2 small pizza","71"
"74","1 small pizza 3 top","71"
"75","6 Chicken Wings","71"
"76","medium pizza 3 top","71"
"77","10 Chicken Wings","71"
"79","aasdasd","71"
"80","tttttttttt","56"
"81","2 x 1 topping","74"
"82","pizza dips","74"
"83","2 x2 toppig","74"
"84","2 x 3 toppings","74"
"85","wings sauce","74"
"86","Large 3 Tops Pizza","77"
"87","12 Wings","77"
"90","Large 3 toppings","74"
"92","med three topping plus","56"
"93","large salad","81"
"94","3 topping pizza.","81"
"95","2 med 2 top","81"
"96","20 wings","81"
"97","2 med 3 top","81"
"98","change me","81"
"99","2 donair","81"
"100","4 reg sand.","82"
"101","12 Wings","85"
"102","Medium 3 topping pizza","85"
"103","Large 3 topping pizza","85"
"104","2 beef donair","85"
"105","2 medium pizzas","85"
"107","Noodle chicken broth med.","87"
"108","drinks","87"
"109","Vermicelli","87"
"110","Rice dish","87"
"111","Stir fry","87"
"112","fried rice egg noodle (old)","87"
"113","rice noodle in beef broth new CD1","87"
"114","noodle in chicken broth new CD2","87"
"115","Vermicelli new CD3","87"
"116","white rice dish new CD4","87"
"117","stir fry new CD5","87"
"118","fried rice egg noodle new CD6","87"
"119","Med. 3 Topping pizza","89"
"120","Wings Sauces","89"
"122","Donair sauce","89"
"123","2 Medium pizza 3 toppings","89"
"124","Chef Salad Dressing & Extras","89"
"125","soup","79"
"126","2 main dishes","79"
"127","fried rice","79"
"128","3 main dishes","79"
"129","4 main dishes","79"
"130","5 main dishes","79"
"131","6 main dishes","79"
"132","1 Item From A","91"
"133","2 Items From A","91"
"134","1 Item From B","91"
"135","Special Offers - 2 for 1 (1 topping)","94"
"136","Special Offers Dip","94"
"137","Special Offers - 2 for 1 (2 toppings)","94"
"138","Special Offers - 2 for 1 (3 toppings)","94"
"139","Special Offer Wings Sauce","94"
"140","Special Offer Mama's Meal Deal Pizza toppings","94"
"141","Pasta Deal","96"
"142","2 Pizza Deal 1 Topping","95"
"143","2 Pizza Deal 2 Toppings","95"
"144","2 Pizza Deal 3 Toppings","95"
"145","2 Pizza Deal 1 Topping","97"
"146","2 Pizza Deal 2 Toppings","97"
"147","2 Pizza Deal 3 Toppings","97"
"148","2 Pizza Deal 1 Topping","98"
"149","2 Pizza Deal 2 Toppings","98"
"150","2 Pizza Deal 3 Toppings","98"
"151","2 for 1 Pizza 1 Topping","96"
"152","Dips","96"
"153","2 for 1 pizza 2 toppings","96"
"154","2 for 1 pizza 3 toppings","96"
"155","Wing Flavour","96"
"157","Monday deal Pizza toppings","96"
"158","Pizza 1,2,3 toppings -DIPS","96"
"159","2 Pizza Deal 1 Topping","99"
"160","2 Pizza Deal 2 Toppings","99"
"161","2 Pizza Deal 3 Toppings","99"
"162","2 Pizza Deal 1 Topping","100"
"163","2 Pizza Deal 2 Toppings","100"
"164","2 Pizza Deal 3 Toppings","100"
"165","Pizza deal #1 -toppings","96"
"166","Pizza deal #2 - toppings","96"
"167","2 Pizza Deal 1 Topping","102"
"168","2 Pizza Deal 2 Toppings","102"
"169","2 Pizza Deal 3 Toppings","102"
"170","2 Pizza Deal 1 Topping","103"
"171","2 Pizza Deal 2 Toppings","103"
"172","2 Pizza Deal 3 Toppings","103"
"173","2 Pizza Deal 1 Topping","104"
"174","2 Pizza Deal 2 Toppings","104"
"175","2 Pizza Deal 3 Toppings","104"
"176","2 Subs deal","95"
"177","2 Subs Deal","104"
"178","2 Subs Deal","102"
"179","2 Subs Deal","103"
"180","2 Pizza Deal 1 Topping","105"
"181","2 Pizza Deal 2 Toppings","105"
"182","2 Pizza Deal 3 Toppings","105"
"183","2 Subs deal","105"
"184","2 Pizza Deal 1 Topping","106"
"185","2 Pizza Deal 2 Toppings","106"
"186","2 Pizza Deal 3 Toppings","106"
"187","2 Subs deal","106"
"188","2 Pizza Deal 1 Topping","107"
"189","2 Pizza Deal 2 Toppings","107"
"190","2 Pizza Deal 3 Toppings","107"
"191","2 Subs deal","107"
"192","2 Pizza Deal 1 Topping","108"
"193","2 Pizza Deal 2 Toppings","108"
"194","2 Pizza Deal 3 Toppings","108"
"195","2 Subs deal","108"
"196","Family deal -Chef salad or fries","95"
"197","Family deal- Large pizza with Fries","95"
"198","Family deal- Wings sauce","95"
"199","Large pizza deal - pizza toppings","95"
"200","Pizza Dips upsell","95"
"201","Pizza Combos Small - 3 toppings pizza","95"
"202","Pizza Combos - Wings Sauces","95"
"203","Family deal- Large pizza with Chef salad","95"
"204","Medium pizza deal 3 toppings - with poutine","95"
"205","Medium pizza deal 3 toppings - with wings","95"
"206","Home Game Night Deal- 3 toppings","95"
"207","Pasta Pairs deal","95"
"208","Medium Pizza deal with cheesy garlic bread- 3 toppings","95"
"209","2 Pizza Deal 1 Topping","109"
"210","2 Pizza Deal 2 Toppings","109"
"211","2 Pizza Deal 3 Toppings","109"
"212","2 Subs deal","109"
"213","Family deal -Chef salad or fries","109"
"214","Family deal- Large pizza with Fries","109"
"215","Family deal- Wings sauce","109"
"216","Large pizza deal - pizza toppings","109"
"217","Pizza Dips upsell","109"
"218","Pizza Combos Small - 3 toppings pizza","109"
"219","Pizza Combos - Wings Sauces","109"
"220","Family deal- Large pizza with Chef salad","109"
"221","Medium pizza deal 3 toppings - with poutine","109"
"222","Medium pizza deal 3 toppings - with wings","109"
"223","Home Game Night Deal- 3 toppings","109"
"224","Pasta Pairs deal","109"
"225","Medium Pizza deal with cheesy garlic bread- 3 toppings","109"
"226","2 Pizza Deal 1 Topping","110"
"227","2 Pizza Deal 2 Toppings","110"
"228","2 Pizza Deal 3 Toppings","110"
"229","2 Subs deal","110"
"230","Family deal -Chef salad or fries","110"
"231","Family deal- Large pizza with Fries","110"
"232","Family deal- Wings sauce","110"
"233","Large pizza deal - pizza toppings","110"
"234","Pizza Dips upsell","110"
"235","Pizza Combos Small - 3 toppings pizza","110"
"236","Pizza Combos - Wings Sauces","110"
"237","Family deal- Large pizza with Chef salad","110"
"238","Medium pizza deal 3 toppings - with poutine","110"
"239","Medium pizza deal 3 toppings - with wings","110"
"240","Home Game Night Deal- 3 toppings","110"
"241","Pasta Pairs deal","110"
"242","Medium Pizza deal with cheesy garlic bread- 3 toppings","110"
"243","2 Pizza Deal 1 Topping","111"
"244","2 Pizza Deal 2 Toppings","111"
"245","2 Pizza Deal 3 Toppings","111"
"246","2 Subs deal","111"
"247","Family deal -Chef salad or fries","111"
"248","Family deal- Large pizza with Fries","111"
"249","Family deal- Wings sauce","111"
"250","Large pizza deal - pizza toppings","111"
"251","Pizza Dips upsell","111"
"252","Pizza Combos Small - 3 toppings pizza","111"
"253","Pizza Combos - Wings Sauces","111"
"254","Family deal- Large pizza with Chef salad","111"
"255","Medium pizza deal 3 toppings - with poutine","111"
"256","Medium pizza deal 3 toppings - with wings","111"
"257","Home Game Night Deal- 3 toppings","111"
"258","Pasta Pairs deal","111"
"259","Medium Pizza deal with cheesy garlic bread- 3 toppings","111"
"260","Donair Special","112"
"261","2 pizza with 2 toppings deal","112"
"262","2 pizza with 4 toppings deal","112"
"263","2 pizza with 6 toppings deal","112"
"264","Medium Pizza 3 toppings","112"
"265","Large Pizza 3 toppings","112"
"266","2 Pasta Special","112"
"267","Monday and Tuesday Special","112"
"268","Donair Special","114"
"269","2 pizza with 2 toppings deal","114"
"270","2 pizza with 4 toppings deal","114"
"271","2 pizza with 6 toppings deal","114"
"272","Medium Pizza 3 toppings","114"
"273","Large Pizza 3 toppings","114"
"274","2 Pasta Special","114"
"275","Monday and Tuesday Special","114"
"276","Medium pizza deal","115"
"277","Game Night Special","115"
"278","2 topping pizza pairs","115"
"279","4 Toppings Pizza Pairs","115"
"280","6 Toppings Pizza Pairs","115"
"281","3 for 30","115"
"282","Pizza Dips","115"
"283","Small Pizza 3 Toppings","116"
"285","Medium Pizza 3 Toppings","116"
"286","WIng Sauce","116"
"287","premium toppings","116"
"288","One Topping pizza ","112"
"290","Premium Toppings","112"
"291","Premium Toppings with dips","95"
"292","One topping pizza","95"
"293","One topping pizza","109"
"294","Premium Toppings","109"
"295","One topping pizza","111"
"296","Premium Toppings","111"
"297","One topping pizza","110"
"298","Premium Toppings","110"
"299","Toppings  for Combos","118"
"300","Cookie and Chips for Combo","118"
"301","Veggie Pitas Toppings - Combos","118"
"302","Test","118"
"303","Mama's Party Meal Deal","94"
"305","20 Wings","94"
"306","Large Cheese Bread Sticks","94"
"307","2 Large Pizzas 3 Toppings","94"
"308","Pizza Dips","94"
"309","Wings Sauces","94"
"310","Pizza Premium Toppings","94"
"311","Premium Toppings for LARGE pizza","94"
"312","Premium Toppings for 2x LARGE pizza","94"
"314","Medium Pizza three toppings","120"
"315","2 Medium Pizza 1 topping","120"
"316","2 Pizza Dips","120"
"317","Wings Sauce","120"
"318","Large Poutine","120"
"319","2 pizza 1 topping","120"
"320","2 pizza 2 toppings","120"
"321","2 pizza 3 toppings","120"
"322","Pizza Dips","120"
"323","Beef Donair Special","123"
"324","2 Sandwich Platter Special","123"
"325","Plates Special for 2","123"
"326","Plates Special for 3","123"
"327","Plates Special for 4","123"
"329","3 Small Sandwiches","123"
"330","1 Large Sandwich","123"
"331","Garlic or Hommus for Family Special","123"
"332","Garlic Potatoes or Rice","123"
"333","Green Salad or Tabouleh Salad","123"
"334","One Item Pizza Toppings","94"
"335","One Topping Pizza","120"
"336","Two Toppings Pizza","120"
"337","Three Toppings Pizza","120"
"338","Four Toppings Pizza","120"
"339","Premium Toppings and Dips","120"
"340","1 Large Pizza 3 Toppings","120"
"341","1 Medium Pizza 3 Toppings","120"
"342","1 Small Pizza 3 Toppings","120"
"343","One topping pizza","134"
"344","Two Toppings Pizza","134"
"345","Three Toppings Pizza","134"
"346","Premium Toppings and Pizza Dips","134"
"347","Gyro Donair Deal","120"
"348","2 Large Sandwiches","123"
"349","2 Sandwich Platters","123"
"350","Plates Special for 2","123"
"351","Plates Special for 3","123"
"352","Plates Special for 4","123"
"353","Twin Pizza Deal 1 Topping","134"
"354","Twin Pizza Deal 2 Toppings","134"
"355","Twin Pizza Deal 3 Toppings","134"
"356","Premium Toppings and Dips","134"
"357","One topping pizza","124"
"358","One topping pizza - Premium Toppings","124"
"359","1 Large Pizza Deal","134"
"360","Premium Toppings and Dips For 1 Large Pizza","134"
"361","Wings Sauces","134"
"362","1 Medium Pizza Deal","134"
"363","Premium Toppings and Dips For 1 Medium Pizza","134"
"364","1 Medium Pizza 2 toppings Deal","134"
"365","Premium Toppings and Dips For 1 Medium Pizza 2 toppings","134"
"366","2 Spaghetti Deal","134"
"367","2 Lasagna Deal","134"
"368","Pizza Dips","134"
"369","Combo box wings sauces","122"
"370","Combo box dipping sauces","122"
"371","Combo plate","141"
"372","Pizza 2 for 1","135"
"373","Pizza Dips","135"
"374","One topping pizza 2for1","135"
"375","Two Toppings Pizza 2for1","135"
"376","Three Toppings Pizza 2for1","135"
"377","Cheese Crazy Pizza option","135"
"378","Cheese Crazy Pizza toppings","135"
"379","Subs 2for1","135"
"380","Small Pizza Super Special","135"
"381","Wings Sauces","135"
"382","Medium Pizza Super Speciale","135"
"383","Large Pizza Super Speciale","135"
"384","Triple Pizza Special","135"
"385","3 Dipping Sauces","135"
"386","Party Feast Specials","135"
"387","Family Fest Medium -S Specials","135"
"388","Family Feast Large ","135"
"389","One Item Pizza","145"
"390","Two Items Pizza","145"
"391","Three Items Pizza","145"
"392","Premium Toppings","145"
"393","Twins Pizza","145"
"394","Pizza Dips","145"
"395","Small Pizza 3 Toppings","145"
"396","Wings cooking method and sauces","145"
"397","Premium toppings Small pizza","145"
"398","Medium Pizza 3 Toppings","145"
"399","Premium toppings Medium pizza","145"
"400","Large Pizza 3 Toppings","145"
"401","Premium toppings Large pizza","145"
"402","2 Medium Pizzas Combo 1 from 2","145"
"403","2 Medium Pizzas Combo 2 from 2","145"
"404","Premium Toppings for 2 medium pizza 1 from 2","145"
"405","Premium Toppings for 2 medium pizza 2 from 2","145"
"406","4 Large pizza Deal","145"
"407","4 Large Pizzas Pepperoni or Cheese Deal","145"
"408","2 Large Pizzas Party Special","145"
"409","2 Large Pizzas Party Special Premium toppings","145"
"410","1 Free topping","126"
"411","Extra pizza toppings","126"
"412","2 free toppings","126"
"413","1 Item pizza","143"
"414","Premium Toppings and Dips","143"
"415","Twin Pizza 1 topping","143"
"416","Twin Pizza 2 toppings","143"
"417","Twin Pizza 3 toppings","143"
"418","Pizza Dips","143"
"419","1 Topping","125"
"420","Premium Toppings and Dips","125"
"421","Twins 1 Topping","125"
"422","Twins 2 Topping","125"
"423","Twins 3 Topping","125"
"424","Pizza Dips","125"
"425","1 Small Pizza 3 toppings","125"
"426","Premium toppings Small pizza","125"
"427","1 Medium Pizza Deal","125"
"428","Premium toppings Medium pizza","125"
"429","1 Large Pizza Deal","125"
"430","Premium toppings Large pizza","125"
"431","Caesar or Garden Salad","125"
"432","1 Large Pizza Everyday Special max 3 toppings","125"
"433","4 Large Pizza Everyday Special","125"
"434","2 Subs deal","125"
"435","Wings cooking method and 2 sauces","145"
"436","Wings cooking method and 3 suaces","145"
"437","1 Large Pizza Everyday Special max 2 toppings","125"
"438","Wings sauces","125"
"439","Premium Toppings Twin pizza","143"
"440","2 Pizza Deal 1 topping","152"
"441","2 Pizza Deal 2 toppings","152"
"442","2 Pizza Deal 3 toppings","152"
"443","Pizza Dips","152"
"444","Large 3 toppings pizza","152"
"445","Wings Sauces","152"
"446","Medium 3 Toppings Pizza","152"
"447","Beef Donair Special","152"
"448","Premium toppings twin pizza------first pizza","143"
"449","Premium toppings twin pizza------second pizza","143"
"450","One item pizza","142"
"451","Two items pizza","142"
"452","Three items pizza","142"
"453","Pizza Premium Toppings","142"
"454","Large 3 items pizza","142"
"455","Large 3 items pizza Premium Toppings","142"
"456","Wings sauces","142"
"457","Chef or Caesar salad","142"
"458","P1. 1 topping ----toppings","155"
"459","Premium toppings","155"
"460","P2. 2 toppings-----toppings","155"
"461","1 Item Pizza","153"
"462","2 Items Pizza","153"
"463","3 Items Pizza","153"
"464","Pizza Premium Toppings","153"
"465","2 for 1 ----1 item toppings","153"
"466","2 for 1 ----2 items toppings","153"
"467","2 for 1 ----3 items toppings","153"
"468","2 for 1 ----premium toppings 1st Pizza","153"
"469","2 for 1 ----premium toppings 2nd Pizza","153"
"470","2 whole submarines","153"
"471","2 Spaghetti Deal","153"
"472","2 Small beef or chicken donair sandwich","153"
"473","One topping pizza","162"
"474","Two Toppings Pizza","162"
"475","Three Toppings Pizza","162"
"476","Premium Toppings and Pizza Dips","162"
"477","Twin Pizza Deal 1 Topping","162"
"478","Twin Pizza Deal 2 Toppings","162"
"479","Twin Pizza Deal 3 Toppings","162"
"480","Premium Toppings and Dips","162"
"481","1 Large Pizza Deal","162"
"482","Premium Toppings Large","162"
"483","Wings Sauces","162"
"484","1 Medium Pizza Deal","162"
"485","Premium Toppings Medium","162"
"486","1 Medium Pizza 2 toppings Deal","162"
"487","Premium Toppings and Dips For 1 Medium Pizza 2 toppings","162"
"488","2 Spaghetti Deal","162"
"489","2 Lasagna Deal","162"
"490","Pizza Dips","162"
"491","One topping pizza","163"
"492","Two Toppings Pizza","163"
"493","Three Toppings Pizza","163"
"494","Premium Toppings and Pizza Dips","163"
"495","Twin Pizza Deal 1 Topping","163"
"496","Twin Pizza Deal 2 Toppings","163"
"497","Twin Pizza Deal 3 Toppings","163"
"498","Premium Toppings and Dips","163"
"499","1 Large Pizza Deal","163"
"500","Premium Toppings and Dips For 1 Large Pizza","163"
"501","Wings Sauces","163"
"502","1 Medium Pizza Deal","163"
"503","Premium Toppings and Dips For 1 Medium Pizza","163"
"504","1 Medium Pizza 2 toppings Deal","163"
"505","Premium Toppings and Dips For 1 Medium Pizza 2 toppings","163"
"506","2 Spaghetti Deal","163"
"507","2 Lasagna Deal","163"
"508","Pizza Dips","163"
"509","2 Large Donair","162"
"510","Toppings for Super Twin Special","134"
"511","Toppings for Super Twin Special","162"
"512","One Item Pizza","157"
"513","Premium Toppings","157"
"514","Pizza Dips","157"
"515","1 Topping Twins","157"
"516","2 Toppings Twins","157"
"517","3 Toppings Twins","157"
"518","Premium Toppings ----1st Pizza","157"
"519","Premium Toppings -----2nd Pizza","157"
"520","Premium Topings 2 pizza deal ------1st pizza","112"
"521","Premium Toppings 2 pizza deal------2nd pizza","112"
"522","Pizza Dips","112"
"523","1 Medium Pizza with 3 Toppings","157"
"524","Premium Toppings Medium","157"
"525","Wings sauces","157"
"526","1 Large Pizza with 3 Toppings","157"
"527","Premium Toppings Large Pizza","157"
"528","Pepperoni or Cheese Pizza Medium","157"
"529","Pasta Pair Combo","157"
"530","Premium Toppings Large","157"
"531","Pizza Dips","153"
"532","12"" Sub deal","153"
"533","1 Small Pizza 3 toppings F.S","153"
"534","Premium Toppings Small","153"
"535","Wings Sauces","153"
"536","Small Salad","153"
"537","1 Medium pizza 3 toppings F.S","153"
"538","Premium Toppings Medium","153"
"539","1 Large Pizza 3 toppings F.S","153"
"540","Premium Toppings Large","153"
"541","1 X-Large Pizza 3 toppings F.S","153"
"542","Premium Toppings X-Large","153"
"543","2 Medium Pizza 3 toppings F.S","153"
"544","Premium Toppings Medium -----1st Pizza","153"
"545","Premium Toppings Medium -----2nd Pizza","153"
"546","2 Large Pizza 3 toppings F.S","153"
"547","Premium Toppings Large----1st Pizza","153"
"548","Premium Toppings Large----2nd Pizza","153"
"549","Pizza Dips","142"
"550","#10 Wrap-o-Side","155"
"551","#30 souvlaki or shawarma platter","155"
"552","#30 desert or soft drink","155"
"553","Additional Platter for #30","155"
"554","4 Items for #50","155"
"555","Extra for # 50","155"
"556","1 Medium pizza 3 toppings","155"
"557","Premium toppings Medium","155"
"558","First Dip Free","155"
"559","Wings Sauces","155"
"560","2 Gyros","155"
"561","2 Donairs","155"
"562","1 Item Pizza","117"
"563","2 Items Pizza","117"
"564","3 Items Pizza","117"
"565","Premium Toppings","117"
"566","Pizza Dips","117"
"567","One Topping Pizza","161"
"568","Two Toppings Pizza","161"
"569","Pizza Premium Toppings","161"
"570","2 Pizza Deal 1 Topping","161"
"571","2 Pizza Deal 2 Toppings","161"
"572","2 Pizza Deal 3 Toppings","161"
"573","2 Pizza Deal Premium Toppings----1st Pizza","161"
"574","2 Pizza Deal Premium Toppings ---2nd Pizza","161"
"575","One Topping Pizza","127"
"576","Pizza Premium Toppings","127"
"577","2 Pizza Deal 1 Topping","127"
"578","2 Pizza Deal 2 Toppings","127"
"579","2 Pizza Deal 3 Toppings","127"
"580","2 Pizza Deal 4 Toppings","127"
"581","2 Pizza Deal 5 Toppings","127"
"582","2 Pizza Deal Premium Toppings----1st Pizza","127"
"583","2 Pizza Deal Premium Toppings ---2nd Pizza","127"
"584","Small Sandwich Lunch Special","142"
"585","Twins Pizza Premium Toppings-----1st Pizza","134"
"586","Twins Pizza Premium Toppings-----2nd Pizza","134"
"587","2 Large Pizza Deal Premium toppings-----1st Pizza","145"
"588","2 Large Pizza Deal Premium toppings-----2nd  Pizza","145"
"589","Twin Pizza 1 Topping","155"
"590","Twin Pizza 2 Toppings","155"
"591","Twin Pizza 3 Toppings","155"
"592","Twins Pizza Premium Toppings-----1st Pizza","155"
"593","Twins Pizza Premium Toppings-----2nd Pizza","155"
"594","Pizza Dips","155"
"595","1 Item Pizza","128"
"596","Pizza Premium Toppings","128"
"597","Pizza Dips","128"
"598","Pizza Dips","127"
"599","Large 4 Toppings E.S","127"
"600","Premium Toppings Large","127"
"601","Small Canadian Pizza E.S","127"
"602","Medium Canadian Pizza E.S","127"
"603","2 Beef Donairs","127"
"604","1 Small pizza 3 Toppings E.S","127"
"605","Wings Sauces","127"
"606","Premium Toppings Small","127"
"607","1 Medium Pizza 3 Toppings E.S","127"
"608","Premium Toppings Medium","127"
"609","1 Large Pizza 3 Toppings E.S","127"
"610","Premium Toppings Large","127"
"611","Large Chef or Caesar Salad","127"
"613","1 Small Pizza 3 toppings P&W","128"
"614","Premium Toppings Small","128"
"615","1 Medium Pizza 3 Toppings P&W","128"
"616","Premium Toppings Medium","128"
"617","1 Large Pizza 3 Toppings P&W","128"
"618","Premium Toppings Large","128"
"619","P1. 1 topping ----toppings","166"
"620","Premium toppings","166"
"621","P2. 2 toppings-----toppings","166"
"622","#10 Wrap-o-Side","166"
"623","#30 souvlaki or shawarma platter","166"
"624","#30 desert or soft drink","166"
"625","Additional Platter for #30","166"
"626","4 Items for #50","166"
"627","Extra for # 50","166"
"628","1 Medium pizza 3 toppings","166"
"629","Premium toppings Medium","166"
"630","First Dip Free","166"
"631","Wings Sauces","166"
"632","2 Gyros","166"
"633","2 Donairs","166"
"634","Twin Pizza 1 Topping","166"
"635","Twin Pizza 2 Toppings","166"
"636","Twin Pizza 3 Toppings","166"
"637","Twins Pizza Premium Toppings-----1st Pizza","166"
"638","Twins Pizza Premium Toppings-----2nd Pizza","166"
"639","Pizza Dips","166"
"640","P1. 1 topping ----toppings","167"
"641","Premium toppings","167"
"642","P2. 2 toppings-----toppings","167"
"643","#10 Wrap-o-Side","167"
"644","#30 souvlaki or shawarma platter","167"
"645","#30 desert or soft drink","167"
"646","Additional Platter for #30","167"
"647","4 Items for #50","167"
"648","Extra for # 50","167"
"649","1 Medium pizza 3 toppings","167"
"650","Premium toppings Medium","167"
"651","First Dip Free","167"
"652","Wings Sauces","167"
"653","2 Gyros","167"
"654","2 Donairs","167"
"655","Twin Pizza 1 Topping","167"
"656","Twin Pizza 2 Toppings","167"
"657","Twin Pizza 3 Toppings","167"
"658","Twins Pizza Premium Toppings-----1st Pizza","167"
"659","Twins Pizza Premium Toppings-----2nd Pizza","167"
"660","Pizza Dips","167"
"661","P1. 1 topping ----toppings","168"
"662","Premium toppings","168"
"663","P2. 2 toppings-----toppings","168"
"664","#10 Wrap-o-Side","168"
"665","#30 souvlaki or shawarma platter","168"
"666","#30 desert or soft drink","168"
"667","Additional Platter for #30","168"
"668","4 Items for #50","168"
"669","Extra for # 50","168"
"670","1 Medium pizza 3 toppings","168"
"671","Premium toppings Medium","168"
"672","First Dip Free","168"
"673","Wings Sauces","168"
"674","2 Gyros","168"
"675","2 Donairs","168"
"676","Twin Pizza 1 Topping","168"
"677","Twin Pizza 2 Toppings","168"
"678","Twin Pizza 3 Toppings","168"
"679","Twins Pizza Premium Toppings-----1st Pizza","168"
"680","Twins Pizza Premium Toppings-----2nd Pizza","168"
"681","Pizza Dips","168"
"682","P1. 1 topping ----toppings","169"
"683","Premium toppings","169"
"684","P2. 2 toppings-----toppings","169"
"685","#10 Wrap-o-Side","169"
"686","#30 souvlaki or shawarma platter","169"
"687","#30 desert or soft drink","169"
"688","Additional Platter for #30","169"
"689","4 Items for #50","169"
"690","Extra for # 50","169"
"691","1 Medium pizza 3 toppings","169"
"692","Premium toppings Medium","169"
"693","First Dip Free","169"
"694","Wings Sauces","169"
"695","2 Gyros","169"
"696","2 Donairs","169"
"697","Twin Pizza 1 Topping","169"
"698","Twin Pizza 2 Toppings","169"
"699","Twin Pizza 3 Toppings","169"
"700","Twins Pizza Premium Toppings-----1st Pizza","169"
"701","Twins Pizza Premium Toppings-----2nd Pizza","169"
"702","Pizza Dips","169"
"703","P1. 1 topping ----toppings","170"
"704","Premium toppings","170"
"705","P2. 2 toppings-----toppings","170"
"706","#10 Wrap-o-Side","170"
"707","#30 souvlaki or shawarma platter","170"
"708","#30 desert or soft drink","170"
"709","Additional Platter for #30","170"
"710","4 Items for #50","170"
"711","Extra for # 50","170"
"712","1 Medium pizza 3 toppings","170"
"713","Premium toppings Medium","170"
"714","First Dip Free","170"
"715","Wings Sauces","170"
"716","2 Gyros","170"
"717","2 Donairs","170"
"718","Twin Pizza 1 Topping","170"
"719","Twin Pizza 2 Toppings","170"
"720","Twin Pizza 3 Toppings","170"
"721","Twins Pizza Premium Toppings-----1st Pizza","170"
"722","Twins Pizza Premium Toppings-----2nd Pizza","170"
"723","Pizza Dips","170"
"724","P1. 1 topping ----toppings","171"
"725","Premium toppings","171"
"726","P2. 2 toppings-----toppings","171"
"727","#10 Wrap-o-Side","171"
"728","#30 souvlaki or shawarma platter","171"
"729","#30 desert or soft drink","171"
"730","Additional Platter for #30","171"
"731","4 Items for #50","171"
"732","Extra for # 50","171"
"733","1 Medium pizza 3 toppings","171"
"734","Premium toppings Medium","171"
"735","First Dip Free","171"
"736","Wings Sauces","171"
"737","2 Gyros","171"
"738","2 Donairs","171"
"739","Twin Pizza 1 Topping","171"
"740","Twin Pizza 2 Toppings","171"
"741","Twin Pizza 3 Toppings","171"
"742","Twins Pizza Premium Toppings-----1st Pizza","171"
"743","Twins Pizza Premium Toppings-----2nd Pizza","171"
"744","Pizza Dips","171"
"745","One Topping","164"
"746","Two Toppings","164"
"747","Premium Toppings","164"
"748","2 Pizza Deal 1 Topping","164"
"749","2 Pizza Deal 2 Toppings","164"
"750","2 Pizza Deal 3 Toppings","164"
"751","2 Pizza Deal Premium Toppings-----1st Pizza","164"
"752","2 Pizza Deal Premium Toppings ---2nd Pizza","164"
"753","1 Medium Pizza 3 Toppings E.S","164"
"754","Premium Toppings Medium","164"
"755","Wings sauces","164"
"756","1 Large Pizza 3 Toppings E.S","164"
"757","Premium Toppings Large","164"
"758","Pizza Dips","161"
"759","Donair Special","161"
"760","1 Medium Pizza max 3 toppings","161"
"761","1 Large Pizza 1 Topping E.S","161"
"762","Premium Toppings Large","161"
"763","1st Dip Free","161"
"764","1 Large Pizza 3 Toppings E.S","161"
"765","Wings sauces","161"
"766","Wings Sauces","128"
"767","Pizza Dips","164"
"768","One Topping","172"
"769","Two Toppings","172"
"770","Premium Toppings","172"
"771","2 Pizza Deal 1 Topping","172"
"772","2 Pizza Deal 2 Toppings","172"
"773","2 Pizza Deal 3 Toppings","172"
"774","2 Pizza Deal Premium Toppings-----1st Pizza","172"
"775","2 Pizza Deal Premium Toppings ---2nd Pizza","172"
"776","1 Medium Pizza 3 Toppings E.S","172"
"777","Premium Toppings Medium","172"
"778","Wings sauces","172"
"779","1 Large Pizza 3 Toppings E.S","172"
"780","Premium Toppings Large","172"
"781","Pizza Dips","172"
"782","1 Large Pizza 3 toppings F.S","146"
"783","Wings sauces","146"
"784","1 Medium Pizza 3 Toppings F.S","146"
"785","1 Small Pizza 3 toppings F.S","146"
"786","2 Large Pizzas 3 Toppings F.S","146"
"787","2 Medium Pizzas 3 Toppings F.S","146"
"788","Pizza Dips","146"
