"id","name","restaurant"
"1560","2 toppings single","199"
"1561","3 toppings single","199"
"1562","premium ttoppings single","199"
"1563","1 Medium 3 Toppings Specials","199"
"1564","Premium Toppings Medium","199"
"1565","1 Large 3 Toppings Special","199"
"1566","Premium Toppings Large","199"
"1567","1 Small 3 Toppings Special","199"
"1568","Premium Toppings Small","199"
"1569","2 Medium 3 toppings special","199"
"1570","2 Medium 2 toppings special","199"
"1571","Make it large 3.60","199"
"1572","Make it large 4.50","199"
"1573","Wings Sauces","199"
"1574","1st Dip Free","199"
"1575","Large Salad","199"
"1576","Premium Toppings Medium-----1st Pizza","199"
"1577","Premium Toppings Medium-----2nd Pizza","199"
"1578","2 Dips Free","199"
"1581","Salads for Assorted Platters","274"
"1582","Fries&rice","274"
"1583","Fresh Pita Bread","274"
"1586","Soup Choice","258"
"1587","Salad Choice","258"
"1588","Dish 170 ","258"
"1590","Dish 171","258"
"1591","Dish 172","258"
"1592","Dish 173","258"
"1593","Souvlaki Platter Special","274"
"1594","Medium pizza ","274"
"1595","Dips","274"
"1596","Premium Toppings Medium","274"
"1597","Large Pizza 3 topping","274"
"1598","Premium Large","274"
"1599","2 Souvlaki delivery special","274"
"1600","3 Souvlaki delivery special","274"
"1601","4 Souvlaki delivery special","274"
"1602","5 Souvlaki delivery special","274"
"1603","2 medium pizza 3 toppings","274"
"1604","Premium Toppings medium-1st pizza","274"
"1605","Premium Toppings medium-2nd pizza","274"
"1606","2 large pizza 3 toppings","274"
"1607","Premium Toppings large-1st pizza","274"
"1608","Premium Toppings large-2nd pizza","274"
"1609","2 large plain pizzas","274"
"1610","Salads Dressing","274"
"1611","Wings Sauces","274"
"1612","4 Large Plaine pizzas","274"
"1613","Viet sour soup for family dinner","286"
"1614","Clay Ppot","286"
"1615","Donairs/Shawarma Extras","285"
"1616","Soup Choice x2","258"
"1617","Salad Choice x2","258"
"1618","2 medium pizzas","234"
"1619","Dips","234"
"1620","2 large pizzas","234"
"1621","2 small pizzas","234"
"1622","2 medium pizzas","234"
"1623","2 large pizzas","234"
"1624","2 small pizzas","234"
"1625","Dips","234"
"1626","Soups and Salads for combos x2","258"
"1627","Soups and Salads for combos x4","258"
"1629","Teriyaki","258"
"1630","Pad Thai","258"
"1631","Fried Rice","258"
"1632","L'arc en ciel Pizza toppings","234"
"1633","Pizza Toppings Cheese only","234"
"1634","L’Arc-en-Ciel pizza toppings","234"
"1635","Pizza Toppings Cheese only","234"
"1636","One Topping","284"
"1637","Premium Toppings","284"
"1638","One Topping Pizza","281"
"1639","Premium Toppings ","281"
"1640","Dips","281"
"1641","Two Toppings Pizza","281"
"1642","1 topping 2 pizza deal","281"
"1643","2 toppings 2 pizza deal","281"
"1644","3 toppings 2 pizza deal","281"
"1645","Premium Toppings ---1st Pizza","281"
"1646","Premium Toppings-----2nd Pizza","281"
"1647","Wings Sauces","281"
"1648","Medium Pizza 3 Toppings special","281"
"1649","Large Pizza 3 Toppings special","281"
"1650","XLarge Pizza 3 Toppings special","281"
"1651","Premium Toppings Medium","281"
"1652","Premium Toppings Large","281"
"1653","Premium Toppings XLarge","281"
"1654","Donair Special","281"
"1655","One Topping","275"
"1656","Two Toppings","275"
"1657","Premium Toppings ","275"
"1658","Dips","275"
"1659","Lana Pizza Sauce","275"
"1660","Lana and Sam Pizza","275"
"1661","Pizza or Pesto Sauce","275"
"1662","Wings Sauces","284"
"1664","Wings Dipping Sauces","284"
"1667","#1 1 medium pizza 3 toppings","284"
"1668","#1 1 medium pizza premium toppings","284"
"1670","#2 1 large pizza 3 toppings","284"
"1671","#2 1 large pizza premium toppings","284"
"1672","#4 1 x-large pizza 3 toppings","284"
"1673","#4 1 x-large pizza premium toppings","284"
"1674","#5 2 small pizza 6 toppings","284"
"1675","#5 premium toppings small 1st pizza","284"
"1676","#5 premium toppings small 2nd pizza","284"
"1677","#6 2 medium pizzas 6 toppings","284"
"1678","#6 premium toppings medium 1st pizza","284"
"1679","#6 premium toppings medium 2nd pizza","284"
"1680","#7 2 large pizzas 6 toppings","284"
"1681","#7 premium toppings large 1st pizza","284"
"1682","#7 premium toppings large 2nd pizza","284"
"1683","Pizza Dips","284"
"1684","#8 2 x-large pizzas 6 toppings","284"
"1685","#8 premium toppings 1st pizza","284"
"1686","#8 premium toppings 2nd pizza","284"
"1687","Small pizza 3 toppings","275"
"1688","Premium Toppings Small","275"
"1689","Medium pizza 3 toppings","275"
"1690","Premium Toppings Medium","275"
"1691","Large pizza 3 toppings","275"
"1692","Premium Toppings Large","275"
"1693","XLarge pizza 3 toppings","275"
"1694","Premium Toppings XLarge","275"
"1695","Wings Sauces","275"
"1696","2 Small pizza 3 toppings","275"
"1697","Premium Toppings Small------1st Pizza","275"
"1698","Premium Toppings Small------2nd Pizza","275"
"1699","2 Medium pizza 3 toppings","275"
"1700","One Topping double pizza","284"
"1701","Premium Toppings Medium-----1st Pizza","275"
"1702","Premium Toppings Medium-----2nd Pizza","275"
"1703","2 Large pizza 3 toppings","275"
"1704","Premium Toppings Large-----1st Pizza","275"
"1705","Premium Toppings Large-----2nd Pizza","275"
"1706","2 X-Large pizza 3 toppings","275"
"1707","Premium Toppings X-Large---1st pizza","275"
"1708","Premium Toppings X-Large---2nd pizza","275"
"1709","2 Medium pizza with 5 toppings","275"
"1710","2 Large pizza with 5 toppings","275"
"1711","2 X-Large pizza with 5 toppings","275"
"1712","Premium toppings 1st pizza double pizza","284"
"1713","Premium toppings 2nd pizza double pizza","284"
"1714","2 topping double pizza","284"
"1715","3 toppings double pizza","284"
"1716","4 toppings double pizza","284"
"1724","One Topping Pizza","303"
"1725","Two Toppings Pizza","303"
"1726","Premium Toppings ","303"
"1727","Dips","303"
"1728","Wings Sauces","303"
"1729","Wings Dipping Sauces","303"
"1730","Choice of soup","295"
"1731","Choice of side dish","295"
"1732","Large pizza 3 toppings","303"
"1733","Premium Toppings Large","303"
"1734","Medium pizza 3 toppings","303"
"1735","Premium Toppings Medium","303"
"1736","2 Dips Free","303"
"1737","Wings Sauces","303"
"1738","Wings Dipping Sauces","303"
"1739","X-Large pizza 3 toppings","303"
"1740","Premium Toppings X-Large","303"
"1741","Large Caesar or Garden Salad","303"
"1742","3 Small Shawarma","303"
"1743","2 Large Shawarma","303"
"1744","2 Pizza Deal 1 Topping","303"
"1745","2 Pizza Deal 2 Toppings","303"
"1746","2 Pizza Deal 3 Toppings","303"
"1747","Premium Toppings Twin-----1st pizza","303"
"1748","Premium Toppings Twin-----2nd pizza","303"
"1749","2 pasta","303"
"1750","Wraps","293"
"1752","2 Small Pizza","315"
"1753","2 Medium Pizza","315"
"1754","2 Large Pizza","315"
"1755","1 Small Pizza","315"
"1756","1 Medium Pizza","315"
"1757","1 Large Pizza","315"
"1758","Frites or Patate a l'ail","315"
"1759","Salad or patate","315"
"1762","Dinner For Two A","313"
"1763","Salad or pickle for family dinner","313"
"1764","Dinner For Two B","313"
"1765","Dinner For Two C","313"
"1766","Raita/salad/pickle","313"
"1767","meat biriyani","313"
"1768","Meat korma or bhuna","313"
"1769","Meat Bhuna/Korma","313"
"1770","Vegetable","313"
"1771","Dinner For Three B - kebab/samosa","313"
"1772","Naan/paratha","313"
"1773","Shrimp malai/masala","313"
"1774","Pizza Toppings, Crust and Sauces","257"
"1775","Dips","257"
"1776","Meat Curry","313"
"1777","One Topping","257"
"1778","Two Toppings","257"
"1779","Three Toppings","257"
"1780","Premium toppings","257"
"1781","1 Topping Twin","257"
"1782","2 Toppings Twin","257"
"1783","3 Toppings Twin","257"
"1784","Dinner For Three A","313"
"1785","Double Deal","177"
"1786","Meat for stir fried with vegetables","310"
"1787","Shrimp or fish soup","310"
"1788","2 for 1 pizza toppings","320"
"1789","1 toppings 2 for 1","320"
"1790","2 toppings 2 for 1","320"
"1791","3 toppings 2 for 1","320"
"1792","3 Toppings","320"
"1793","2 Pizza 12"" (medium)","320"
"1794","2 Pizza 14"" (large)","320"
"1795","2 Pizza 16"" (x-large)","320"
"1796","Deal #1","236"
"1798","2 Large 3 Toppings (Deal #2)","236"
"1799","2 Medium 3 Toppings (Deal #3)","236"
"1800","2 Small 3 Toppings (Deal #4)","236"
"1801","2 sandwiches (Deal #5)","236"
"1802","2 wraps (Deal #5a)","236"
"1803","Deal #1","236"
"1804","Deal #1 desert","236"
"1805","2 Large 3 Toppings (Deal #2)","236"
"1806","2 Medium 3 Toppings (Deal #3)","236"
"1807","2 Small 3 Toppings (Deal #4)","236"
"1808","2 sandwiches (deal #5)","236"
"1809","2 wraps (deal#5a)","236"
"1810","Tapas","292"
"1811","4 for 40$ toppings","257"
"1812","4 Dips Free","257"
"1813","Premium Toppings Small------1st Pizza","257"
"1814","Premium Toppings Small------2nd Pizza","257"
"1815","Premium Toppings Small------3rd Pizza","257"
"1816","Premium Toppings Small------4th Pizza","257"
"1817","Small Pizza 3 Toppings","257"
"1818","Wing Sauces","257"
"1819","Premium Toppings Small","257"
"1820","Mediu Pizza 3 toppings","257"
"1821","Premium Toppings Medium","257"
"1822","Large Pizza 3 Toppings","257"
"1823","Premium Toppings Large","257"
"1824","1 dip free","257"
"1825","Salad or Poutine","257"
"1826","Tapas","332"
"1827","Design Your Own Pizza","325"
"1828","Dips","325"
"1829","Pizza Toppings (twin pizzas)","330"
"1830","1 Topping (twins)","330"
"1831","2 Toppings (twins)","330"
"1832","3 Toppings (twins)","330"
"1840","2 Medium 3 Toppings","330"
"1842","2 Large 3 Toppings","330"
"1843","2 X-Large 3 Toppings","330"
"1847","2 Small 3 toppings or less","330"
"1848","2 Medium 3 toppings or less","330"
"1850","2 Large 3 toppings or less","330"
"1852","2 X-Large 3 toppings or less","330"
"1857","1 Small 3 Toppings","330"
"1858","1 Medium 3 Toppings","330"
"1859","1 Sub 7""","330"
"1860","1 Sub 14""","330"
"1861","Numéro 1 side dish","330"
"1862","Numéro 2 side dish","330"
"1863","1 Large 3 Toppings","330"
"1864","Numéro 3 side dish","330"
"1865","1 X-Large 3 Toppings","330"
"1866","Numéro 4 side dish","330"
"1867","Numéro 5 side dish","330"
"1868","Numéro 6 side dish","330"
"1869","Numéro 7 side dish","330"
"1870","Numéro 8 side dish","330"
"1871","2 for 1 Pizzas Toppings","330"
"1872","1 Topping (twins)","330"
"1873","2 Toppings (twin)","330"
"1874","3 Toppings (twin)","330"
"1875","One Topping","326"
"1876","Pizza dips","326"
"1877","Premium toppings","326"
"1878","2 toppings","326"
"1879","3 toppings","326"
"1880","2 Medium 3 toppings","330"
"1881","2 Large 3 toppings","330"
"1882","2 X-Large 3 toppings","330"
"1883","1 Small 3 toppings","330"
"1884","1 Medium 3 toppings","330"
"1885","1 Large 3 toppings","330"
"1886","1 X-Large 3 toppings","330"
"1887","Number 1 side dish","330"
"1888","Number 2 side dish","330"
"1889","Number 3 side dish","330"
"1890","Number 4 side dish","330"
"1891","Number 5 side dish","330"
"1892","Number 6 side dish","330"
"1893","Number 7 side dish","330"
"1894","Number 8 side dish","330"
"1895","2 Small All dressed or less","330"
"1896","2 Medium All dressed or less","330"
"1897","2 Large All dressed or less","330"
"1898","2 X-Large All dressed or less","330"
"1899","1 Sub 7""","330"
"1900","1 Sub 14""","330"
"1901","1 Topping","328"
"1902","2 Toppings","328"
"1903","Premium Toppings","328"
"1904","Dips","328"
"1905","1 Topping 2 pizza","328"
"1906","2 Toppings 2 pizza","328"
"1907","3 Toppings 2 pizza","328"
"1908","Premiu toppings ---1st pizza","328"
"1909","Premium toppings---2nd pizza","328"
"1910","Medium Pizza 3 Toppings","328"
"1911","premium Toppings Medium","328"
"1912","Large Pizza 3 Toppings","328"
"1913","Premium Toppings Large","328"
"1914","Wings sauces","328"
"1915","Donair Special","328"
"1917","Trio Sandwich ","173"
"1918","2 Gyro special","173"
"1919","Les Spécialites OPA’s 2 assiettes","173"
"1920","1 topping A","334"
"1921","1 topping add more toppings","334"
"1922","1 topping B","334"
"1924","All's Big Hit : Tomato, beans, fries","326"
"1925","All's Big Hit: Pancake or French Toast","326"
"1926","All's Big Hit : Bread type","326"
"1927","Wings sauce","330"
"1928","Chicken Sauce (gravy or hot)","330"
"1929","Wings Sauce","330"
"1930","Chiken sauces","330"
"1931","Super promo N4 pizza (small)","320"
"1932","Super promo N4 side dishes","320"
"1933","Super Promo N5 Pizza (medium)","320"
"1934","Super promo N5 side dishes","320"
"1935","Super Promo N6 Pizza (large)","320"
"1936","Super promo N6 side dishes","320"
"1937","Super Promo N7 Pizza (x-large)","320"
"1938","Super promo N7 side dishes","320"
"1939","2 Toppings -double pizza","340"
"1940","Unlimited Toppings - double pizza","340"
"1941","Small or Medium Pizza 2 toppings","340"
"1944","Small or Medium Unlimited toppings","340"
"1945","Wings Sauces","340"
"1946","Chicken Side Dishes","340"
"1948","Pizza Dips","334"
"1949","Combo 1 Pizza","319"
"1950","Combo 2 Pizza","319"
"1951","Combo 3 Pizza","319"
"1952","Combo 1 Pizza","319"
"1953","Combo 2 Pizza","319"
"1954","Combo 3 Pizza","319"
"1955","Family Pack--Chicken Shawarma","123"
"1956","Family Pack--Beef  Shawarma","123"
"1957","2 Large Donairs Deal","134"
"1958","1 Ingredient Pizza","333"
"1959","2 Ingredients Pizza","333"
"1960","Premium Toppings","333"
"1961","Dips","333"
"1962","1 Ingredient Pizza","333"
"1963","2 Ingredients Pizza","333"
"1964","Premium Toppings","333"
"1965","Dips","333"
"1966","Large Pizza All dressed","333"
"1967","Wings sauces","333"
"1968","Medium Pizza All Dressed","333"
"1969","Large Pizza All dressed","333"
"1970","Medium Pizza All Dressed","333"
"1971","Wings sauces","333"
"1972","Pizza Toppings","349"
"1973","1 small pizza 3 toppings","349"
"1974","Premium Toppings Small","349"
"1975","1 medium pizza 3 toppings","349"
"1976","Premium Toppings Medium","349"
"1977","1 large pizza 3 toppings","349"
"1978","Premium Toppings Large","349"
"1979","1 x-large pizza 3 toppings","349"
"1980","Premium Toppings X-Large","349"
"1981","2 X-Large pizza 3 toppings","349"
"1982","Premium Toppings X-Large---1st pizza","349"
"1983","Premium Toppings X-Large---2nd pizza","349"
"1984","2 Large pizza 3 toppings","349"
"1985","Premium Toppings Large-----1st Pizza","349"
"1986","Premium Toppings Large----2nd pizza","349"
"1987","2 Medium pizza 3 toppings","349"
"1988","Premium Toppings Medium-----1st Pizza","349"
"1989","Premium Toppings Medium-----2nd Pizza","349"
"1990","2 Sous-Marins","349"
"1991","2 Pizza toppings","350"
"1992","1 bambino pizza 3 toppings","350"
"1993","Premium Toppings Bambino","350"
"1994","1 small pizza 3 toppings","350"
"1995","Premium Toppings Small","350"
"1996","1 medium pizza 3 toppings","350"
"1997","Premium Toppings Medium","350"
"1998","1 large pizza 3 toppings","350"
"1999","Premium Toppings Large","350"
"2000","1 x-large pizza 3 toppings","350"
"2001","Premium Toppings X-Large","350"
"2002","Small Pizza Toppings","350"
"2003","10"" Sub","350"
"2004","14"" Sub","350"
"2005","Medium Pizza Toppings","350"
"2006","Large Pizza Toppings","350"
"2007","X-Large pizza toppings","350"
"2008","2 bambino pizza ","350"
"2009","2 medium pizza 3 toppings","350"
"2010","Pizza slice","345"
"2011","Premium Toppings Medium-----1st Pizza","350"
"2012","Premium Toppings Medium-----2nd Pizza","350"
"2013","Cheese Pizza Double Pizza","340"
"2014","Dips","340"
"2015","2 pour 1 pizza ","353"
"2016","1 small pizza 3 toppings","353"
"2017","Premium Toppings Small","353"
"2018","1 medium pizza 3 toppings","353"
"2019","Premium Toppings Medium","353"
"2020","1 large pizza 3 toppings","353"
"2021","Premium Toppings Large","353"
"2022","1 x-large pizza 3 toppings","353"
"2023","Premium Toppings X-Large","353"
"2024","Speciaux 4, 5, 6 side dishes","353"
"2025","10"" Sub","353"
"2026","14"" Sub","353"
"2027","2 Subs 10""","353"
"2028","2 Medium pizza 3 toppings","353"
"2029","Premium Toppings Medium-----1st Pizza","353"
"2030","Premium Toppings Medium-----2nd Pizza","353"
"2031","2 X-Large pizza 3 toppings","353"
"2032","Premium Toppings X-Large---1st pizza","353"
"2033","Premium Toppings X-Large---2nd pizza","353"
"2034","2 pour 1 pizza","356"
"2035","1 topping pizza (2 pour 1)","356"
"2036","Premium Toppings (2 pour 1)-----1st pizza","356"
"2037","Premium Toppings (2 pour1)---2nd pizza","356"
"2038","Pita Sandwich","354"
"2039","2 toppings pizza (2 pour 1)","356"
"2040","1 small and medium pizza 3 toppings- $1.00/topping","356"
"2041","Premium Toppings Small","356"
"2042","Premium Toppings Medium","356"
"2043","1 large pizza 3 toppings- $1.50/topping","356"
"2044","Premium Toppings Large","356"
"2045","1 x-large pizza 3 toppings- $2.00/topping","356"
"2046","Premium Toppings X-Large","356"
"2047","Combo 5,6 side dishes","356"
"2048","Combo 7,8 Side dishes","356"
"2049","2 Medium pizza 3 toppings- $2.00/topping","356"
"2050","Premium Toppings Medium---1st pizza","356"
"2051","Premium Toppings Medium---2nd Pizza","356"
"2052","2 Large pizza 3 toppings- $2.50/topping","356"
"2053","Premium Toppings Large-----1st Pizza","356"
"2054","Premium Toppings Large----2nd pizza","356"
"2055","Super Special side dish","356"
"2056","1 bambino pizza 3 toppings","356"
"2057","Premium Toppings Bambino","356"
"2058","Pizza Bambino Side dish","356"
"2059","2 Pizza deal","358"
"2061","Pizza specials Large","358"
"2062","Pizza specials X-Large","358"
"2063","Pizza specials dips","358"
"2064","Pizza specials 2 medium pizza","358"
"2065","Pizza specials 2 large pizza","358"
"2066","Pizza specials 3 medium pizza","358"
"2067","Pizza Matgherita (M,L,XL)","257"
"2068","Pizza specials 3 large pizza","358"
"2069","1 Topping Pizza","355"
"2070","2 Toppings Pizza","355"
"2071","Premium Toppings","355"
"2072","Dips","355"
"2073","Platters extra","354"
"2074","Extra skewer","354"
"2075","Sesame sauce","354"
"2076","Twins Pizza 1 Topping","355"
"2077","Twins Pizza 2 Toppings","355"
"2078","Twins Pizza 3 Toppings","355"
"2079","Premium Toppings Twins----1st pizza","355"
"2080","Premium Toppings Twins----2nd pizza","355"
"2081","Everyday Specials","354"
"2082","Sidedish","354"
"2083","1 medium pizza 3 toppings","355"
"2084","Premium Toppings Medium","355"
"2085","1 large pizza 3 toppings","355"
"2086","Premium Toppings Large","355"
"2087","2 dips free","355"
"2088","Wings sauces","355"
"2089","Pasta Special","355"
"2090","Platters extra","354"
"2091","Everyday Specials for trio1","354"
"2103","2 Large Subs","180"
"2104","Upgrade 2 591ml coke","180"
"2105","Mini Family Pack salad option","180"
"2106","2 dips free","180"
"2107","Large Pizza 1 Topping","180"
"2108","2 Large Pizza 6 Toppings Combined","180"
"2109","4 Small Pizza 4 toppings","180"
"2110","Premium Toppings Small----3rd pizza","180"
"2111","Premium Toppings Small------4th Pizza","180"
"2112","12"" sub","180"
"2113","4 Dips Free","180"
"2114","1 medium pizza 3 toppings","180"
"2115","Premium Toppings Medium","180"
"2116","1 small pizza 3 toppings","180"
"2117","Premium Toppings Small","180"
"2118","No free Dips","180"
"2119","Salads Dressings","180"
"2120","Trio pita wrap sandwiches","202"
"2121","1 topping twin ","92"
"2122","2 toppings twin","92"
"2123","3 toppings twin","92"
"2124","Premium Toppings---1st pizza","92"
"2125","Premium Toppings----2nd pizza","92"
"2126","1 small pizza 3 toppings","92"
"2127","1 medium pizza 3 toppings","92"
"2128","1 large pizza 3 toppings","92"
"2129","Premium Toppings Small","92"
"2130","Premium Toppings Medium","92"
"2131","Premium Toppings Large","92"
"2132","Wings sauces","92"
"2133","Dips","92"
"2134","Chicken Shawarma Special","211"
"2135","Family dinner for 3 people 1st item","286"
"2136","1 Topping Pizza","367"
"2137","2 Toppings Pizza","367"
"2138","Premium Toppings","367"
"2139","Dips","367"
"2140","Twins Pizza 1 Topping","367"
"2141","Twins Pizza 2 Toppings","367"
"2142","Twins Pizza 3 Toppings","367"
"2143","Premium Toppings Twins----1st pizza","367"
"2144","Premium Toppings Twins----2nd pizza","367"
"2145","1 medium pizza 3 toppings","367"
"2146","Premium Toppings Medium","367"
"2147","1 large pizza 3 toppings","367"
"2148","Premium Toppings Large","367"
"2149","2 dips free","367"
"2150","Wings sauces","367"
"2151","Pasta Special","367"
"2152","2 pizza 2 toppings","366"
"2153","2 pizza 3 toppings","366"
"2154","1 Topping","357"
"2155","2 Toppings","357"
"2156","3 Toppings","357"
"2157","4 Toppings","357"
"2158","5 Toppings","357"
"2159","Premium Toppings","357"
"2161","Clam casina pizza","364"
"2162","Pizza toppings for clam pizza","364"
"2163","Dips","366"
"2164","Any 2 Gyros","357"
"2165","Any 2 Souvlaki","357"
"2166","1 Large 3 toppings","357"
"2167","2 Large 3 toppings","357"
"2168","Premium Toppings Large","357"
"2169","Premium Toppings Large-----1st Pizza","357"
"2170","Premium Toppings Large----2nd pizza","357"
"2171","Wings sauces","357"
"2172","2 dips free","357"
"2173","2 Large 2 toppings","357"
"2174","2 for 1 pizza ","368"
"2175","Pizza dips","364"
"2176","Hawaiian pizza sauce","364"
"2177","Pizza toppings","364"
"2178","Subs for the lunch menu","364"
"2179","Speciaux 7 side dish","353"
"2180","2 pizza deal dips","358"
"2181","1 small pizza 3 toppings","368"
"2182","Premium Toppings Small","368"
"2183","1 medium pizza 3 toppings","368"
"2184","Premium Toppings Medium","368"
"2185","1 large pizza 3 toppings","368"
"2186","Premium Toppings Large","368"
"2187","1 x-large pizza 3 toppings","368"
"2188","Premium Toppings X-Large","368"
"2189","2 wrap special","358"
"2190","Medium Side dish Super Speciaux #5","368"
"2191","Large Side Dish Super Special#6","368"
"2192","2 Medium Side Dishes Super Special#7","368"
"2193","Side dish Super Speciaux#4","368"
"2194","10"" Sub","368"
"2195","14"" Sub","368"
"2196","2 X-Large Pizza 3 Toppings","368"
"2197","Premium Toppings X-Large---1st pizza","368"
"2198","Premium Toppings X-Large---2nd pizza","368"
"2199","2 Medium Pizza 3 Toppings","368"
"2200","Premium Toppings Medium---1st pizza","368"
"2201","Premium Toppings Medium---2nd Pizza","368"
"2202","2 Subs 10""","368"
"2203","Monday or Tuesday Special Pizza with 3 toppings","368"
"2204","1 small pizza 3 toppings","254"
"2205","Premium Toppings Small","254"
"2206","2 Pasta Special","254"
"2207","One Topping Pizza","360"
"2208","Two Toppings Pizza","360"
"2209","Premium Toppings","360"
"2210","Dips","360"
"2211","2 Large Pizza","360"
"2212","Twin Specialty Pizza Toppings","370"
"2213","Twin Classic Pizza Toppings","370"
"2214","Large Pizza 5 toppings","370"
"2215","4 X-Large 5 toppings pizza","370"
"2216","Wings sauces","370"
"2217","Dips 2","357"
"2218","Pizza Dips","194"
"2219","Platter for 36.99","202"
"2220","Extras for platters","202"
"2221","2 plates family special","358"
"2222","3 plates family special","358"
"2223","4 plates family special","358"
"2224","Extra Sauces For Plates Family Special","358"
"2225","Wings sauces update","131"
"2226","Wings dipping sauces","131"
"2228","2 For 1 Pizza Drop down menu","362"
"2229","dips","362"
"2230","1 small pizza 2 toppings","362"
"2231","1 medium pizza 2 toppings","362"
"2232","1 large pizza 2 toppings","362"
"2233","1 x-large pizza 2 toppings","362"
"2234","1 dip free","362"
"2235","Free Toppings","362"
"2236","Wings Sauces","362"
"2237","2 small 3 toppings","362"
"2238","2 medium 3 toppings","362"
"2239","2 large 3 toppings","362"
"2240","2 x-large 3 toppings","362"
"2241","Free toppings---1st pizza","362"
"2242","Free toppings---2nd pizza","362"
"2243","2 small 2 toppings","362"
"2244","2 medium 2 toppings","362"
"2245","2 large 2 toppings","362"
"2246","2 calzones 2 toppings","362"
"2247","Large Pizza 4 toppings","362"
"2248","Medium pizza 4 toppings","362"
"2249","2 for 1 deal","362"
"2250","Single Deal","362"
"2251","Make it large 4.00","362"
"2252","Choose your pizza Medium and Large sizes","131"
"2253","1 Topping","384"
"2254","Premium Toppings","384"
"2255","Dips","384"
"2256","2 toppings Dual Pizza","384"
"2257","4 toppings Dual Pizza","384"
"2258","6 toppings Dual Pizza","384"
"2259","Premium Toppings ----1st pizza","384"
"2260","Premium Toppings ---2nd pizza","384"
"2261","Burgers free ing","384"
"2262","Burgers payed ing","384"
"2263","The Question mark burger extra egg","384"
"2264","Combo Burgers Side dishes","384"
"2265","1 large 3 toppings","384"
"2266","Premium Toppings Large","384"
"2267","Wings sauces","384"
"2268","Salads Dressings","384"
"2269","Pasta Special","384"
"2270","Caesar or Garden Salad","384"
"2271","2 small 3 toppings","375"
"2272","2 medium 3 toppings","375"
"2273","2 large 3 toppings","375"
"2274","Premium Toppings Small------1st Pizza","375"
"2275","Premium Toppings Small-----2nd pizza","375"
"2276","Premium Toppings Medium---1st pizza","375"
"2277","Premium Toppings Medium---2nd Pizza","375"
"2278","Premium Toppings Large-----1st Pizza","375"
"2279","Premium Toppings Large----2nd pizza","375"
"2280","1 small 3 toppings","375"
"2281","1 medium 3 toppings","375"
"2282","1 large 3 toppings","375"
"2283","Premium Toppings Small","375"
"2284","Premium Toppings Medium","375"
"2285","Premium Toppings Large","375"
"2286","Dips","375"
"2287","Wings sauces","375"
"2288","1 large 4 toppings","375"
"2289","2 large 4 toppings","375"
"2290","3 large 4 toppings","375"
"2291","Premium Toppings Large-----3rd pizza","375"
"2292","onion rings or fries (large)","375"
"2293","Salads Dressings","375"
"2294","Family Special","375"
"2295","Premium toppings","383"
"2296","Dips","383"
"2297","1 Topping Pizza","383"
"2298","2 Toppings Pizza","383"
"2299","3 Toppings Pizza","383"
"2300","4 Toppings Pizza","383"
"2301","5 Toppings Pizza","383"
"2302","2 Souvlakis","398"
"2303","4 Souvlakis","398"
"2304","6 Souvlakis","398"
"2305","3 Gyros or Chicken Gyros","398"
"2306","2 Pappas salads","398"
"2307","2 Souvlaki Platters","398"
"2308","2 Gyros on a Pita Platters","398"
"2309","2 Gyros pork or chicken","398"
"2310","2 gyros pork or chicken","398"
"2311","2 Souvlakis","398"
"2312","4 Souvlakis","398"
"2313","6 Souvlakis","398"
"2314","3 Gyros or Chicken Gyros","398"
"2315","2 Pappas salads","398"
"2316","2 Souvlaki Platters","398"
"2317","2 Gyros Platters","398"
"2318","7 inches Sub","391"
"2319","Remplacez vos frites","391"
"2320","Large Pizza (special)","228"
"2321","Large Pizza (special)","228"
"2322","2 Wraps","395"
"2323","2 Medium Pizza","395"
"2324","2 Large Pizza","395"
"2325","2 X-Large Pizza","395"
"2326","Dinner for 3","401"
"2327","Dinner for 4","401"
"2328","Early week special","401"
"2329","Wings sauces","388"
"2330","Santé plus","400"
"2331","Trio plus","400"
"2332","Spécial combo","400"
"2333","Trios","379"
"2334","Trios side dishes","379"
"2335","1 choice of salade","379"
"2336","2 choices of salades","379"
"2337","1 small pizza","388"
"2338","1 medium pizza","388"
"2339","1 large pizza","388"
"2340","Pita menu enfants","379"
"2341","Assiette for enfants","379"
"2342","Chicken wings","388"
"2343","Sauces for side dishes","388"
"2344","Pizza 10""","389"
"2345","2 Pizzas 12""","379"
"2346","2 Pizzas 14""","379"
"2347","4 Sous-Marins 10""","379"
"2348","2 Assiettes","379"
"2349","Test drop down and items","114"
"2350","3 dishes for 12$","386"
"2351","3 rolls for 15$","386"
"2352","Combo lunch","387"
"2353","1 topping pizza","378"
"2354","Premium Toppings","378"
"2355","Dips","378"
"2356","Any sandwich","236"
"2357","Any sandwich","236"
"2358","Any wrap","236"
"2359","Any wrap","236"
"2360","1 topping","396"
"2361","Premium Toppings","396"
"2362","Dips","396"
"2363","2 toppings","396"
"2364","1 medium 3 toppings","396"
"2365","Premium Toppings medium","396"
"2366","Wings sauces","396"
"2367","Upgrade to large","396"
"2368","2 subs 12""","396"
"2369","1 x-large pizza 3 toppings","396"
"2370","Premium Toppings X-Large","396"
"2371","4 Dips Free","396"
"2372","1 topping pizza (single)","405"
"2373","2 toppings pizza (single)","405"
"2374","3 toppings pizza (single)","405"
"2375","Premium Toppings (single)","405"
"2376","Dips","405"
