combo_group_id,combo_rules
5498,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""Premi\u00e8re Pizza;Deuxi\u00e8me Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Ajouter des garnitures""}}}"
5499,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""Premi\u00e8re Pizza;Deuxi\u00e8me Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Ajouter des garnitures""}}}"
5500,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""Premi\u00e8re Pizza;Deuxi\u00e8me Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Ajouter des garnitures""}}}"
5501,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""Premi\u00e8re Pizza;Deuxi\u00e8me Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Ajouter des garnitures""}}}"
5502,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""Premi\u00e8re Pizza;Deuxi\u00e8me Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Ajouter des garnitures""}}}"
5503,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""Premi\u00e8re Pizza;Deuxi\u00e8me Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Ajouter des garnitures""}}}"
5504,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""Premi\u00e8re Pizza;Deuxi\u00e8me Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Ajouter des garnitures""}}}"
5505,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""Premi\u00e8re Pizza;Deuxi\u00e8me Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Ajouter des garnitures""}}}"
5506,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""Premi\u00e8re Pizza;Deuxi\u00e8me Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Ajouter des garnitures""}}}"
5507,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": ""Select your pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5508,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": ""Select your pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5509,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """"}"
5510,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5511,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5512,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5513,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5514,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5515,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5516,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """"}"
5517,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5518,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5519,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5520,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5521,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5522,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5523,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5524,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5525,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5526,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5527,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""Add more toppings""}}}"
5528,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """"}"
5529,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """"}"
5530,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Sous-Marin"", ""modifier_rules"": {""side_dishes"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Remplacez vos frites""}}}"
5531,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """", ""modifier_rules"": {""side_dishes"": {""enabled"": true, ""min"": 0, ""max"": 1, ""free_quantity"": 0, ""display_order"": 5, ""display_header"": ""Remplacez vos frites""}}}"
5532,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""Premi\u00e8re Pizza;Deuxi\u00e8me Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Ajouter des garnitures""}}}"
5533,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": ""Choix de pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Ajouter des garnitures""}}}"
5534,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""Premi\u00e8re Pizza;Deuxi\u00e8me Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Ajouter des garnitures""}}}"
5535,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""Premi\u00e8re Hot Dog;Deuxi\u00e8me Hot Dog"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Ingr\u00e9dients personnalis\u00e9s""}, ""side_dishes"": {""enabled"": true, ""min"": 0, ""max"": 1, ""free_quantity"": 0, ""display_order"": 5, ""display_header"": ""Remplacez vos frites""}}}"
5536,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": ""Choix de pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Ajouter des garnitures""}, ""side_dishes"": {""enabled"": true, ""min"": 0, ""max"": 1, ""free_quantity"": 0, ""display_order"": 5, ""display_header"": ""Remplacez vos frites""}}}"
5537,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Choisissez Votre Sous-Marin"", ""modifier_rules"": {""extras"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 6, ""display_header"": ""Extras""}}}"
5538,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 1, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Choisissez votre pizza""}}}"
5539,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Ajouter des garnitures""}}}"
5540,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": ""Pr\u00e9pare votre pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Ajouter des garnitures""}}}"
5541,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Sous-Marin"", ""modifier_rules"": {""extras"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 6, ""display_header"": ""Extras""}}}"
5542,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": ""Pr\u00e9pare votre pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Ajouter des garnitures""}}}"
5543,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""extras"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 6, ""display_header"": ""1st Pizza Half Priced Extra Cheese""}}}"
5544,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""extras"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 6, ""display_header"": ""2nd Pizza Half Priced Extra Cheese""}}}"
5545,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Donair;Second Donair""}"
5546,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Choice of Sandwich"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
5547,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """", ""modifier_rules"": {""side_dishes"": {""enabled"": true, ""min"": 1, ""max"": 1, ""free_quantity"": 0, ""display_order"": 5, ""display_header"": ""Side Dish""}}}"
5548,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Sandwich;Second Sandwich"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
5549,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Choice of Sandwich"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
5550,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Sandwich;Second Sandwich"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
5551,"{""item_count"": 4, ""show_pizza_icons"": false, ""display_header"": ""First Sandwich;Second Sandwich;Third Sandwich;Fourth Sandwich"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
5552,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Donair;Second Donair"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
5553,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Shawarma;Second Shawarma""}"
5554,"{""item_count"": 4, ""show_pizza_icons"": false, ""display_header"": ""First Brochette;Second Brochette;Third Brochette;Fourth Brochette""}"
5555,"{""item_count"": 3, ""show_pizza_icons"": false, ""display_header"": ""First Brochette;Second Brochette;Third Brochette""}"
5556,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Brochette;Second Brochette""}"
5557,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Extra Sauces""}"
5558,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 1, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Sandwich Selection""}}}"
5559,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Sandwich Customization"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
5560,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """"}"
5561,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Premium Toppings""}}}"
5562,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """"}"
5563,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Premium Toppings""}}}"
5564,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Premium Toppings""}}}"
5565,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Premium Toppings 1st Pizza""}}}"
5566,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Premium Toppings 2nd Pizza""}}}"
5567,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """"}"
5568,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 0, ""free_quantity"": 1, ""display_order"": 2, ""display_header"": ""First Topping Free""}}}"
5569,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 2, ""max"": 0, ""free_quantity"": 2, ""display_order"": 2, ""display_header"": ""First 2 Toppings Free""}}}"
5570,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 0, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""First 3 Toppings Free""}}}"
5571,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 0, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""First 3 Toppings Free""}}}"
5572,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Premium toppings""}}}"
5573,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """"}"
5574,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 0, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""First 3 Toppings Free""}}}"
5575,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Premium toppings""}}}"
5576,"{""item_count"": 3, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza;Third Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 0, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""First 3 Toppings Free""}}}"
5577,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """"}"
5578,"{""item_count"": 4, ""show_pizza_icons"": false, ""display_header"": ""First Shawarma;Second Shawarma;Third Shawarma;Fourth Shawarma"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 1, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Choose Meat""}}}"
5579,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Premium Toppings 1st Pizza""}}}"
5580,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Premium Toppings 2nd Pizza""}}}"
5581,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Premium Toppings""}}}"
5582,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """"}"
5583,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Premium Toppings""}}}"
5584,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """"}"
5585,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Premium Toppings""}}}"
5586,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Premium Toppings""}}}"
5587,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """"}"
5588,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Hamburger;Second Hamburger"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 1, ""display_header"": ""Ask for""}, ""extras"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 6, ""display_header"": ""Extras""}}}"
5589,"{""item_count"": 3, ""show_pizza_icons"": false, ""display_header"": ""First Hamburger;Second Hamburger;Third Hamburger"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 1, ""display_header"": ""Ask for""}, ""extras"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 6, ""display_header"": ""Extras""}}}"
5590,"{""item_count"": 4, ""show_pizza_icons"": false, ""display_header"": ""First Burger;Second Burger;Third Burger;Fourth Burger"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 1, ""display_header"": ""Ask for""}, ""extras"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 6, ""display_header"": ""Extras""}}}"
5591,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Select Pasta Dish"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Add more toppings""}}}"
5592,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Pasta;Second Pasta"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Add more toppings""}}}"
5593,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""extras"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 6, ""display_header"": ""Half Priced Extra Cheese""}}}"
5594,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""extras"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 6, ""display_header"": ""1st Pizza Half Priced Extra Cheese""}}}"
5595,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""extras"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 6, ""display_header"": ""2nd Pizza Half Priced Extra Cheese""}}}"
5596,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 2, ""max"": 0, ""free_quantity"": 2, ""display_order"": 2, ""display_header"": ""First 2 Toppings Free""}}}"
5597,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 2, ""max"": 0, ""free_quantity"": 2, ""display_order"": 2, ""display_header"": ""First 2 Toppings Free""}}}"
5598,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 2, ""max"": 0, ""free_quantity"": 2, ""display_order"": 2, ""display_header"": ""First 2 toppings Free""}}}"
5599,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 2, ""max"": 0, ""free_quantity"": 2, ""display_order"": 2, ""display_header"": ""First 2 toppings Free""}}}"
5600,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Premium Toppings""}}}"
5601,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """"}"
5602,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """", ""modifier_rules"": {""side_dishes"": {""enabled"": true, ""min"": 0, ""max"": 1, ""free_quantity"": 0, ""display_order"": 5, ""display_header"": ""Upgrade your fries""}}}"
5603,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 1, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Add a Dessert""}}}"
5604,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": -1, ""max"": 0, ""free_quantity"": 6, ""display_order"": 2, ""display_header"": ""First 6 Toppings Free""}}}"
5605,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 0, ""free_quantity"": 1, ""display_order"": 2, ""display_header"": ""First Topping Free""}}}"
5606,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 2, ""max"": 0, ""free_quantity"": 2, ""display_order"": 2, ""display_header"": ""First 2 Toppings Free""}}}"
5607,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 0, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""First 3 Toppings Free""}}}"
