"id";"added_by";"added_on";"name";"active";"pending";"suspend_operation";"suspended_at"
849;21;"";"1 for 1 Pizza St Laurent";"N";"n";0;0
850;21;"2017-02-24 15:35:29";"Milano";"Y";"n";0;0
851;21;"2017-02-27 11:11:20";"Euro Mex";"N";"n";1;0
852;18;"2017-03-09 09:17:16";"Jo-Jo's Pizzeria Fernbank";"N";"n";0;0
853;18;"2017-03-09 09:17:16";"Jo-Jo's Pizzeria Stittsville";"N";"n";0;0
854;18;"2017-03-09 09:17:16";"Jo-Jo's Pizzeria (reserved)";"N";"y";0;0
855;18;"2017-03-09 09:17:16";"Jo-Jo's Pizzeria Carling";"N";"n";0;0
856;21;"2017-03-23 12:03:02";"Asia Garden Ottawa";"Y";"n";0;0
857;18;"";"clone test";"N";"n";0;0
859;21;"2017-05-09 14:02:32";"Shawarma Bits";"N";"n";0;0
860;21;"2017-05-10 14:38:43";"Charlie Chan Famous Chinese Food";"N";"n";0;0
861;21;"2017-05-11 12:29:44";"Lorenzo Pizzeria - Arch";"Y";"n";0;0
862;21;"2017-05-11 20:19:24";"Lunasole Orleans (dropped)";"N";"n";0;0
863;18;"2017-05-15 10:04:20";"Joes Family Pizzeria";"Y";"n";0;0
864;21;"2017-06-05 11:59:03";"Masala Mama's Kitchen (dropped)";"N";"n";0;0
865;21;"2017-06-12 09:58:51";"Digby's Restaurant";"Y";"n";0;0
866;21;"2017-06-26 10:53:54";"Andalo's Shawarma Hunt Club";"N";"n";0;0
868;21;"2017-07-11 18:39:15";"Bagan Indian Food";"N";"n";0;0
869;21;"2017-08-01 10:43:36";"China Moon";"Y";"n";0;0
870;21;"2017-08-16 10:13:59";"Isabella Pizza";"N";"n";0;0
871;21;"2017-08-30 09:25:02";"Cazza Pizza (ON HOLD)";"N";"n";0;0
872;21;"2017-09-11 14:22:03";"Mozza Pizza Hull";"Y";"n";0;0
873;18;"2017-09-15 10:34:50";"Pho Lee Restaurant";"N";"n";0;0
874;31;"2017-09-18 11:11:31";"JC Royal Thai Cuisine";"Y";"n";0;0
875;21;"2017-09-22 11:10:54";"Papaye Verte Call Centre";"Y";"n";0;0
876;21;"2017-09-29 11:41:53";"Chef Cheng cloxsed out of business";"N";"n";0;0
877;21;"2017-10-24 07:38:10";"Pub House";"N";"n";0;0
878;18;"2017-10-25 09:07:39";"Pizza Run";"Y";"n";0;0
879;21;"2017-10-26 14:10:25";"Milano";"Y";"n";0;0
880;21;"2017-11-13 14:24:35";"Pilos Greek Restaurant";"N";"n";0;0
882;21;"2017-11-14 20:07:16";"Shawarma Palace Rideau (dropped)";"N";"n";0;0
883;18;"2017-11-15 09:44:42";"Downtown Pizza & Qabar Grilled Chicken";"N";"n";0;0
884;21;"2017-12-01 11:54:27";"1 for 1 Pizza 1741 St Laurent Blvd (inactive)";"N";"n";0;0
885;21;"2017-12-05 13:41:00";"Mandarin Ogilvie Restaurant";"N";"n";0;0
886;21;"2017-12-07 10:12:09";"Sula Wok (dropped)";"N";"n";0;0
887;0;"2018-01-04 14:33:07";"Kanata Noodle House Carling dropped";"N";"n";0;0
888;21;"2018-01-15 11:51:19";"John Juan";"N";"n";0;0
889;21;"2018-02-20 09:39:11";"Milano";"Y";"n";0;0
891;21;"2018-03-07 08:56:10";"Indian Curry House";"N";"n";0;0
892;21;"2018-03-07 09:02:17";"La Maison Szechuan";"Y";"n";0;0
893;21;"2018-03-08 08:40:00";"Meatings (dropped)";"N";"n";0;0
894;21;"2018-04-04 15:58:44";"Lorenzo Bar and Grill";"Y";"n";0;0
895;21;"2018-04-12 08:57:45";"Golf Kingsway";"N";"n";0;0
896;21;"2018-04-25 13:50:52";"India Curry and Kebab House";"N";"n";0;0
897;21;"2018-05-03 11:26:44";"Chicken Ranch";"N";"n";0;0
898;21;"2018-05-08 11:34:17";"Chez Gaston";"N";"n";0;0
899;18;"2018-05-10 07:40:32";"Mother India";"N";"y";0;0
900;21;"2018-05-13 08:26:38";"Casey's Bar and Grill CLOSED";"N";"n";0;0
901;21;"2018-06-04 14:29:40";"Joe's Pizza and Subs";"N";"n";1;1719541661
902;18;"2018-07-27 07:08:14";"Colonel's City Pizza";"N";"n";0;0
904;21;"2018-08-01 08:31:10";"Sizzle n' Grill (dropped)";"N";"n";0;0
905;18;"2018-08-01 10:56:06";"Colonel's City Pizza Casselman";"N";"n";0;0
906;21;"2018-09-04 12:06:16";"Long Long Noodles";"N";"n";0;0
907;18;"2018-09-06 06:54:17";"Holland's Pizzeria (dropped)";"N";"n";0;0
910;21;"2018-09-18 12:06:50";"The Beer Man 2 Call Center";"N";"n";0;0
911;21;"2018-09-19 08:45:44";"East India CC - REMOVED";"N";"n";0;0
912;18;"2018-10-12 06:45:41";"Pizza Corner";"Y";"n";0;0
913;21;"2018-10-22 10:55:51";"Milano";"Y";"n";0;1751313970
914;21;"2018-11-05 15:08:11";"Oka's Hull";"Y";"n";0;0
915;21;"2018-11-09 09:24:05";"Lulu Shawarma and Greek";"N";"n";0;0
916;21;"2018-11-12 15:45:12";"Shop A Pizza (dropped)";"N";"n";0;0
917;21;"2018-11-13 12:12:59";"Juluca's (dropped)";"N";"n";0;0
918;18;"2018-11-16 10:09:59";"Caesars Palace";"N";"y";0;0
919;21;"2018-11-21 09:55:16";"3 Brothers";"N";"n";0;0
920;18;"2018-12-12 10:29:30";"Twisted Pita & Pizzeria";"Y";"n";0;0
921;21;"2019-01-08 17:24:35";"Pizza Riverview";"Y";"n";0;0
922;21;"2019-01-11 11:29:18";"Subito Sandwich (dropped)";"N";"n";0;0
923;21;"2019-01-19 11:19:06";"Jimmy Gyro Pizza and Poutinerie";"N";"n";0;0
924;21;"2019-01-20 08:42:59";"La Poutinerie Walkley (dropped)";"N";"n";0;0
925;37;"2019-01-31 11:28:31";"Pho Nha Vietnamese Cuisine";"Y";"n";0;0
926;21;"2019-02-14 15:13:45";"Roost and Grills (dropped)";"N";"n";0;0
928;21;"2019-03-05 14:05:03";"Portugalos Restaurant";"N";"n";0;0
929;21;"2019-03-05 14:24:03";"East Side Marios";"N";"n";0;0
930;21;"2019-03-05 14:31:43";"Pizza Maisonneuve";"Y";"n";0;0
931;21;"2019-03-05 14:33:17";"Patio Vidal Des Flandres";"N";"n";0;0
934;21;"2019-03-26 06:34:13";"Yorgo's - Barrhaven KEEP Active Mapped Printer";"Y";"n";0;0
935;21;"2019-03-26 08:14:42";"Milano";"N";"n";0;0
936;18;"2019-04-04 06:27:00";"Prime Burger Bar (dropped)";"N";"n";0;0
937;21;"2019-04-15 10:20:26";"Milano";"Y";"n";0;0
938;21;"2019-04-30 15:25:01";"El Taco De Oro (dropped)";"N";"n";0;0
939;21;"2019-04-30 15:25:52";"Geo's Pizza (dropped)";"N";"n";0;0
940;21;"2019-04-30 15:26:25";"Chili Thai";"N";"n";0;0
941;21;"2019-05-01 15:08:00";"New China (dropped)";"N";"n";0;0
942;21;"2019-05-02 12:54:46";"The Wing Shoppe";"N";"n";0;0
943;21;"2019-06-17 10:01:52";"Palermo Pizzeria Gladstone CLOSED";"N";"n";0;0
944;21;"2019-06-18 08:12:34";"Winner House Chinese Food";"N";"n";0;0
945;21;"2019-07-05 08:59:51";"Asian Kitchen";"N";"n";0;0
946;21;"2019-07-05 09:07:24";"Gatineau Maison de Nouille CLOSED";"N";"n";0;0
947;21;"2019-07-08 09:43:34";"Supreme Pizzeria";"Y";"n";0;0
948;21;"2019-07-22 14:52:08";"Patate Lou Lou";"Y";"n";0;0
949;21;"2019-08-02 10:49:51";"Le Moulin";"N";"n";0;0
951;21;"2019-08-02 10:51:46";"Ogilvie Pizza";"Y";"n";0;0
952;21;"2019-08-19 03:14:54";"La Poutinerie Ogilvie";"Y";"n";0;0
953;21;"2019-08-22 18:35:24";"PizzaRama";"Y";"n";0;0
954;21;"2019-08-28 13:55:51";"East Feast (dropped)";"N";"n";0;0
955;18;"2019-09-03 09:08:25";"Amici Restaurant & Pizzeria";"N";"y";0;0
956;21;"2019-09-09 13:06:39";"Patio Vidal Grï¿½ber";"N";"n";0;0
957;21;"2019-09-17 14:33:35";"La Zone Chawarma";"N";"n";0;0
959;21;"2019-10-03 09:23:17";"La Maison Pho";"Y";"n";1;1753483711
960;21;"2019-10-15 13:19:58";"Orchidee Restaurant Fusion Asiatique";"N";"n";0;0
961;21;"2019-10-17 14:54:26";"Lorenzo's Orleans (dropped)";"N";"n";0;0
962;18;"2019-10-28 10:00:08";"Papa Joe's Pizza - Prince of Wales";"N";"n";0;0
963;21;"2019-11-06 16:14:46";"The Greek Flame and Pizza";"Y";"n";1;1749875274
964;21;"2019-11-06 16:15:59";"Pizza Joanna";"Y";"n";0;0
965;21;"2019-11-07 13:17:42";"La Maison du Burger";"Y";"n";0;0
966;21;"2019-11-28 09:00:35";"Pho Maison de Nouilles HUll (dropped)";"N";"n";0;0
967;21;"2019-12-11 14:52:43";"Mehfil Indian Cuisine";"N";"n";0;1662755318
968;21;"2019-12-16 11:36:11";"Friendly Restaurant and Pizzeria";"Y";"n";0;0
969;21;"2020-01-10 15:48:28";"Harveys Hull";"N";"n";0;0
970;21;"2020-01-10 15:49:57";"La Maison Grillï¿½e";"Y";"n";0;0
971;21;"2020-01-17 14:21:18";"Milano (dropped)";"N";"n";0;0
972;21;"2020-02-25 09:39:25";"Ottawa Liquor Service old";"N";"n";0;0
973;21;"2020-02-26 08:59:34";"Amicci Pizza";"Y";"n";0;0
974;21;"2020-02-26 13:46:21";"Greber Pizza et Shawarma";"Y";"n";0;0
975;21;"2020-03-12 10:43:15";"Liu's Garden";"N";"n";1;1685927912
976;21;"2020-03-18 17:20:33";"Mr Mic Chinese Restaurant";"N";"n";0;0
977;21;"2020-03-26 14:35:09";"Aroma Pizzeria";"N";"n";0;0
978;21;"2020-03-30 13:36:29";"Milano";"Y";"n";1;1748729633
979;21;"2020-04-08 10:41:22";"Little Elephant Thai Bistro";"N";"n";0;0
980;21;"2020-05-15 13:38:02";"Mukut Ottawa";"N";"n";0;0
981;21;"2020-05-19 02:49:51";"FJ Pizzeria";"Y";"n";0;0
982;21;"2020-05-19 12:12:44";"Riverbend Pub and Dining Canadian-Chinese";"N";"n";0;0
983;21;"2020-06-05 11:14:25";"Sala Thai";"Y";"n";0;0
984;21;"2020-06-08 11:38:32";"duplicate";"N";"n";0;0
985;18;"2020-06-08 12:06:05";"Full House Asian Cuisine";"Y";"n";0;0
986;21;"2020-06-30 11:30:49";"Rinag Authentic Indian Food";"N";"n";1;0
987;21;"2020-07-07 10:04:03";"Milano";"Y";"n";0;0
988;21;"2020-07-24 09:38:40";"Pizza Bob";"Y";"n";0;0
989;21;"2020-09-25 08:41:00";"Milano";"Y";"n";0;0
991;21;"2020-09-28 10:14:59";"clona stefan";"Y";"n";0;0
995;21;"2020-10-05 14:56:13";"Casa Grecque";"N";"n";0;0
996;21;"2020-10-14 09:27:20";"Fil's Diner";"N";"n";1;0
997;21;"2020-10-14 10:03:05";"Pizza La Diffï¿½rence HULL CLOSED";"N";"n";0;1708132383
998;18;"2020-10-29 10:06:28";"Little Gyros Greek Grill";"Y";"n";0;0
999;21;"2020-10-29 15:10:38";"Supra Pizza";"N";"n";0;1660535936
1000;21;"2020-11-05 08:01:21";"3 Brothers Shawarma & Poutine Hull";"N";"n";1;0
1001;21;"2020-11-17 14:24:27";"Authentic Vietnamese Pho House Nepean";"N";"n";0;0
1002;21;"2020-11-24 09:15:16";"Beneci Pizza Vanier";"N";"n";0;0
1003;21;"2020-12-09 09:53:26";"3 Brothers Kanata";"N";"n";1;1632001332
1004;21;"2020-12-14 09:03:40";"Authentic Vietnamese Pho House Barrhaven";"N";"n";0;0
1005;21;"2020-12-14 09:04:24";"Authentic Vietnamese Pho House Kanata";"N";"n";0;0
1006;18;"2021-01-04 07:02:35";"Ha's Dim Sum Noodle House";"N";"n";0;0
1007;21;"2021-01-08 09:24:38";"HanaHana Korean Food and Sushi Takeout";"Y";"n";0;0
1008;21;"2021-01-11 13:27:21";"Ke Ola Poke";"N";"n";1;0
1009;21;"2021-01-21 13:34:19";"Pho Bo Ga Express";"Y";"n";0;0
1010;21;"2021-01-21 13:36:25";"Pho Bo Ga 2";"Y";"n";0;0
1011;21;"2021-01-21 13:45:22";"Jimmies Pizza";"N";"n";1;1637886945
1012;21;"2021-02-02 16:20:11";"West End Pizza";"N";"n";1;1659353982
1013;21;"2021-02-18 09:48:17";"All Out Burger";"Y";"n";0;0
1014;21;"2021-03-04 09:48:02";"Zaytoun";"N";"y";0;0
1015;21;"2021-03-15 14:20:20";"Mojo's Chinese Food";"N";"n";1;0
1016;21;"2021-04-21 11:07:31";"Argos Greek & Pizza";"N";"n";0;0
1017;18;"2021-04-26 13:30:43";"Montako";"N";"y";0;0
1018;21;"2021-05-05 10:42:35";"Bank Shawarma and Poutine";"Y";"n";0;0
1019;21;"2021-05-12 14:53:07";"Roulas Jus et Gelato";"Y";"n";0;0
1020;21;"2021-05-18 09:12:38";"Westboro Subs";"Y";"n";0;0
1021;18;"2021-05-19 09:54:47";"2King Shawarma and Poutine";"N";"y";0;0
1022;21;"2021-06-29 10:23:24";"Eddy Authentic Lebanese Cuisine";"N";"n";0;0
1023;21;"2021-06-30 08:30:10";"Golden Crust";"Y";"n";0;0
1024;21;"2021-07-29 08:52:43";"Colonnade Pizza";"N";"n";0;0
1025;21;"2021-07-29 08:54:37";"Colonnade Pizza";"Y";"n";0;0
1027;21;"2021-07-29 08:55:46";"Colonnade Pizza";"Y";"n";0;0
1028;21;"2021-07-29 11:33:13";"Colonnade Pizza";"Y";"n";0;0
1029;21;"2021-08-04 10:26:33";"Cousin Vinny's Pizzeria";"Y";"n";0;0
1030;18;"2021-09-08 06:06:24";"Restaurant Yotis";"N";"n";0;0
1031;21;"2021-09-27 13:18:56";"Dunya's Famous Pizza (dropped)";"N";"n";1;1662170298
1032;21;"2021-10-14 11:06:27";"Poutinerie Quï¿½becurds Hull";"Y";"n";0;0
1033;21;"2021-10-14 11:07:01";"Nachos Loco Hull";"Y";"n";0;0
1034;21;"2021-10-15 09:31:03";"Samo's Greek Kitchen";"Y";"n";0;0
1035;18;"2021-10-19 11:02:38";"Dumpling Bowl";"Y";"n";1;1757636922
1037;21;"2021-10-25 10:32:00";"Stacked Smoked Meat Grill";"N";"n";0;0
1038;21;"2021-11-03 13:08:57";"All Out Burger";"Y";"n";0;0
1039;21;"2021-12-16 09:05:53";"Papa Pizza Chem. de Masson";"Y";"n";0;0
1040;18;"2022-01-04 12:22:08";"Parï¿½a";"N";"n";0;0
1041;21;"2022-01-05 08:51:01";"Papa Burger";"Y";"n";0;0
1042;21;"2022-01-10 13:07:09";"Kabylie Pizza";"Y";"n";0;1740279886
1043;21;"2022-01-12 15:35:43";"The Cupboard";"N";"y";0;0
1044;21;"2022-01-17 15:14:40";"The Cupboard";"Y";"n";0;0
1045;21;"2022-01-27 13:45:40";"Nachos Loco Gatineau";"Y";"n";0;0
1046;21;"2022-01-27 13:49:07";"Poutinerie Quï¿½becurds Gatineau";"Y";"n";0;0
1047;21;"2022-02-01 11:34:48";"Le Pierrot";"N";"n";0;0
1048;21;"2022-03-14 10:20:59";"Jasmine Rice Thai Kitchen";"N";"n";0;0
1049;21;"2022-03-25 10:05:35";"Chicken Palace";"N";"n";0;0
1050;21;"2022-04-11 09:11:29";"Crispy's Bank Street";"Y";"n";0;0
1051;21;"2022-05-12 10:07:23";"Oh My Grill";"Y";"n";0;0
1052;21;"2022-05-17 11:17:42";"Bellevue Pizza Main";"N";"n";0;0
1053;21;"2022-05-17 11:20:32";"Bellevue Pizza St Louis";"N";"n";0;0
1054;21;"2022-05-18 13:29:32";"Papa Grecque Cantley";"Y";"n";0;0
1055;21;"2022-06-21 06:34:31";"Le SubShop Main";"N";"n";0;0
1056;21;"2022-06-21 06:35:53";"to be deleted";"N";"n";0;0
1057;21;"2022-06-23 11:17:19";"Le SubShop St Louis";"N";"n";0;0
1058;21;"2022-08-22 04:53:24";"Ottawa Liquor Service";"Y";"n";0;0
1059;21;"2022-08-30 11:55:43";"Golden Center Pizza";"Y";"n";1;1757635060
1060;21;"2022-09-12 09:46:27";"Dï¿½panneur Gï¿½nï¿½reux";"Y";"n";0;0
1061;21;"2022-09-20 09:29:18";"Pizza Times";"N";"n";1;1683067940
1062;21;"2022-09-21 12:42:26";"Milano";"Y";"n";0;0
1063;21;"2022-10-19 10:28:33";"Milano";"Y";"n";0;0
1064;21;"2022-11-16 12:58:52";"Vieux Hull Pizza";"Y";"n";0;0
1065;21;"2022-12-01 13:45:53";"Milano";"Y";"n";0;0
1066;21;"2022-12-12 07:30:55";"Papa Burger Maloney";"Y";"n";0;0
1067;21;"2023-01-13 12:17:47";"PoutineZaaa";"N";"n";0;0
1069;21;"2023-01-17 14:32:02";"Prima Pizza";"Y";"n";0;0
1070;18;"2023-01-18 02:13:17";"La Nawab V2";"Y";"n";0;0
1071;18;"2023-02-09 01:23:27";"All Out Burger";"Y";"n";0;0
1072;21;"2023-02-20 13:26:33";"Lucky Key";"Y";"n";0;0
1073;21;"2023-03-02 11:22:11";"Ottawa Kabab";"Y";"n";0;0
1074;21;"2023-05-05 06:48:14";"Pizzalicious";"Y";"n";0;0
1076;18;"2023-07-14 01:20:29";"Papa Grecque Val-des-Monts";"N";"y";0;0
1078;18;"2023-07-20 02:46:46";"Maple Delight Pizza";"N";"n";0;0
1079;18;"2023-08-03 02:10:55";"Kirkwood Pizza";"N";"y";0;0
1080;18;"2023-10-10 13:45:35";"All Out Burger";"Y";"n";0;0
1081;21;"2023-12-08 01:10:43";"Milano";"Y";"n";0;0
1082;21;"2024-01-23 14:50:37";"Milano";"Y";"n";0;0
1083;18;"2024-01-25 10:03:29";"Souvlaki Souvlaki";"Y";"n";0;0
1084;21;"2024-06-06 09:39:29";"Milano";"Y";"n";0;0
1085;21;"2024-07-18 14:12:47";"L'Hibou Qui Rit";"Y";"n";1;1733013440
1086;18;"2024-08-07 01:25:58";"Milano Prince of Wales";"N";"y";0;0
1087;18;"2024-08-07 01:26:53";"Milano";"Y";"n";0;0
1088;18;"2024-08-13 09:51:27";"All Out Burger";"Y";"n";0;0
1089;21;"2024-09-16 14:39:39";"Milano";"Y";"n";0;0
1090;21;"2024-09-30 14:13:44";"Oh My Grill Gatineau";"Y";"n";0;0
1091;21;"2024-11-08 11:41:23";"Mykonos Greek Grill";"N";"y";0;0
1092;21;"2024-11-08 11:43:13";"Mykonos Greek Grill";"Y";"n";0;0
1093;18;"2024-11-14 02:35:31";"Mykonos Greek Grill";"Y";"n";0;0
1094;21;"2024-12-12 12:15:33";"Sushiyana";"Y";"n";0;0

