v2_id,v1_id,name,address,delivery_fee,is_complex,coords,min_order_value
1126,219,Lemon Grass Restaurant,331 Elgin St,0,n,"45.427491653,-75.7012939453|45.4414046733,-75.6991481781|45.4342980179,-75.6722831726|45.4253833204,-75.6690216064|45.4170094507,-75.6629276276|45.4111650793,-75.6706523895|45.4000169208,-75.6704807281|45.393025602,-75.7014656067|45.4070073747,-75.7183742523|45.4170094507,-75.7236099243",\N
1147,245,Milano,26 Bridge St,0,n,"45.1655405883,-76.1948204041|45.1527097819,-76.2217712402|45.1468572879,-76.2177371979|45.1342644713,-76.2003993988|45.1200942271,-76.2003993988|45.1148249056,-76.1919879913|45.1031943364,-76.1674404144|45.086895439,-76.1531066895|45.0842896076,-76.1404037476|45.0566291621,-76.1325073242|45.0565078991,-76.1002349854|45.086088453,-76.0645294189|45.1115348679,-76.0662460327|45.1329737514,-76.0645294189|45.1592465896,-76.0775756836|45.1765534077,-76.1040115356|45.1903466846,-76.1186027527|45.1882900045,-76.1558532715",\N
1150,248,Milano,471 Hazeldean Rd,0,n,"45.348737215635,-75.791072845469|45.313951514472,-75.772190093996|45.2771815749,-75.8338165283|45.268725344803,-75.859565734863|45.265704957254,-75.884113311816|45.282888817989,-75.912051200895|45.297260071724,-75.931191444445|45.31262362299,-75.950288772585|45.32499595103,-75.965051651003|45.3333231187,-75.9766387939|45.354195997,-75.945224762|45.3554022865,-75.9247970581|45.351059524,-75.9026527405|45.3399598392,-75.8789634705|45.3392358712,-75.8406829834",\N
1155,255,Centertown Donair & Pizza,422 Bronson Ave,0,n,"45.4125509128,-75.6845569611|45.4191783419,-75.6807804108|45.4171299469,-75.6632709503|45.4271302302,-75.6692790985|45.4370082887,-75.6768321991|45.4395979813,-75.7006072998|45.420082022,-75.70936203|45.4135149508,-75.7372570038|45.3898912817,-75.7268714905|45.3868773483,-75.7333946228|45.3651119801,-75.7322788239|45.3772316814,-75.6982040405|45.3943516082,-75.7006931305|45.3987513152,-75.6799221039",\N
1157,257,Riverside Pizzeria,3679 Riverside Dr,0,n,"45.39278450658,-75.667304992676|45.39326669633,-75.660610198975|45.393869427731,-75.646018981934|45.396039207549,-75.627822875977|45.389288507863,-75.624732971191|45.383139847641,-75.6298828125|45.365172283585,-75.619068145752|45.34297627327,-75.620613098145|45.336701909968,-75.633144378662|45.302059742172,-75.666275024414|45.285032660415,-75.655288696289|45.280322139494,-75.66764831543|45.268362906775,-75.67777633667|45.257126180273,-75.699577331543|45.269571024508,-75.701465606689|45.288897411111,-75.697002410889|45.308458670807,-75.696487426758|45.317874648285,-75.697689056396|45.317512524233,-75.714683532715|45.327409748783,-75.7200050354|45.335012539513,-75.723781585693|45.341649062094,-75.72790145874|45.352869048853,-75.704040527344|45.366619547086,-75.699920654297|45.378316901059,-75.701293945312|45.384707216699,-75.684471130371|45.389409063142,-75.676574707031|45.39278450658,-75.672283172607",\N
1163,264,Pizza Bravo,"108, boul Lorrain",0,n,"45.4736594385,-75.6020736694|45.5140459256,-75.4726409912|45.548438073,-75.4777908325|45.5441101485,-75.5749511719|45.5578140997,-75.6089401245|45.5513231709,-75.6872177124|45.483724926,-75.677947998|45.4683175303,-75.6683349609",\N
1167,275,Tony's Pizza,7772 Jeanne d'Arc Blvd,0,n,"45.4685583033,-75.595035553|45.4220700672,-75.5687713623|45.4402604418,-75.5016517639|45.445318974,-75.4616546631|45.4610938634,-75.4302406311|45.5171733535,-75.4577064514",\N
1184,294,Hong Kong Chinese Food Takeout,800 Hunt Club Rd,0,n,"45.383260416,-75.6315994263|45.3644486379,-75.6192398071|45.3740964853,-75.5962371826|45.3576941656,-75.5879974365|45.340804457,-75.5785560608|45.3173918157,-75.5931472778|45.2937279792,-75.6357192993|45.2968676278,-75.6954574585|45.3087001257,-75.6951141357|45.3222199564,-75.6964874268|45.3381499017,-75.697517395|45.3774728431,-75.6958007812",\N
1199,312,Lucky King Take Out,1134 Cadboro Rd,0,n,"45.4168889543,-75.660610199|45.4353219133,-75.6745147705|45.4419466696,-75.6983757019|45.4560367459,-75.688419342|45.4621774725,-75.6712532043|45.4719290167,-75.5821609497|45.4512200217,-75.5833625793|45.4227929754,-75.5850791931|45.398570512,-75.5931472778|45.3927845066,-75.6087684631|45.3931461493,-75.6484222412|45.3924228616,-75.6626701355|45.4014632926,-75.6688499451",\N
1205,318,Indian Punjabi Clay Oven,6-4055 Carling Ave.,0,n,"45.3779551635,-75.8698654175|45.3535928426,-75.8200836182|45.3318750035,-75.8132171631|45.2951770694,-75.8121871948|45.2673963941,-75.8640289307|45.2886558719,-75.9261703491|45.3504563362,-75.9999847412|45.3859128556,-75.9447097778",\N
1215,328,Milano,5925 Perth St.,0,n,"45.2015966195,-75.933380127|45.2163512261,-75.8849716187|45.2220343566,-75.8652305603|45.2520125322,-75.8485794067|45.263250270719,-75.811500549323|45.260350422112,-75.798282623268|45.240047334515,-75.779056549115|45.2159884538,-75.7703018188|45.199056506,-75.7591438293|45.188169021,-75.7828330994|45.1751012895,-75.7670402527|45.130067256,-75.7651519775|45.1358800987,-75.8164787292|45.1257072353,-75.9189605713|45.1677191157,-75.967540741|45.1877677573,-75.9560394287",\N
1224,337,Pho Bo Ga King - Somerset,778 Somerset St W,0,n,"45.4158044752,-75.7277297974|45.4264073775,-75.7050704956|45.428455435945,-75.698547363248|45.426286901187,-75.695457458488|45.422311037659,-75.689964294442|45.417370938368,-75.681552886979|45.405440624112,-75.683956146215|45.398570512012,-75.685844421404|45.37819632209,-75.729789733838|45.404596971086,-75.752620696989",\N
1230,344,Mont Liban Bakery & Shawarma,351 Montreal Rd,0,n,"45.4221905526,-75.7127952576|45.4050790601,-75.7018089294|45.4119483806,-75.6832695007|45.3996553221,-75.6793212891|45.3973651431,-75.6645584106|45.401704351,-75.6170082092|45.4217086097,-75.5864524841|45.437490101,-75.5823326111|45.4526650822,-75.5835342407|45.4666320908,-75.5902290344|45.4683175303,-75.645160675|45.4557959194,-75.6930541992",\N
1236,350,Erman Pizza,"3628, av des Ã‰glises ",0,n,"46.7702035848,-71.3035011292|46.7732604574,-71.2962913513|46.77655228,-71.2784385681|46.7783156736,-71.2664222717|46.777845441,-71.2520027161|46.7758469064,-71.2434196472|46.7667937915,-71.2195587158|46.7630310104,-71.2132072449|46.7463304984,-71.1998176575|46.7302131271,-71.1881446838|46.7209169785,-71.1852264404|46.7076171712,-71.1874580383|46.6947850478,-71.1938095093|46.670996352,-71.2200737|46.6678158812,-71.2302017212|46.6623968703,-71.2463378906|46.6598049774,-71.2703704834|46.6621612488,-71.2842750549|46.6834808351,-71.3294219971|46.6973752633,-71.3374900818|46.707734883,-71.3436698914|46.71597407,-71.3460731506|46.7457423579,-71.3373184204|46.7508001567,-71.3328552246|46.7575039491,-71.3261604309|46.7652651933,-71.3163757324",\N
1259,374,New Mukut Restaurant Indian Cuisine,1968 Portobello Blvd,0,n,"45.4745772929,-75.5838775635|45.4449576653,-75.5770111084|45.4256845156,-75.5711746216|45.427371179,-75.5052566528|45.4203832455,-75.4280090332|45.4613346673,-75.4084396362|45.4844470443,-75.4197692871|45.5224655278,-75.4616546631|45.4938337401,-75.5172729492",\N
1266,383,Beneci Pizza,4 Lorry Greenberg Dr,0,n,"45.4059227058,-75.6539154053|45.4039943541,-75.6120300293|45.399414255,-75.6003570557|45.3907351542,-75.5904006958|45.37650819,-75.5835342407|45.3487673761,-75.5763244629|45.3227027478,-75.5835342407|45.3065269949,-75.6274795532|45.3212543612,-75.6336593628|45.3456306023,-75.6511688232|45.3386325573,-75.6896209717|45.3417697189,-75.6937408447|45.3646898542,-75.6817245483|45.3791609464,-75.6731414795|45.3904940491,-75.6686782837|45.4015838219,-75.6631851196|45.4056816655,-75.6539154053",\N
1292,413,Lucky Fortune,1970 Trim Rd,0,n,"45.4680767563,-75.5965805054|45.4102612565,-75.5728912354|45.3822958617,-75.4537582397|45.4044764482,-75.366897583|45.4825213749,-75.4207992554|45.4911863689,-75.4273223877|45.5166922221,-75.4441452026|45.5140459256,-75.4585647583|45.5056250635,-75.4887771606|45.5000906682,-75.5086898804|45.4969622911,-75.5220794678",\N
1294,415,Shaan Tandoori,"2550, boul LapiniÃ¨re",0,n,"45.4329127181,-73.4920120239|45.4403808883,-73.4930419922|45.4517017127,-73.4926986694|45.4663913097,-73.4951019287|45.4750587843,-73.4995651245|45.4815585156,-73.5064315796|45.4945557288,-73.5129547119|45.4938337401,-73.5071182251|45.4950370495,-73.498878479|45.501775107,-73.4885787964|45.5041813607,-73.4796524048|45.5070687294,-73.4436035156|45.5092341587,-73.4089279175|45.5109183239,-73.3721923828|45.502256366,-73.3721923828|45.4781883781,-73.3855819702|45.4690398461,-73.392791748|45.4625386709,-73.3996582031|45.4495340711,-73.4209442139|45.4420671125,-73.4302139282|45.4249616444,-73.4453201294|45.4271302302,-73.45287323|45.4292987326,-73.4624862671|45.4307443546,-73.4703826904|45.4319490113,-73.4789657593",\N
1353,489,JN Pizza,1663 Cyrville Rd,0,n,"45.446523319623,-75.52731513977|45.443753286326,-75.525341033936|45.441495006369,-75.52396774292|45.440079771522,-75.522894859314|45.439597981347,-75.519204139709|45.437188968764,-75.516500473022|45.435352027559,-75.512552261353|45.43312352681,-75.509676933289|45.427612126787,-75.504183769226|45.422341158882,-75.508303642273|45.422491764795,-75.517358779907|45.423033942755,-75.524525642395|45.422341158882,-75.529890060425|45.415653851424,-75.541734695435|45.405229712009,-75.545682907104|45.398932117713,-75.548086166382|45.392543410163,-75.553665161133|45.393507789661,-75.589714050293|45.390433772638,-75.589456558228|45.383682403386,-75.586452484131|45.38000497916,-75.603361129761|45.37765371373,-75.626192092896|45.380306416375,-75.638809204102|45.385264827903,-75.634796619415|45.392965328219,-75.63717842102|45.399685455428,-75.652885437012|45.40211113463,-75.658550262451|45.409899723329,-75.659151077271|45.414960976995,-75.65691947937|45.424720685332,-75.66309928894|45.434057098645,-75.666790008545|45.438815063539,-75.677433013916|45.443151087176,-75.670480728149|45.448871719568,-75.665845870972|45.458866379451,-75.665502548218|45.463321259434,-75.646276473999|45.464465023179,-75.632886886597|45.464284430446,-75.617094039917|45.466752481053,-75.600957870483|45.467896175183,-75.586452484131|45.457120452104,-75.543751716614|45.455946436078,-75.539889335632|45.454501459722,-75.537528991699|45.452996236646,-75.534825325012|45.45025662755,-75.532636642456",\N
1353,489,JN Pizza,1663 Cyrville Rd,0,n,"45.45585612614,-75.50452709198|45.451792029259,-75.502209663391|45.448179252825,-75.499892234802|45.443813505887,-75.496845245361|45.439989436178,-75.494699478149|45.437971909135,-75.493583679199|45.433093411332,-75.490365028381|45.42794342833,-75.487661361694|45.42544355958,-75.487232208252|45.422612249236,-75.491352081299|45.418575880488,-75.501136779785|45.416226219541,-75.512380599976|45.416226219541,-75.524740219116|45.410442022203,-75.53297996521|45.401101703142,-75.536241531372|45.388926840481,-75.531005859375|45.370659628393,-75.539417266846|45.372528822099,-75.560617446899|45.368971271304,-75.595550537109|45.365172283585,-75.619411468506|45.360589038222,-75.631256103516|45.371443491339,-75.638380050659|45.380728425776,-75.641813278198|45.38639510401,-75.655975341797|45.388625449228,-75.673055648804|45.399233454004,-75.66876411438|45.40833305289,-75.665845870972|45.415985223146,-75.66086769104|45.425744754452,-75.667734146118|45.433334334703,-75.670394897461|45.438152586139,-75.677604675293|45.446101801591,-75.682153701782|45.454471355654,-75.687732696533|45.458023524723,-75.679063796997|45.462418271665,-75.665245056152|45.465909744215,-75.650482177734|45.467835981334,-75.63494682312|45.469641768853,-75.620784759521|45.471026166772,-75.606107711792|45.471688258105,-75.592374801636|45.468768978775,-75.584907531738|45.470364067662,-75.568599700928|45.483123153702,-75.538558959961|45.491547381396,-75.516586303711|45.492510070055,-75.505256652832|45.48288244297,-75.498733520508|45.467956368968,-75.490837097168|45.462418271665,-75.494270324707",\N
1374,512,Milano,5516 Osgoode Main S,0,n,"45.21137096265,-75.678226947784|45.267940055807,-75.639774799347|45.272772408454,-75.537464618683|45.21137096265,-75.492832660675|45.162976669779,-75.495235919952|45.117690789905,-75.500729084015|45.097094407381,-75.528881549835|45.088611383722,-75.574543476105|45.088368993103,-75.631878376007|45.100184338599,-75.713074207306|45.14021714269,-75.733845233917|45.170480483268,-75.686466693878",\N
1375,513,Milano,506 Main St W,0,n,"45.055576184295,-75.517959594727|44.990541136808,-75.261840820312|45.215905821884,-75.18424987793|45.255555277892,-75.452728271484",\N
1375,513,Milano,506 Main St W,0,n,"44.954108676614,-75.226135253906|45.035685245316,-75.601043701172|45.311597503792,-75.525512695312|45.261355316839,-75.117645263672",\N
1392,532,Xtreme Pizza,125 Preston St,0,n,"45.391518738915,-75.774700641632|45.404054616108,-75.75959444046|45.413213690684,-75.738308429718|45.424539965323,-75.705006122589|45.44140467329,-75.697453022003|45.436586699548,-75.680286884308|45.430563653841,-75.67170381546|45.421889338733,-75.666210651398|45.413695706101,-75.660030841827|45.40357251841,-75.670330524445|45.393929700517,-75.673763751984|45.386214261351,-75.680630207062|45.379462388124,-75.691616535187|45.364026507054,-75.696423053741|45.356789487575,-75.712902545929|45.363061624607,-75.743801593781|45.366438641174,-75.760967731476|45.378980080609,-75.771954059601",\N
1401,542,Sachi Sushi,"4931, rue Beaubien E",0,n,"45.605563288027,-73.569227457047|45.603401567642,-73.566137552261|45.597636572706,-73.576093912125|45.590669746841,-73.584333658218|45.584663168308,-73.590513467789|45.577214118275,-73.59943985939|45.57144643305,-73.601499795914|45.561591933768,-73.609396219254|45.557986197218,-73.616605997086|45.555101441374,-73.620725870132|45.526726787542,-73.56339097023|45.551254869883,-73.553777933121|45.564957079112,-73.553434610367|45.574810988086,-73.547254800797|45.586825610624,-73.539358377457|45.592831957769,-73.535925149918",\N
1406,547,Yorgo's - Nepean,1356 Clyde Ave,0,n,"45.369927831123,-75.810438394547|45.404407968942,-75.758596658707|45.377163169317,-75.703321695328|45.358831846274,-75.700575113297|45.316357551344,-75.701261758804|45.309597341646,-75.744177103043|45.314184712305,-75.780225992203|45.347251104658,-75.797735452652",\N
1406,547,Yorgo's - Nepean,1356 Clyde Ave,0,n,"45.370410215847,-75.809751749039|45.332530500294,-75.789839029312|45.319013129952,-75.78262925148|45.313943280807,-75.779882674688|45.29993849407,-75.821081405156|45.31997875969,-75.832411056035|45.345320751162,-75.844427352422|45.367515842108,-75.832411056035",\N
1462,612,Papa Joe's Fried Chicken - Downtown,527 Bronson Ave,0,n,"45.404968125,-75.753135194|45.4103913529,-75.74266385|45.4119579663,-75.7351107494|45.4121989798,-75.7330508129|45.411596444,-75.7273859874|45.4129220144,-75.7213778392|45.4175010184,-75.7189745799|45.4183444787,-75.7155413524|45.4211157593,-75.7085032359|45.425573621,-75.6995768443|45.4252121859,-75.6961436168|45.4260555309,-75.6937403575|45.4265374367,-75.6908221141|45.4277421832,-75.6870455638|45.4287059619,-75.6836123363|45.4295492548,-75.6801791087|45.4305130026,-75.6765742198|45.4317176643,-75.6746859447|45.4328018378,-75.672111024|45.4278626565,-75.6726260082|45.4211157593,-75.6686777965|45.418585465,-75.6686777965|45.4166575456,-75.669364442|45.4123194863,-75.669364442|45.4111144106,-75.6779475108|45.4082221242,-75.6772608653|45.4056912521,-75.6762308971|45.4036423679,-75.6753725902|45.3988211706,-75.6794924632|45.4034013178,-75.6884188548|45.4019549956,-75.687560548|45.4003881048,-75.6865305797|45.3990622402,-75.6858439342|45.3964104177,-75.6846423045|45.3950844597,-75.6841273204|45.3930351908,-75.682582368|45.3902625322,-75.6793208019|45.3874897376,-75.6779475108|45.3867663775,-75.6841273204|45.3829083006,-75.6885905162|45.3868869381,-75.6909937755|45.3905036384,-75.6940836803|45.3936379247,-75.6963152782|45.3942406521,-75.6997485057|45.3949639166,-75.7047266857|45.3950844597,-75.7083315746|45.3955666299,-75.712623109|45.3948433731,-75.7139964|45.3932762851,-75.7176012889|45.3920708032,-75.7210345165|45.3896597623,-75.724467744|45.3878514142,-75.7297892467|45.3860430081,-75.7325358287|45.3880925306,-75.734939088|45.3899008711,-75.7364840404|45.3911063992,-75.7387156383|45.3958077134,-75.7414622203|45.397615807,-75.7436938182|45.3991827747,-75.7466120616|45.4012318207,-75.7491869823|45.4017139383,-75.7519335643|45.4020755239,-75.7536501781",\N
1509,683,Pizza Maisonneuve,"574, boul Saint-Joseph",0,n,"45.486521077625,-75.750360490638|45.484836182532,-75.794992448646|45.463891138094,-75.823831559974|45.421495750724,-75.809755327064|45.38533817144,-75.804948808509|45.413543068821,-75.752763749915|45.416917070662,-75.730791093665|45.424146395793,-75.706758500892|45.445106204129,-75.702295305091|45.451609389383,-75.695428850013|45.457148548405,-75.714654924232|45.465095087118,-75.726327897864",\N
1522,701,Rangoli,2491 St-Joseph Blvd,0,n,"45.464344628088,-75.624361039954|45.445078101829,-75.613374711829|45.440742226295,-75.583505632239|45.421949581628,-75.570802690345|45.425082123613,-75.546083452064|45.434960540556,-75.507631303626|45.44869107689,-75.441713334876|45.474216171649,-75.453042985755|45.504782908043,-75.483255388099|45.491066030895,-75.5361270922",\N
1523,703,Papa Pizza - Val-des-Monts,"1797, rte du Carrefour",0,n,"45.560298082738,-75.53409576416|45.609074085539,-75.538558959961|45.641007798775,-75.563621520996|45.662846700476,-75.583534240723|45.659967332743,-75.642929077148|45.659967332743,-75.685157775879|45.667405396542,-75.736312866211|45.654688107298,-75.737342834473|45.603309673512,-75.730476379395|45.568230071315,-75.779571533203|45.557653837669,-75.774765014648|45.554769064763,-75.719833374023|45.547316049311,-75.716743469238|45.551403309199,-75.632286071777",\N
1527,707,New Hong Kong,1433 Woodroffe Ave,0,n,"45.313126614638,-75.800514221191|45.34378062731,-75.816307067871|45.358498310537,-75.821113586426|45.376106245155,-75.801200866699|45.384305330113,-75.778198242188|45.39330687801,-75.766181945801|45.395356137089,-75.755882263184|45.381492053215,-75.747299194336|45.389449247565,-75.727729797363|45.376910130196,-75.701122283936|45.366056726178,-75.695972442627|45.35978492119,-75.690650939941|45.355201239386,-75.700778961182|45.344946922761,-75.696659088135|45.336259460059,-75.698547363281|45.320328983024,-75.69580078125|45.304031815432,-75.697002410889|45.291473764675,-75.698375701904|45.282898880698,-75.69803237915|45.270215340994,-75.704040527344|45.271665031874,-75.712451934814|45.27444350256,-75.7200050354|45.27444350256,-75.732536315918|45.269852912488,-75.745754241943|45.261758072863,-75.759143829346|45.258495646998,-75.770645141602|45.269611292199,-75.792102813721|45.285556025029,-75.80394744873",\N
1532,712,Pizza Lovers Hunt Club,800 Hunt Club Road,0,n,"45.361574064033,-75.689878463745|45.370740023866,-75.666618347168|45.376106245155,-75.653743743896|45.384486178878,-75.631771087646|45.3935278795,-75.606536865234|45.370157143978,-75.591945648193|45.36304152026,-75.586795806885|45.355201239386,-75.584735870361|45.333966712885,-75.592460632324|45.319363355571,-75.587997436523|45.308498912742,-75.592803955078|45.305118439069,-75.620269775391|45.29690787799,-75.673828125|45.297270133697,-75.689277648926|45.299202125049,-75.699234008789|45.302462211186,-75.708503723144|45.316587084973,-75.714168548584|45.332397937651,-75.722923278809|45.342171905961,-75.728759765625|45.35049654829,-75.713996887207|45.352667992779,-75.703182220459",\N
1536,716,Egg Roll Factory,261 Centrepointe drive,0,n,"45.3131668551,-75.802059173584|45.324151097478,-75.806179046631|45.337425910449,-75.814075469971|45.357091048534,-75.824546813965|45.377714003809,-75.800342559814|45.380125554239,-75.786437988281|45.391277636178,-75.769701004028|45.401222232303,-75.760517120361|45.389710449297,-75.752792358398|45.381632720109,-75.747470855713|45.377714002889,-75.744380950928|45.372528822099,-75.736827850342|45.373192069532,-75.732707977295|45.36523258697,-75.730390548706|45.371624381245,-75.715799331665|45.35232619747,-75.703010559082|45.346837074327,-75.710220336914|45.337244911197,-75.726613998413|45.334650525002,-75.734939575195|45.322823444135,-75.772533416748|45.318900652944,-75.786952972412",\N
1540,721,Napolis,81 Richmond Rd,0,n,"45.415840625183,-75.7200050354|45.397582111768,-75.70764541626|45.389445230044,-75.726013183594|45.371781152398,-75.715284347534|45.362012296635,-75.739059448242|45.368223554574,-75.754594802857|45.360866454262,-75.768585205078|45.36912804797,-75.773477554321|45.37871480825,-75.781545639038|45.396195911011,-75.773992538452|45.410538430714,-75.751247406006",\N
1546,729,Palermo Pizzeria,25 Tapiola Cres,0,n,"45.388605355807,-75.677089691162|45.399454432317,-75.670223236084|45.398490154299,-75.638637542725|45.404275575564,-75.633487701416|45.403070328322,-75.623359680176|45.397766934986,-75.605850219727|45.391860297449,-75.603275299072|45.373774916302,-75.595893859863|45.356648757963,-75.585765838623|45.344021931661,-75.578727722168|45.339396753135,-75.576324462891|45.324070633966,-75.566024780273|45.313689961931,-75.583362579346|45.307050162996,-75.616493225098|45.297511634374,-75.672798156738|45.317673466086,-75.694427490234|45.333363342938,-75.69803237915|45.348204377614,-75.697689056396|45.357010631822,-75.694427490234|45.36400640489,-75.689964294434|45.374016092773,-75.698547363281|45.382697760719,-75.692024230957|45.386314728953,-75.681896209717",\N
1611,\N,All Out Burger Bank St.,2560 Bank Street,0,n,"45.455369,-75.837504|45.452238,-75.753562|45.445253,-75.669619|45.454405,-75.496241|45.227568,-75.443369|45.193706,-75.788066|45.33193,-75.810038",0.00
1039,101,New Mee Fung Restaurant,350 Booth St,0,n,"45.408057,-75.709279|45.407494,-75.708655|45.406862,-75.708547|45.406756,-75.709642|45.406624,-75.710527|45.407218,-75.710586|45.407839,-75.710495",0.00
1637,\N,Kirkwood Pizza,1078 Merivale Road,2.00,n,"45.413556,-75.716229|45.413074,-75.705585|45.413119,-75.697732|45.410874,-75.69005|45.40622,-75.682025|45.401903,-75.677412|45.397967,-75.676779|45.394272,-75.675116|45.391048,-75.674879|45.387883,-75.675072|45.380829,-75.674257|45.368108,-75.675459|45.357947,-75.682111|45.350075,-75.691852|45.345732,-75.697947|45.342897,-75.703697|45.341026,-75.711851|45.33994,-75.720606|45.339036,-75.727472|45.339337,-75.735627|45.341675,-75.746076|45.344012,-75.758071|45.347195,-75.763993|45.34917,-75.768713|45.357163,-75.778713|45.361942,-75.783584|45.364067,-75.784507|45.367248,-75.78558|45.370068,-75.783734|45.382699,-75.778284|45.388787,-75.766826|45.403945,-75.758586|45.411357,-75.741592|45.412777,-75.734666|45.412991,-75.727912|45.413903,-75.722644",15.00
1662,\N,Chicco Shawarma Maloney,922 Boulevard Maloney Est,2,n,"45.484276,-75.554976|45.531434,-75.560984|45.536605,-75.638918|45.533358,-75.648359|45.467905,-75.638403",15.00
1639,\N,River Pizza,4042 Innes Road,3.55,n,"45.425484,-75.575537|45.452314,-75.58|45.465559,-75.563864|45.478902,-75.556525|45.503057,-75.4774|45.466273,-75.439125|45.415075,-75.423356|45.413055,-75.438779|45.409272,-75.458473|45.42049,-75.487968|45.419915,-75.539906",20.00
1664,\N,Chicco Pizza St-Louis,1783 Rue Saint-Louis,0,n,"45.503572,-75.765643|45.492863,-75.762896|45.490216,-75.755687|45.488411,-75.74985|45.48119,-75.742984|45.47469,-75.734916|45.472282,-75.729251|45.461929,-75.723929|45.457354,-75.716033|45.473125,-75.713115|45.506459,-75.716891|45.511271,-75.769591",15.00
1660,\N,Chicco Pizza Shawarma Anger,1096 Chemin de MontrÃ©al Ouest,2,n,"45.536291,-75.441767|45.565382,-75.454813|45.573674,-75.469404|45.572472,-75.511805|45.567305,-75.546137|45.554445,-75.557638|45.520417,-75.564505|45.498523,-75.559355",12.00
1663,\N,Chicco Pizza de l’Hopital,405 Boulevard de l'HÃ´pital,0,n,"45.475833,-75.649224|45.513255,-75.651627|45.507361,-75.717717|45.45669,-75.712738|45.4538,-75.692826",15.00
1657,\N,Cuisine Bombay Indienne,120 Rue Richelieu,0,n,"45.350321,-73.250081|45.347218,-73.226737|45.333945,-73.202017|45.312082,-73.187941|45.287502,-73.191374|45.274725,-73.203218|45.267369,-73.212745|45.262509,-73.229675|45.259958,-73.251444|45.263932,-73.276474|45.279006,-73.305764|45.291047,-73.312872|45.305741,-73.31586|45.318096,-73.313105|45.327553,-73.311037|45.342075,-73.289057",0.00
1671,\N,Pachino Pizza,3515 Albion Road South,3.00,n,"45.383476,-75.630753|45.376483,-75.69032|45.331246,-75.693925|45.269418,-75.700791|45.254194,-75.679677|45.236548,-75.595734|45.252865,-75.545094|45.260719,-75.530331",15.00
1670,\N,Capital Bites,34 Grenfell Crescent,2,n,"45.278677,-75.720561|45.287373,-75.764506|45.320214,-75.785792|45.341378,-75.780975|45.35578,-75.763111|45.365279,-75.734938|45.36546,-75.715669|45.361479,-75.692923|45.335541,-75.66108|45.306694,-75.660823|45.282784,-75.690177",15.00
1673,\N,Pizza Marie,4 Rue d'OrlÃ©ans,2,n,"45.480423,-75.687258|45.492669,-75.688674|45.490172,-75.697|45.489419,-75.704253|45.489179,-75.706141|45.488396,-75.709875|45.487975,-75.711851|45.487915,-75.713524|45.487915,-75.714984|45.479129,-75.713997|45.47701,-75.713478|45.475626,-75.713091|45.475175,-75.712796|45.474543,-75.712206",15.00
1673,\N,Pizza Marie,4 Rue d'OrlÃ©ans,3,n,"45.466033,-75.714951|45.466635,-75.700103|45.467418,-75.68976|45.469224,-75.685597|45.47112,-75.682507|45.471752,-75.679589|45.473602,-75.679814|45.480866,-75.67533|45.482637,-75.674268|45.494009,-75.675941|45.492149,-75.689106|45.496837,-75.689824|45.498582,-75.690726|45.499078,-75.693065|45.50001,-75.694352|45.500341,-75.695961|45.501334,-75.698965|45.500236,-75.701819|45.49998,-75.703793|45.490715,-75.70212",15.00
1673,\N,Pizza Marie,4 Rue d'OrlÃ©ans,4,n,"45.475281,-75.639077|45.510418,-75.644313|45.506749,-75.677272|45.502117,-75.710402|45.495018,-75.716153|45.472934,-75.713921|45.457558,-75.715638|45.457136,-75.702334|45.454246,-75.691863",15.00
1673,\N,Pizza Marie,4 Rue d'OrlÃ©ans,4,n,"45.49791,-75.714504|45.500287,-75.722315|45.497489,-75.73506|45.493248,-75.734717|45.487893,-75.74815|45.478595,-75.739609|45.474322,-75.733987|45.474412,-75.731498|45.479746,-75.723806|45.483327,-75.718742|45.486065,-75.715566",15.00
1673,\N,Pizza Marie,4 Rue d'OrlÃ©ans,4,n,"45.474721,-75.732689|45.456481,-75.712347|45.499633,-75.712948",15.00
1674,\N,Capri Pizza,4000 Bridle Path Drive,2.75,n,"45.373548,-75.563204|45.386846,-75.574888|45.400865,-75.585541|45.40709,-75.60606|45.410904,-75.627952|45.412329,-75.642889|45.412548,-75.658856|45.403105,-75.692164|45.394123,-75.706459|45.381039,-75.716292|45.370365,-75.726811|45.358723,-75.730463|45.352977,-75.73372|45.346265,-75.734918|45.332718,-75.734223|45.327512,-75.731461|45.322729,-75.727412|45.30984,-75.715409|45.303428,-75.710505|45.298706,-75.699594|45.292038,-75.683778|45.285188,-75.662899|45.281582,-75.650313|45.282807,-75.637728|45.287283,-75.609531|45.302385,-75.583393|45.31513,-75.571074|45.328837,-75.562189|45.35045,-75.555404|45.362362,-75.559476",0.00
1641,\N,Wandee Thai,40 Beech Street,2.00 < 50.00;0.00 > 50.00,y,"45.402709,-75.759487|45.413796,-75.737514|45.419821,-75.717087|45.42705,-75.707302|45.426568,-75.697689|45.421026,-75.686874|45.41705,-75.68018|45.410783,-75.681896|45.401905,-75.677605|45.394492,-75.674086|45.38738,-75.681467|45.384124,-75.687475|45.381231,-75.697002|45.360006,-75.74481|45.393769,-75.76601|45.399213,-75.76292",0.00
