"id","restaurant_id","day_start","time_start","day_stop","time_stop","type","enabled","created_at","updated_at"
207,0,4,"16:00:00",4,"22:00:00","t","y","2025-09-22 15:23:41","2025-09-22 15:23:41"
208,0,5,"11:00:00",5,"14:00:00","t","y","2025-09-22 15:23:41","2025-09-22 15:23:41"
209,0,5,"16:00:00",5,"22:00:00","t","y","2025-09-22 15:23:41","2025-09-22 15:23:41"
210,0,6,"11:00:00",6,"22:00:00","t","y","2025-09-22 15:23:41","2025-09-22 15:23:41"
211,0,7,"11:00:00",7,"22:00:00","t","y","2025-09-22 15:23:41","2025-09-22 15:23:41"
212,0,1,"11:00:00",1,"23:59:00","t","y","2025-09-22 15:23:41","2025-09-22 15:23:41"
213,0,2,"11:00:00",2,"23:59:00","t","y","2025-09-22 15:23:41","2025-09-22 15:23:41"
214,0,3,"11:00:00",3,"23:59:00","t","y","2025-09-22 15:23:41","2025-09-22 15:23:41"
215,0,4,"11:00:00",4,"23:59:00","t","y","2025-09-22 15:23:41","2025-09-22 15:23:41"
216,0,5,"11:00:00",5,"23:59:00","t","y","2025-09-22 15:23:41","2025-09-22 15:23:41"
217,0,6,"00:00:00",6,"02:00:00","t","y","2025-09-22 15:23:41","2025-09-22 15:23:41"
218,0,6,"11:00:00",6,"23:59:00","t","y","2025-09-22 15:23:41","2025-09-22 15:23:41"
219,0,7,"00:00:00",7,"02:00:00","t","y","2025-09-22 15:23:41","2025-09-22 15:23:41"
220,0,7,"11:00:00",7,"23:59:00","t","y","2025-09-22 15:23:41","2025-09-22 15:23:41"
221,0,1,"00:00:00",1,"02:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
222,0,1,"11:00:00",1,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
223,0,2,"00:00:00",2,"02:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
224,0,2,"11:00:00",2,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
225,0,3,"00:00:00",3,"02:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
226,0,3,"11:00:00",3,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
227,0,4,"00:00:00",4,"02:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
228,0,4,"11:00:00",4,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
229,0,5,"00:00:00",5,"02:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
230,0,5,"11:00:00",5,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
231,0,6,"00:00:00",6,"04:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
232,0,6,"11:00:00",6,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
233,0,7,"00:00:00",7,"04:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
234,0,7,"11:00:00",7,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
235,0,1,"11:00:00",1,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
236,0,2,"00:00:00",2,"01:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
237,0,2,"11:00:00",2,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
238,0,3,"00:00:00",3,"01:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
239,0,3,"11:00:00",3,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
240,0,4,"00:00:00",4,"01:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
241,0,4,"11:00:00",4,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
242,0,5,"00:00:00",5,"01:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
243,0,5,"11:00:00",5,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
244,0,6,"00:00:00",6,"01:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
245,0,6,"11:00:00",6,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
246,0,7,"00:00:00",7,"01:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
247,0,7,"16:00:00",7,"22:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
248,0,1,"00:00:00",1,"04:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
249,0,1,"16:00:00",1,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
250,0,2,"00:00:00",2,"04:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
251,0,2,"16:00:00",2,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
252,0,3,"00:00:00",3,"04:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
253,0,3,"16:00:00",3,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
254,0,4,"00:00:00",4,"04:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
255,0,4,"16:00:00",4,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
256,0,5,"00:00:00",5,"04:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
257,0,5,"16:00:00",5,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
258,0,6,"00:00:00",6,"04:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
259,0,6,"16:00:00",6,"23:59:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
260,0,7,"00:00:00",7,"04:00:00","t","y","2025-09-22 15:23:42","2025-09-22 15:23:42"
