id,restaurant_id,day_start,time_start,day_stop,time_stop,type,enabled
1970,1669,5,15:00:00,5,22:00:00,d,n
1971,1669,6,15:00:00,6,22:00:00,d,n
1972,1669,7,15:00:00,7,22:00:00,d,n
1973,1669,1,09:00:00,1,22:00:00,t,n
1974,1669,2,09:00:00,2,22:00:00,t,n
1975,1669,3,09:00:00,3,22:00:00,t,n
1976,1669,4,09:00:00,4,22:00:00,t,n
1977,1669,5,09:00:00,5,22:00:00,t,n
1978,1669,6,09:00:00,6,22:00:00,t,n
1979,1669,7,09:00:00,7,22:00:00,t,n
1980,1668,1,11:00:00,1,21:00:00,t,y
1981,1668,2,11:00:00,2,21:00:00,t,y
1982,1668,3,11:00:00,3,21:00:00,t,y
1983,1668,4,11:00:00,4,21:00:00,t,y
1984,1668,5,11:00:00,5,21:00:00,t,y
1985,1668,6,11:00:00,6,21:00:00,t,y
1986,1668,1,11:00:00,1,21:00:00,d,y
1987,1668,2,11:00:00,2,21:00:00,d,y
1988,1668,3,11:00:00,3,21:00:00,d,y
1989,1668,4,11:00:00,4,21:00:00,d,y
1990,1668,5,11:00:00,5,21:00:00,d,y
1991,1668,6,11:00:00,6,21:00:00,d,y
1992,1669,1,15:00:00,1,22:00:00,t,n
1993,1669,2,15:00:00,2,22:00:00,t,n
1994,1669,3,15:00:00,3,22:00:00,t,n
1995,1669,4,15:00:00,4,22:00:00,t,n
1996,1669,5,15:00:00,5,22:00:00,t,n
1997,1669,6,15:00:00,6,22:00:00,t,n
1998,1669,7,15:00:00,7,22:00:00,t,n
1999,1669,1,15:00:00,1,22:00:00,d,y
2000,1669,2,15:00:00,2,22:00:00,d,y
2001,1669,3,15:00:00,3,22:00:00,d,y
2002,1669,4,15:00:00,4,22:00:00,d,y
2003,1669,5,15:00:00,5,22:00:00,d,y
2004,1669,6,15:00:00,6,22:00:00,d,y
2005,1669,7,15:00:00,7,22:00:00,d,y
2006,1669,1,10:00:00,1,22:00:00,t,n
